MES,DMFP (kW),DMP (kW),CFP (kWh),CP (kWh),UFP (kW),UP (kW),DCFP_c (kW),DCP_c (kW),"DCFP (R$32,84)","DCP  (R$83,34)","DCFP_c (R$27,26)","DCP_c  (R$69,17)","UFP  (R$65,68)","UP   (R$166,68)","CFP (R$0,15) TUSD","CP  (R$0,15) TUSD","CFP (R$0,37) TUE","CP  (R$0,59) TUE",R$TOTAL_MES
JAN,4568.0,0.0,1460720.0,-2,0.0,0.0,0.0,0.0,150013.12,0.0,0.0,0.0,0.0,0.0,219108.0,-0.3,540466.4,-1.18,909586.04
FEV,4613.0,0.0,1512770.0,-3,0.0,0.0,0.0,0.0,151490.92,0.0,0.0,0.0,0.0,0.0,226915.5,-0.45,559724.9,-1.77,938129.1
MAR,4612.0,0.0,1627336.0,-3,0.0,0.0,0.0,0.0,151458.08,0.0,0.0,0.0,0.0,0.0,244100.4,-0.45,602114.32,-1.77,997670.58
ABR,3590.0,0.0,1245487.0,-1,0.0,0.0,978.0,0.0,117895.6,0.0,26660.28,0.0,0.0,0.0,186823.05,-0.15,460830.19,-0.59,792208.38
MAI,3588.0,0.0,1302571.0,-3,0.0,0.0,980.0,0.0,117829.92,0.0,26714.8,0.0,0.0,0.0,195385.65,-0.45,481951.27,-1.77,821879.42
JUN,4492.0,0.0,1463037.0,-2,0.0,0.0,76.0,0.0,147517.28,0.0,2071.76,0.0,0.0,0.0,219455.55,-0.3,541323.69,-1.18,910366.8
JUL,4608.0,117.0,1465469.0,50,0.0,117.0,0.0,0.0,151326.72,9750.78,0.0,0.0,0.0,19501.56,219820.35,7.5,542223.53,29.5,942659.94
AGO,3588.0,0.0,1367142.0,-1,0.0,0.0,980.0,0.0,117829.92,0.0,26714.8,0.0,0.0,0.0,205071.3,-0.15,505842.54,-0.59,855457.82
SET,3587.0,0.0,1279437.0,-1,0.0,0.0,981.0,0.0,117797.08,0.0,26742.06,0.0,0.0,0.0,191915.55,-0.15,473391.69,-0.59,809845.64
OUT,4006.0,0.0,1319999.0,-2,0.0,0.0,562.0,0.0,131557.04,0.0,15320.12,0.0,0.0,0.0,197999.85,-0.3,488399.63,-1.18,833275.16
NOV,4614.0,44.0,1405035.0,8,0.0,44.0,0.0,0.0,151523.76,3666.96,0.0,0.0,0.0,7333.92,210755.25,1.2,519862.95,4.72,893148.76
DEZ,4603.0,0.0,1424086.0,-3,0.0,0.0,0.0,0.0,151162.52,0.0,0.0,0.0,0.0,0.0,213612.9,-0.45,526911.82,-1.77,891685.02
TOTAIS,4614.0,117.0,16873089.0,37,0.0,117.0,981.0,0.0,1657401.9600000002,13417.740000000002,124223.81999999999,0.0,0.0,26835.480000000003,2530963.3499999996,5.55,6243042.930000001,21.83,10595912.659999998
CTOTAL,,,16873126.0,,,,,,,,,,,,,,,,
R$TOTAL,,,,,,,,,,,,,,,,,,,10595912.659999998
DCFP,4568.0,,,,,,,,,,,,,,,,,,
DCP,,0.0,,,,,,,,,,,,,,,,,
