MES,DMFP (kW),DMP (kW),CFP (kWh),CP (kWh),UFP (kW),UP (kW),DCFP_c (kW),DCP_c (kW),"DCFP (R$32,84)","DCP  (R$83,34)","DCFP_c (R$27,26)","DCP_c  (R$69,17)","UFP  (R$65,68)","UP   (R$166,68)","CFP (R$0,15) TUSD","CP  (R$0,15) TUSD","CFP (R$0,37) TUE","CP  (R$0,59) TUE",R$TOTAL_MES
JAN,4516,0,1474392,-1,0.0,0.0,0.0,0.0,148305.44,0.0,0.0,0.0,0.0,0.0,221158.8,-0.15,545525.04,-0.59,914988.54
FEV,4551,0,1517841,-1,0.0,0.0,0.0,0.0,149454.84,0.0,0.0,0.0,0.0,0.0,227676.15,-0.15,561601.17,-0.59,938731.42
MAR,4558,0,1634389,-1,0.0,0.0,0.0,0.0,149684.72,0.0,0.0,0.0,0.0,0.0,245158.35,-0.15,604723.93,-0.59,999566.26
ABR,3565,0,1255051,-1,0.0,0.0,935.0,0.0,117074.6,0.0,25488.1,0.0,0.0,0.0,188257.65,-0.15,464368.87,-0.59,795188.48
MAI,3534,0,1312747,-2,0.0,0.0,966.0,0.0,116056.56,0.0,26333.16,0.0,0.0,0.0,196912.05,-0.3,485716.39,-1.18,825016.68
JUN,4453,0,1469575,-2,0.0,0.0,47.0,0.0,146236.52,0.0,1281.22,0.0,0.0,0.0,220436.25,-0.3,543742.75,-1.18,911695.26
JUL,4536,0,1473992,-2,0.0,0.0,0.0,0.0,148962.24,0.0,0.0,0.0,0.0,0.0,221098.8,-0.3,545377.04,-1.18,915436.6
AGO,3535,0,1377868,-1,0.0,0.0,965.0,0.0,116089.4,0.0,26305.9,0.0,0.0,0.0,206680.2,-0.15,509811.16,-0.59,858885.92
SET,3534,0,1288633,-2,0.0,0.0,966.0,0.0,116056.56,0.0,26333.16,0.0,0.0,0.0,193294.95,-0.3,476794.21,-1.18,812477.4
OUT,3975,0,1329162,-1,0.0,0.0,525.0,0.0,130539.0,0.0,14311.5,0.0,0.0,0.0,199374.3,-0.15,491789.94,-0.59,836014.0
NOV,4558,0,1413996,-1,0.0,0.0,0.0,0.0,149684.72,0.0,0.0,0.0,0.0,0.0,212099.4,-0.15,523178.52,-0.59,884961.9
DEZ,4539,0,1432911,-1,0.0,0.0,0.0,0.0,149060.76,0.0,0.0,0.0,0.0,0.0,214936.65,-0.15,530177.07,-0.59,894173.74
TOTAIS,4558,0,16980557,-16,,,,,,,,,,,,,,,10587136.200000001
