Descricao,Valor
kWh fornecido (EnergyMeter kWh),16979971.0
kWh da carga (Zone kWh),14907607.0
Zone losses (Zone Losses kWh),1015842.0
Perdas na linha MT (Line Losses kWh),35083.0
Perdas nos trafos (Transformer Losses kWh),980763.0
Perdas em vazio ferro (No Load Losses kWh),941759.0
Perdas em carga cobre (Transformer - NoLoad) kWh,39004.0
