Segmento,Year,LDCurve,Hour,Meter,kWh,kvarh,Max kW,Max kVA,Zone kWh,Zone kvarh,Zone Max kW,Zone Max kVA,Overload kWh Normal,Overload kWh Emerg,Load EEN,Load UE,Zone Losses kWh,Zone Losses kvarh,Zone Max kW Losses,Zone Max kvar Losses,Load Losses kWh,Load Losses kvarh,No Load Losses kWh,No Load Losses kvarh,Max kW Load Losses,Max kW No Load Losses,Line Losses,Transformer Losses,Line Mode Line Losses,Zero Mode Line Losses,3-phase Line Losses,1- and 2-phase Line Losses,Gen kWh,Gen kvarh,Gen Max kW,Gen Max kVA,13.8 kV Losses,Aux1,Aux6,Aux11,Aux16,Aux21,Aux26,13.8 kV Line Loss,Aux2,Aux7,Aux12,Aux17,Aux22,Aux27,13.8 kV Load Loss,Aux3,Aux8,Aux13,Aux18,Aux23,Aux28,13.8 kV No Load Loss,Aux4,Aux9,Aux14,Aux19,Aux24,Aux29,13.8 kV Load Energy,Aux5,Aux10,Aux15,Aux20,Aux25,Aux30
S00000_FORA_PONTA,0, ,41.0," ""GERAL""       ",74289.0,9543.0,4483.0,4497.0,59322.0,9301.0,3135.0,3168.0,0.0,0.0,2864.0,2486.0,4697.0,12490.0,151.0,422.0,322.0,-658.0,4375.0,13148.0,50.0,106.0,136.0,4561.0,136.0,0.0,136.0,0.0,0.0,0.0,0.0,0.0,4697.0,0.0,0.0,0.0,0.0,0.0,0.0,136.0,0.0,0.0,0.0,0.0,0.0,0.0,186.0,0.0,0.0,0.0,0.0,0.0,0.0,4375.0,0.0,0.0,0.0,0.0,0.0,0.0,59322.0,0.0,0.0,0.0,0.0,0.0,0.0
S00001_PONTA,0, ,44.0," ""GERAL""       ",0.0,640.0,0.0,233.0,4346.0,577.0,1489.0,1504.0,0.0,0.0,207.0,179.0,349.0,959.0,117.0,322.0,29.0,-6.0,321.0,965.0,10.0,107.0,3.0,346.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,349.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,321.0,0.0,0.0,0.0,0.0,0.0,0.0,4346.0,0.0,0.0,0.0,0.0,0.0,0.0
S00002_FORA_PONTA,0, ,65.0," ""GERAL""       ",45634.0,5327.0,4476.0,4485.0,36030.0,5096.0,2727.0,2747.0,0.0,0.0,1439.0,1250.0,2396.0,6364.0,145.0,400.0,206.0,-216.0,2190.0,6580.0,44.0,106.0,91.0,2305.0,91.0,0.0,91.0,0.0,0.0,0.0,0.0,0.0,2396.0,0.0,0.0,0.0,0.0,0.0,0.0,91.0,0.0,0.0,0.0,0.0,0.0,0.0,115.0,0.0,0.0,0.0,0.0,0.0,0.0,2190.0,0.0,0.0,0.0,0.0,0.0,0.0,36030.0,0.0,0.0,0.0,0.0,0.0,0.0
S00003_PONTA,0, ,68.0," ""GERAL""       ",0.0,573.0,0.0,218.0,3926.0,529.0,1374.0,1388.0,0.0,0.0,207.0,179.0,345.0,941.0,116.0,317.0,24.0,-24.0,321.0,965.0,9.0,107.0,3.0,342.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,345.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,321.0,0.0,0.0,0.0,0.0,0.0,0.0,3926.0,0.0,0.0,0.0,0.0,0.0,0.0
S00004_FORA_PONTA,0, ,137.0," ""GERAL""       ",109434.0,13742.0,4478.0,4488.0,92927.0,13855.0,3261.0,3278.0,0.0,0.0,4741.0,4114.0,7610.0,20182.0,148.0,412.0,357.0,-1613.0,7253.0,21795.0,47.0,106.0,163.0,7447.0,163.0,0.0,163.0,0.0,0.0,0.0,0.0,0.0,7610.0,0.0,0.0,0.0,0.0,0.0,0.0,163.0,0.0,0.0,0.0,0.0,0.0,0.0,194.0,0.0,0.0,0.0,0.0,0.0,0.0,7253.0,0.0,0.0,0.0,0.0,0.0,0.0,92927.0,0.0,0.0,0.0,0.0,0.0,0.0
S00005_PONTA,0, ,140.0," ""GERAL""       ",0.0,603.0,0.0,235.0,4474.0,535.0,1661.0,1673.0,0.0,0.0,207.0,179.0,350.0,965.0,119.0,330.0,30.0,0.0,321.0,965.0,12.0,107.0,3.0,347.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,350.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,321.0,0.0,0.0,0.0,0.0,0.0,0.0,4474.0,0.0,0.0,0.0,0.0,0.0,0.0
S00006_FORA_PONTA,0, ,161.0," ""GERAL""       ",51190.0,5525.0,4480.0,4489.0,41411.0,5203.0,3317.0,3337.0,0.0,0.0,1437.0,1249.0,2423.0,6437.0,146.0,402.0,240.0,-122.0,2183.0,6559.0,45.0,106.0,110.0,2313.0,110.0,0.0,110.0,0.0,0.0,0.0,0.0,0.0,2423.0,0.0,0.0,0.0,0.0,0.0,0.0,110.0,0.0,0.0,0.0,0.0,0.0,0.0,130.0,0.0,0.0,0.0,0.0,0.0,0.0,2183.0,0.0,0.0,0.0,0.0,0.0,0.0,41411.0,0.0,0.0,0.0,0.0,0.0,0.0
S00007_PONTA,0, ,164.0," ""GERAL""       ",0.0,624.0,0.0,241.0,4555.0,551.0,1739.0,1751.0,0.0,0.0,207.0,179.0,352.0,969.0,120.0,334.0,31.0,4.0,321.0,965.0,13.0,107.0,3.0,348.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,352.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,321.0,0.0,0.0,0.0,0.0,0.0,0.0,4555.0,0.0,0.0,0.0,0.0,0.0,0.0
S00008_FORA_PONTA,0, ,185.0," ""GERAL""       ",50671.0,5315.0,4480.0,4491.0,41001.0,5014.0,3097.0,3111.0,0.0,0.0,1438.0,1249.0,2416.0,6418.0,145.0,400.0,232.0,-144.0,2184.0,6562.0,44.0,106.0,106.0,2310.0,106.0,0.0,106.0,0.0,0.0,0.0,0.0,0.0,2416.0,0.0,0.0,0.0,0.0,0.0,0.0,106.0,0.0,0.0,0.0,0.0,0.0,0.0,126.0,0.0,0.0,0.0,0.0,0.0,0.0,2184.0,0.0,0.0,0.0,0.0,0.0,0.0,41001.0,0.0,0.0,0.0,0.0,0.0,0.0
S00009_PONTA,0, ,188.0," ""GERAL""       ",0.0,757.0,0.0,297.0,4660.0,679.0,1765.0,1784.0,0.0,0.0,207.0,179.0,353.0,974.0,120.0,335.0,33.0,10.0,321.0,964.0,14.0,107.0,4.0,349.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,353.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,321.0,0.0,0.0,0.0,0.0,0.0,0.0,4660.0,0.0,0.0,0.0,0.0,0.0,0.0
