Descricao,Valor
kWh fornecido (EnergyMeter kWh),18400643.0
kWh da carga (Zone kWh),16539887.0
Zone losses (Zone Losses kWh),1009730.0
Perdas na linha MT (Line Losses kWh),40398.0
Perdas nos trafos (Transformer Losses kWh),969326.0
Perdas em vazio ferro (No Load Losses kWh),915014.0
Perdas em carga cobre (Transformer - NoLoad) kWh,54312.0
