MES,R$SIM2,R$SIM7,Economia_R$,Economia_%
JAN,,1064597.3,,
FEV,,1132364.47,,
MAR,,1210903.23,,
ABR,,951036.89,,
MAI,,987236.86,,
JUN,,1080243.36,,
JUL,,1130299.7,,
AGO,,1018925.57,,
SET,,966861.65,,
OUT,,994165.78,,
NOV,,1122919.02,,
DEZ,,1090578.95,,
TOTAIS,0.0,12750132.78,0.0,
