MES,R$SIM2,R$SIM9,Economia_R$,Economia_%
JAN,,1064412.65,,
FEV,,1132174.98,,
MAR,,1210689.27,,
ABR,,950850.42,,
MAI,,987073.19,,
JUN,,1080084.11,,
JUL,,1130349.7,,
AGO,,1018760.82,,
SET,,966658.74,,
OUT,,993952.95,,
NOV,,1122748.88,,
DEZ,,1090390.99,,
TOTAIS,0.0,12748146.700000001,0.0,
