Mes,Posto,N_pontos_SIM10,Consumo_P_SIM10_kWh,Consumo_Q_SIM10_kVArh,DemandaMax_P_SIM10_kW,DemandaMax_Q_SIM10_kVAr,N_pontos_META
JANEIRO,FORA_PONTA,2712,1450906.294,147376.9309,4830.6,591.019,2712
JANEIRO,PONTA,264,12616.233812075,16789.2531,772.4540000000001,453.662,264
FEVEREIRO,FORA_PONTA,2448,1493706.3915,154969.35595,5554.83,608.707,2448
FEVEREIRO,PONTA,240,25146.712456,17267.861675,1094.424,492.712,240
MARCO,FORA_PONTA,2736,1595301.96175,153131.67305,5691.75,537.466,2736
MARCO,PONTA,240,40314.19285,16525.8198,1432.26,373.765,240
ABRIL,FORA_PONTA,2640,1225985.09425,93728.9184375,3666.8,322.798,2640
ABRIL,PONTA,240,19631.2177255,11997.74785,684.5260000000001,349.337,240
MAIO,FORA_PONTA,2724,1279171.0245,82003.393625,3629.2,367.066,2724
MAIO,PONTA,252,26043.101110125,11609.473975,1106.493,271.1414,252
JUNHO,FORA_PONTA,2640,1430504.90485,69647.067595,4595.150000000001,252.6477,2640
JUNHO,PONTA,240,40338.32934225,10190.3663,1252.874,226.0484,240
JULHO,FORA_PONTA,2700,1435704.3905,59846.489533425,4837.07,248.4767,2700
JULHO,PONTA,276,29042.8672175,10535.25105,1800.7009999999998,255.1159,276
AGOSTO,FORA_PONTA,2724,1341602.82275,64303.73843325,3879.28,260.448,2724
AGOSTO,PONTA,252,29583.81783825,11152.52858,967.595,297.4864,252
SETEMBRO,FORA_PONTA,2616,1257314.0895,73365.79565,3603.31,291.0187,2616
SETEMBRO,PONTA,264,22784.076,12412.3448,663.412,267.6413,264
OUTUBRO,FORA_PONTA,2700,1296562.099775,91428.00875,4094.36,408.0990000000001,2700
OUTUBRO,PONTA,276,23478.06871375,14512.058925,890.436,360.256,276
NOVEMBRO,FORA_PONTA,2652,1378084.55675,109160.213425,5627.96,498.784,2652
NOVEMBRO,PONTA,228,30926.443225525,14361.522875,1723.3720000000003,442.757,228
DEZEMBRO,FORA_PONTA,2712,1404496.188,125389.131325,5533.139999999999,536.0350000000001,2712
DEZEMBRO,PONTA,264,24314.2603539,17338.149625000002,1542.0839999999998,472.92,264
