MES,DMFP (kW),DMP (kW),CFP (kWh),CP (kWh),UFP (kW),UP (kW),DCFP_c (kW),DCP_c (kW),"DCFP (R$32,84)","DCP  (R$83,34)","DCFP_c (R$27,26)","DCP_c  (R$69,17)","UFP  (R$65,68)","UP   (R$166,68)","CFP (R$0,15) TUSD","CP  (R$0,15) TUSD","CFP (R$0,37) TUE","CP  (R$0,59) TUE",R$TOTAL_MES
JAN,4831,772,1450906,12616,0.0,0.0,394.0,803.0,158650.04,64338.48,10740.44,55543.51,0.0,0.0,217635.9,1892.4,536835.22,7443.44,1053079.43
FEV,5555,1094,1493706,25147,330.0,0.0,0.0,481.0,182426.2,91173.96,0.0,33270.77,21674.4,0.0,224055.9,3772.05,552671.22,14836.73,1123881.23
MAR,5692,1432,1595302,40314,467.0,0.0,0.0,143.0,186925.28,119342.88,0.0,9891.31,30672.56,0.0,239295.3,6047.1,590261.74,23785.26,1206221.43
ABR,3667,685,1225985,19631,0.0,0.0,1558.0,890.0,120424.28,57087.9,42471.08,61561.3,0.0,0.0,183897.75,2944.65,453614.45,11582.29,933583.7
MAI,3629,1106,1279171,26043,0.0,0.0,1596.0,469.0,119176.36,92174.04,43506.96,32440.73,0.0,0.0,191875.65,3906.45,473293.27,15365.37,971738.83
JUN,4595,1253,1430505,40338,0.0,0.0,630.0,322.0,150899.8,104425.02,17173.8,22272.74,0.0,0.0,214575.75,6050.7,529286.85,23799.42,1068484.08
JUL,4837,1801,1435704,29043,0.0,226.0,388.0,0.0,158847.08,150095.34,10576.88,0.0,0.0,37669.68,215355.6,4356.45,531210.48,17135.37,1125246.88
AGO,3879,968,1341603,29584,0.0,0.0,1346.0,607.0,127386.36,80673.12,36691.96,41986.19,0.0,0.0,201240.45,4437.6,496393.11,17454.56,1006263.35
SET,3603,663,1257314,22784,0.0,0.0,1622.0,912.0,118322.52,55254.42,44215.72,63083.04,0.0,0.0,188597.1,3417.6,465206.18,13442.56,951539.14
OUT,4094,890,1296562,23478,0.0,0.0,1131.0,685.0,134446.96,74172.6,30831.06,47381.45,0.0,0.0,194484.3,3521.7,479727.94,13852.02,978418.03
NOV,5628,1723,1378085,30926,403.0,148.0,0.0,0.0,184823.52,143594.82,0.0,0.0,26469.04,24668.64,206712.75,4638.9,509891.45,18246.34,1119045.46
DEZ,5533,1542,1404496,24314,308.0,0.0,0.0,33.0,181703.72,128510.28,0.0,2282.61,20229.44,0.0,210674.4,3647.1,519663.52,14345.26,1081056.33
TOTAIS,5692,1801,16589339,324218,,,,,,,,,,,,,,,12618557.889999999
