Descricao,Valor
kWh fornecido (EnergyMeter kWh),17047163.0
kWh da carga (Zone kWh),15130240.0
Zone losses (Zone Losses kWh),994161.0
Perdas na linha MT (Line Losses kWh),33235.0
Perdas nos trafos (Transformer Losses kWh),960938.0
Perdas em vazio ferro (No Load Losses kWh),917177.0
Perdas em carga cobre (Transformer - NoLoad) kWh,43761.0
