MES,DMFP (kW),DMP (kW),CFP (kWh),CP (kWh),UFP (kW),UP (kW),DCFP_c (kW),DCP_c (kW),"DCFP (R$32,84)","DCP  (R$83,34)","DCFP_c (R$27,26)","DCP_c  (R$69,17)","UFP  (R$65,68)","UP   (R$166,68)","CFP (R$0,15) TUSD","CP  (R$0,15) TUSD","CFP (R$0,37) TUE","CP  (R$0,59) TUE",R$TOTAL_MES
JAN,4102.0,0.0,1477771.0,-1,0.0,0.0,0.0,0.0,134709.68,0.0,0.0,0.0,0.0,0.0,221665.65,-0.15,546775.27,-0.59,903149.86
FEV,4108.0,0.0,1530163.0,-1,0.0,0.0,0.0,0.0,134906.72,0.0,0.0,0.0,0.0,0.0,229524.45,-0.15,566160.31,-0.59,930590.74
MAR,4106.0,0.0,1643156.0,-2,0.0,0.0,0.0,0.0,134841.04,0.0,0.0,0.0,0.0,0.0,246473.4,-0.3,607967.72,-1.18,989280.68
ABR,3603.0,0.0,1262164.0,-1,0.0,0.0,457.0,0.0,118322.52,0.0,12457.82,0.0,0.0,0.0,189324.6,-0.15,467000.68,-0.59,787104.88
MAI,3588.0,0.0,1317363.0,-3,0.0,0.0,472.0,0.0,117829.92,0.0,12866.72,0.0,0.0,0.0,197604.45,-0.45,487424.31,-1.77,815723.18
JUN,4107.0,0.0,1476255.0,-3,0.0,0.0,0.0,0.0,134873.88,0.0,0.0,0.0,0.0,0.0,221438.25,-0.45,546214.35,-1.77,902524.26
JUL,4101.0,0.0,1480061.0,-3,0.0,0.0,0.0,0.0,134676.84,0.0,0.0,0.0,0.0,0.0,222009.15,-0.45,547622.57,-1.77,904306.34
AGO,3588.0,0.0,1380565.0,-1,0.0,0.0,472.0,0.0,117829.92,0.0,12866.72,0.0,0.0,0.0,207084.75,-0.15,510809.05,-0.59,848589.7
SET,3587.0,0.0,1288932.0,-1,0.0,0.0,473.0,0.0,117797.08,0.0,12893.98,0.0,0.0,0.0,193339.8,-0.15,476904.84,-0.59,800934.96
OUT,4019.0,0.0,1330330.0,-1,0.0,0.0,41.0,0.0,131983.96,0.0,1117.66,0.0,0.0,0.0,199549.5,-0.15,492222.1,-0.59,824872.48
NOV,4100.0,0.0,1420080.0,-2,0.0,0.0,0.0,0.0,134644.0,0.0,0.0,0.0,0.0,0.0,213012.0,-0.3,525429.6,-1.18,873084.12
DEZ,4101.0,0.0,1440914.0,-2,0.0,0.0,0.0,0.0,134676.84,0.0,0.0,0.0,0.0,0.0,216137.1,-0.3,533138.18,-1.18,883950.64
TOTAIS,4108.0,0.0,17047754.0,-21,0.0,0.0,473.0,0.0,1547092.4000000001,0.0,52202.899999999994,0.0,0.0,0.0,2557163.1,-3.1499999999999995,6307668.979999999,-12.39,10464111.84
CTOTAL,,,17047733.0,,,,,,,,,,,,,,,,
R$TOTAL,,,,,,,,,,,,,,,,,,,10464111.84
DCFP,4060.0,,,,,,,,,,,,,,,,,,
DCP,,0.0,,,,,,,,,,,,,,,,,
