MES,DMFP (kW),DMP (kW),CFP (kWh),CP (kWh),UFP (kW),UP (kW),DCFP_c (kW),DCP_c (kW),"DCFP (R$32,84)","DCP  (R$83,34)","DCFP_c (R$27,26)","DCP_c  (R$69,17)","UFP  (R$65,68)","UP   (R$166,68)","CFP (R$0,15) TUSD","CP  (R$0,15) TUSD","CFP (R$0,37) TUE","CP  (R$0,59) TUE",R$TOTAL_MES
JAN,4682.0,1446.0,1344017.0,56894,0.0,0.0,393.0,799.0,153756.88,120509.64,10713.18,55266.83,0.0,0.0,201602.55,8534.1,497286.29,33567.46,1081236.93
FEV,5112.0,1759.0,1390856.0,66156,0.0,0.0,0.0,486.0,167878.08,146595.06,0.0,33616.62,0.0,0.0,208628.4,9923.4,514616.72,39032.04,1120290.32
MAR,5119.0,2087.0,1489347.0,80898,0.0,0.0,0.0,158.0,168107.96,173930.58,0.0,10928.86,0.0,0.0,223402.05,12134.7,551058.39,47729.82,1187292.36
ABR,3552.0,1361.0,1130728.0,60622,0.0,0.0,1523.0,884.0,116647.68,113425.74,41516.98,61146.28,0.0,0.0,169609.2,9093.3,418369.36,35766.98,965575.52
MAI,3516.0,1770.0,1178931.0,68807,0.0,0.0,1559.0,475.0,115465.44,147511.8,42498.34,32855.75,0.0,0.0,176839.65,10321.05,436204.47,40596.13,1002292.63
JUN,4454.0,1913.0,1329512.0,80830,0.0,0.0,621.0,332.0,146269.36,159429.42,16928.46,22964.44,0.0,0.0,199426.8,12124.5,491919.44,47689.7,1096752.12
JUL,4689.0,2445.0,1325708.0,76088,0.0,200.0,386.0,0.0,153986.76,203766.3,10522.36,0.0,0.0,33336.0,198856.2,11413.2,490511.96,44891.92,1147284.7
AGO,3519.0,1635.0,1239741.0,72102,0.0,0.0,1556.0,610.0,115563.96,136260.9,42416.56,42193.7,0.0,0.0,185961.15,10815.3,458704.17,42540.18,1034455.92
SET,3151.0,1340.0,1155917.0,68039,0.0,0.0,1924.0,905.0,103478.84,111675.6,52448.24,62598.85,0.0,0.0,173387.55,10205.85,427689.29,40143.01,981627.23
OUT,3967.0,1561.0,1191344.0,70177,0.0,0.0,1108.0,684.0,130276.28,130093.74,30204.08,47312.28,0.0,0.0,178701.6,10526.55,440797.28,41404.43,1009316.24
NOV,5104.0,2370.0,1280461.0,69540,0.0,125.0,0.0,0.0,167615.36,197515.8,0.0,0.0,0.0,20835.0,192069.15,10431.0,473770.57,41028.6,1103265.48
DEZ,5124.0,2193.0,1303247.0,64988,0.0,0.0,0.0,52.0,168272.16,182764.62,0.0,3596.84,0.0,0.0,195487.05,9748.2,482201.39,38342.92,1080413.18
TOTAIS,5124.0,2445.0,15359809.0,835141,0.0,200.0,1924.0,905.0,1707318.76,1823479.2000000002,247248.2,372480.45,0.0,54171.0,2303971.35,125271.15000000001,5683129.33,492733.18999999994,12809802.63
CTOTAL,,,16194950.0,,,,,,,,,,,,,,,,
R$TOTAL,,,,,,,,,,,,,,,,,,,12809802.63
DCFP,5075.0,,,,,,,,,,,,,,,,,,
DCP,,2245.0,,,,,,,,,,,,,,,,,
