Descricao,Valor
kWh fornecido (EnergyMeter kWh),18370653.0
kWh da carga (Zone kWh),16540070.0
Zone losses (Zone Losses kWh),1004868.0
Perdas na linha MT (Line Losses kWh),39023.0
Perdas nos trafos (Transformer Losses kWh),965851.0
Perdas em vazio ferro (No Load Losses kWh),915105.0
Perdas em carga cobre (Transformer - NoLoad) kWh,50746.0
