MES,DMFP (kW),DMP (kW),CFP (kWh),CP (kWh),UFP (kW),UP (kW),DCFP_c (kW),DCP_c (kW),"DCFP (R$32,84)","DCP  (R$83,34)","DCFP_c (R$27,26)","DCP_c  (R$69,17)","UFP  (R$65,68)","UP   (R$166,68)","CFP (R$0,15) TUSD","CP  (R$0,15) TUSD","CFP (R$0,37) TUE","CP  (R$0,59) TUE",R$TOTAL_MES
JAN,4043,0,1456690,-1,0.0,0.0,0.0,0.0,132772.12,0.0,0.0,0.0,0.0,0.0,218503.5,-0.15,538975.3,-0.59,890250.18
FEV,4046,0,1509051,-1,0.0,0.0,0.0,0.0,132870.64,0.0,0.0,0.0,0.0,0.0,226357.65,-0.15,558348.87,-0.59,917576.42
MAR,4047,0,1622342,-1,0.0,0.0,0.0,0.0,132903.48,0.0,0.0,0.0,0.0,0.0,243351.3,-0.15,600266.54,-0.59,976520.58
ABR,3552,0,1245342,-1,0.0,0.0,448.0,0.0,116647.68,0.0,12212.48,0.0,0.0,0.0,186801.3,-0.15,460776.54,-0.59,776437.26
MAI,3534,0,1299214,-2,0.0,0.0,466.0,0.0,116056.56,0.0,12703.16,0.0,0.0,0.0,194882.1,-0.3,480709.18,-1.18,804349.52
JUN,4038,0,1456604,-2,0.0,0.0,0.0,0.0,132607.92,0.0,0.0,0.0,0.0,0.0,218490.6,-0.3,538943.48,-1.18,890040.52
JUL,4043,0,1462373,-3,0.0,0.0,0.0,0.0,132772.12,0.0,0.0,0.0,0.0,0.0,219355.95,-0.45,541078.01,-1.77,893203.86
AGO,3535,0,1361961,-1,0.0,0.0,465.0,0.0,116089.4,0.0,12675.9,0.0,0.0,0.0,204294.15,-0.15,503925.57,-0.59,836984.28
SET,3534,0,1271667,-1,0.0,0.0,466.0,0.0,116056.56,0.0,12703.16,0.0,0.0,0.0,190750.05,-0.15,470516.79,-0.59,790025.82
OUT,3962,0,1313020,-1,0.0,0.0,38.0,0.0,130112.08,0.0,1035.88,0.0,0.0,0.0,196953.0,-0.15,485817.4,-0.59,813917.62
NOV,4039,0,1401322,-2,0.0,0.0,0.0,0.0,132640.76,0.0,0.0,0.0,0.0,0.0,210198.3,-0.3,518489.14,-1.18,861326.72
DEZ,4043,0,1421840,-1,0.0,0.0,0.0,0.0,132772.12,0.0,0.0,0.0,0.0,0.0,213276.0,-0.15,526080.8,-0.59,872128.18
TOTAIS,4047,0,16821426,-17,,,,,,,,,,,,,,,10322760.96
