Descricao,Valor
kWh fornecido (EnergyMeter kWh),16820849.0
kWh da carga (Zone kWh),14906895.0
Zone losses (Zone Losses kWh),992386.0
Perdas na linha MT (Line Losses kWh),32320.0
Perdas nos trafos (Transformer Losses kWh),960074.0
Perdas em vazio ferro (No Load Losses kWh),917513.0
Perdas em carga cobre (Transformer - NoLoad) kWh,42561.0
