Mes,Posto,N_pontos_SIM24,Consumo_P_SIM24_kWh,Consumo_Q_SIM24_kVArh,DemandaMax_P_SIM24_kW,DemandaMax_Q_SIM24_kVAr,N_pontos_META
JANEIRO,FORA_PONTA,2712,1511703.75325,175806.159525,4741.64,633.9820000000001,2712
JANEIRO,PONTA,264,-1.3865525249999988,17647.2902,0.189191,497.177,264
FEVEREIRO,FORA_PONTA,2448,1563956.70575,181211.512125,4749.57,666.658,2448
FEVEREIRO,PONTA,240,-1.301899949999999,18707.6615,0.245175,546.5409999999999,240
MARCO,FORA_PONTA,2736,1683070.267,183377.763025,4750.02,600.591,2736
MARCO,PONTA,240,-2.414069874999999,18854.398325000002,0.2442649999999999,465.792,240
ABRIL,FORA_PONTA,2640,1291163.395,121873.74865,3704.150000000001,366.189,2640
ABRIL,PONTA,240,-1.3207640499999995,13123.5818,0.2102089999999999,387.66,240
MAIO,FORA_PONTA,2724,1350540.20725,111014.7429,3694.01,410.253,2724
MAIO,PONTA,252,-2.539216149999999,13095.961975,0.25991,292.332,252
JUNHO,FORA_PONTA,2640,1514722.838975,97953.752475,4632.469999999999,295.4662,2640
JUNHO,PONTA,240,-3.0297771499999993,12505.183225,0.252818,280.235,240
JULHO,FORA_PONTA,2700,1515923.6015,88446.266275,4745.55,281.927,2700
JULHO,PONTA,276,-2.865385449999999,12277.94365,0.2314379999999999,361.404,276
AGOSTO,FORA_PONTA,2724,1417356.303,93318.459025,3694.36,271.3229,2724
AGOSTO,PONTA,252,-1.0086104749999993,12842.315625,0.2400369999999999,311.799,252
SETEMBRO,FORA_PONTA,2616,1323117.675,100884.630575,3693.25,334.544,2616
SETEMBRO,PONTA,264,-0.7527139499999999,13687.900075,0.197624,295.2578,264
OUTUBRO,FORA_PONTA,2700,1366185.1695,119953.951215,4132.28,451.292,2700
OUTUBRO,PONTA,276,-1.547042699999999,15883.829625,0.236967,392.853,276
NOVEMBRO,FORA_PONTA,2652,1452769.50275,138034.1236,4749.12,558.927,2652
NOVEMBRO,PONTA,228,-2.2063382249999988,16173.424875,0.25917,557.767,228
DEZEMBRO,FORA_PONTA,2712,1474179.72425,154476.227025,4748.46,593.406,2712
DEZEMBRO,PONTA,264,-1.6208000249999992,19037.9815,0.248087,572.637,264
