Descricao,Valor
kWh fornecido (EnergyMeter kWh),17464080.0
kWh da carga (Zone kWh),15574018.0
Zone losses (Zone Losses kWh),997322.0
Perdas na linha MT (Line Losses kWh),35058.0
Perdas nos trafos (Transformer Losses kWh),962274.0
Perdas em vazio ferro (No Load Losses kWh),916520.0
Perdas em carga cobre (Transformer - NoLoad) kWh,45754.0
