Year, LDCurve, Hour, Meter, "kWh", "kvarh", "Max kW", "Max kVA", "Zone kWh", "Zone kvarh", "Zone Max kW", "Zone Max kVA", "Overload kWh Normal", "Overload kWh Emerg", "Load EEN", "Load UE", "Zone Losses kWh", "Zone Losses kvarh", "Zone Max kW Losses", "Zone Max kvar Losses", "Load Losses kWh", "Load Losses kvarh", "No Load Losses kWh", "No Load Losses kvarh", "Max kW Load Losses", "Max kW No Load Losses", "Line Losses", "Transformer Losses", "Line Mode Line Losses", "Zero Mode Line Losses", "3-phase Line Losses", "1- and 2-phase Line Losses", "Gen kWh", "Gen kvarh", "Gen Max kW", "Gen Max kVA", "13.8 kV Losses", "Aux1", "Aux6", "Aux11", "Aux16", "Aux21", "Aux26", "13.8 kV Line Loss", "Aux2", "Aux7", "Aux12", "Aux17", "Aux22", "Aux27", "13.8 kV Load Loss", "Aux3", "Aux8", "Aux13", "Aux18", "Aux23", "Aux28", "13.8 kV No Load Loss", "Aux4", "Aux9", "Aux14", "Aux19", "Aux24", "Aux29", "13.8 kV Load Energy", "Aux5", "Aux10", "Aux15", "Aux20", "Aux25", "Aux30"
0, , 8760, "GERAL"       ,   15903582,     923334,       5505,       5521,   15060822,    1574033,       5380,       5396,          0,          0,     549521,     476890,     842757,    1925120,        125,        294,      46600,    -198653,     796157,    2123774,         39,         93,      25137,     817620,      25137,         -0,      25137,          0,          0,          0,          0,          0,     842757,          0,          0,          0,          0,          0,          0,      25137,          0,          0,          0,          0,          0,          0,      21463,          0,          0,          0,          0,          0,          0,     796157,          0,          0,          0,          0,          0,          0,   15060822,          0,          0,          0,          0,          0,          0
