MES,DMFP (kW),DMP (kW),CFP_rede (kWh),CP_rede (kWh),Inj_FP (kWh),Inj_P (kWh),DemMax_Inj_FP (kW),DemMax_Inj_P (kW),Credito_ini_FP (kWh),Credito_ini_P (kWh),Comp_FP (kWh),Comp_P (kWh),CFP_fat (kWh),CP_fat (kWh),Excedente_FP (kWh),Excedente_P (kWh),Credito_fim_FP (kWh),Credito_fim_P (kWh),UFP (kW),UP (kW),DCFP_c (kW),DCP_c (kW),"DCFP (R$32,84)","DCP  (R$83,34)","DCFP_c (R$27,26)","DCP_c  (R$69,17)","UFP  (R$65,68)","UP   (R$166,68)","CFP_rede (R$0,15) TUSD","CP_rede  (R$0,15) TUSD","Credito_FP (R$0,29) TE","Credito_P  (R$0,46) TE",CFP_fat (R$ TE Liquido),CP_fat  (R$ TE Liquido),R$TOTAL_MES
JAN,3688,2175,995918.0,108462.0,11009.0,0.0,658,0,0.0,0.0,11009.0,0.0,984909.0,108462.0,0.0,0.0,0.0,0.0,0.0,0.0,1862.0,1155.0,121113.92,181264.5,50758.12,79891.35,0.0,0.0,149387.7,16269.3,3192.61,0.0,365297.05,63992.58,1027974.52
FEV,4559,2487,1132669.0,116077.0,4198.0,0.0,534,0,0.0,0.0,4198.0,0.0,1128471.0,116077.0,0.0,0.0,0.0,0.0,0.0,0.0,991.0,843.0,149717.56,207266.58,27014.66,58310.31,0.0,0.0,169900.35,17411.55,1217.42,0.0,417870.11,68485.43,1115976.55
MAR,4931,2960,1215521.0,134384.0,5324.0,0.0,613,0,0.0,0.0,5324.0,0.0,1210197.0,134384.0,0.0,0.0,0.0,0.0,0.0,0.0,619.0,370.0,161934.04,246686.4,16873.94,25592.9,0.0,0.0,182328.15,20157.6,1543.96,0.0,448198.81,79286.56,1181058.4
ABR,3375,2336,904909.0,117159.0,15318.0,0.0,795,0,0.0,0.0,15318.0,0.0,889591.0,117159.0,0.0,0.0,0.0,0.0,0.0,0.0,2175.0,994.0,110835.0,194682.24,59290.5,68754.98,0.0,0.0,135736.35,17573.85,4442.22,0.0,330374.11,69123.81,986370.84
MAI,3533,2786,1020096.0,128670.0,10374.0,0.0,579,0,0.0,0.0,10374.0,0.0,1009722.0,128670.0,0.0,0.0,0.0,0.0,0.0,0.0,2017.0,544.0,116023.72,232185.24,54983.42,37628.48,0.0,0.0,153014.4,19300.5,3008.46,0.0,374427.06,75915.3,1063478.12
JUN,4589,2941,1214814.0,139315.0,1401.0,0.0,390,0,0.0,0.0,1401.0,0.0,1213413.0,139315.0,0.0,0.0,0.0,0.0,0.0,0.0,961.0,389.0,150702.76,245102.94,26196.86,26907.13,0.0,0.0,182222.1,20897.25,406.29,0.0,449074.89,82195.85,1183299.78
JUL,4428,3524,1159214.0,141733.0,2478.0,0.0,615,0,0.0,0.0,2478.0,0.0,1156736.0,141733.0,0.0,0.0,0.0,0.0,0.0,194.0,1122.0,0.0,145415.52,293690.16,30585.72,0.0,0.0,32335.92,173882.1,21259.95,718.62,0.0,428190.56,83622.47,1208982.4
AGO,3408,2638,1052710.0,132133.0,9872.0,0.0,640,0,0.0,0.0,9872.0,0.0,1042838.0,132133.0,0.0,0.0,0.0,0.0,0.0,0.0,2142.0,692.0,111918.72,219850.92,58390.92,47865.64,0.0,0.0,157906.5,19819.95,2862.88,0.0,386639.82,77958.47,1080350.94
SET,2953,2314,919111.0,129585.0,4675.0,0.0,581,0,0.0,0.0,4675.0,0.0,914436.0,129585.0,0.0,0.0,0.0,0.0,0.0,0.0,2597.0,1016.0,96976.52,192848.76,70794.22,70276.72,0.0,0.0,137866.65,19437.75,1355.75,0.0,338715.32,76455.15,1003371.09
OUT,3448,2458,901735.0,132108.0,7389.0,0.0,772,0,0.0,0.0,7389.0,0.0,894346.0,132108.0,0.0,0.0,0.0,0.0,0.0,0.0,2102.0,872.0,113232.32,204849.72,57300.52,60316.24,0.0,0.0,135260.25,19816.2,2142.81,0.0,331499.14,77943.72,1000218.11
NOV,4757,3055,956231.0,120007.0,9924.0,0.0,842,0,0.0,0.0,9924.0,0.0,946307.0,120007.0,0.0,0.0,0.0,0.0,0.0,0.0,793.0,275.0,156219.88,254603.7,21617.18,19021.75,0.0,0.0,143434.65,18001.05,2877.96,0.0,350927.51,70804.13,1034629.85
DEZ,4499,2765,1000736.0,120568.0,7440.0,0.0,607,0,0.0,0.0,7440.0,0.0,993296.0,120568.0,0.0,0.0,0.0,0.0,0.0,0.0,1051.0,565.0,147747.16,230435.1,28650.26,39081.05,0.0,0.0,150110.4,18085.2,2157.6,0.0,368114.72,71135.12,1053359.01
TOTAIS,4931,3524,12473664.0,1520201.0,89402.0,0.0,,,,,89402.0,0.0,12384262.0,1520201.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,12939069.61
