Descricao,Valor
kWh fornecido (EnergyMeter kWh),9371915.0
kWh da carga (Zone kWh),14838676.0
Zone losses (Zone Losses kWh),1018321.0
Perdas na linha MT (Line Losses kWh),26058.0
Perdas nos trafos (Transformer Losses kWh),992280.0
Perdas em vazio ferro (No Load Losses kWh),926477.0
Perdas em carga cobre (Transformer - NoLoad) kWh,65803.0
