MES,DMFP (kW),DMP (kW),CFP_rede (kWh),CP_rede (kWh),Inj_FP (kWh),Inj_P (kWh),DemMax_Inj_FP (kW),DemMax_Inj_P (kW),Credito_ini_FP (kWh),Credito_ini_P (kWh),Comp_FP (kWh),Comp_P (kWh),CFP_fat (kWh),CP_fat (kWh),Excedente_FP (kWh),Excedente_P (kWh),Credito_fim_FP (kWh),Credito_fim_P (kWh),UFP (kW),UP (kW),DCFP_c (kW),DCP_c (kW),"DCFP (R$32,84)","DCP  (R$83,34)","DCFP_c (R$27,26)","DCP_c  (R$69,17)","UFP  (R$65,68)","UP   (R$166,68)","CFP_rede (R$0,15) TUSD","CP_rede  (R$0,15) TUSD","Credito_FP (R$0,29) TE","Credito_P  (R$0,46) TE",CFP_fat (R$ TE Liquido),CP_fat  (R$ TE Liquido),R$TOTAL_MES
JAN,2728,1975,645120.0,89609.0,121915.0,0.0,2201,0,0.0,0.0,121915.0,0.0,523205.0,89609.0,0.0,0.0,0.0,0.0,0.0,0.0,2272.0,1025.0,89587.52,164596.5,61934.72,70899.25,0.0,0.0,96768.0,13441.35,35355.35,0.0,203339.05,52869.31,753435.7
FEV,3620,2209,801277.0,98773.0,72690.0,0.0,2241,0,0.0,0.0,72690.0,0.0,728587.0,98773.0,0.0,0.0,0.0,0.0,0.0,0.0,1380.0,791.0,118880.8,184098.06,37618.8,54713.47,0.0,0.0,120191.55,14815.95,21080.1,0.0,275392.39,58276.07,863987.09
MAR,4456,2681,875550.0,117308.0,95145.0,0.0,2366,0,0.0,0.0,95145.0,0.0,780405.0,117308.0,0.0,0.0,0.0,0.0,0.0,0.0,544.0,319.0,146335.04,223434.54,14829.44,22065.23,0.0,0.0,131332.5,17596.2,27592.05,0.0,296361.45,69211.72,921166.12
ABR,2724,2120,676194.0,106468.0,118663.0,0.0,2391,0,0.0,0.0,118663.0,0.0,557531.0,106468.0,0.0,0.0,0.0,0.0,0.0,0.0,2276.0,880.0,89456.16,176680.8,62043.76,60869.6,0.0,0.0,101429.1,15970.2,34412.27,0.0,215779.51,62816.12,785045.25
MAI,3197,2524,819902.0,116880.0,86725.0,0.0,2092,0,0.0,0.0,86725.0,0.0,733177.0,116880.0,0.0,0.0,0.0,0.0,0.0,0.0,1803.0,476.0,104989.48,210350.16,49149.78,32924.92,0.0,0.0,122985.3,17532.0,25150.25,0.0,278213.49,68959.2,885104.33
JUN,3910,2664,971409.0,126412.0,22511.0,0.0,1910,0,0.0,0.0,22511.0,0.0,948898.0,126412.0,0.0,0.0,0.0,0.0,0.0,0.0,1090.0,336.0,128404.4,222017.76,29713.4,23241.12,0.0,0.0,145711.35,18961.8,6528.19,0.0,352893.14,74583.08,995526.05
JUL,3737,3189,920528.0,128736.0,62186.0,0.0,2140,0,0.0,0.0,62186.0,0.0,858342.0,128736.0,0.0,0.0,0.0,0.0,0.0,189.0,1263.0,0.0,122723.08,265771.26,34429.38,0.0,0.0,31502.52,138079.2,19310.4,18033.94,0.0,322561.42,75954.24,1010331.5
AGO,3068,2391,823177.0,119997.0,91611.0,0.0,2218,0,0.0,0.0,91611.0,0.0,731566.0,119997.0,0.0,0.0,0.0,0.0,0.0,0.0,1932.0,609.0,100753.12,199265.94,52666.32,42124.53,0.0,0.0,123476.55,17999.55,26567.19,0.0,278008.3,70798.23,885092.54
SET,2639,2099,692941.0,117018.0,109953.0,0.0,2246,0,0.0,0.0,109953.0,0.0,582988.0,117018.0,0.0,0.0,0.0,0.0,0.0,0.0,2361.0,901.0,86664.76,174930.66,64360.86,62322.17,0.0,0.0,103941.15,17552.7,31886.37,0.0,224501.8,69040.62,803314.72
OUT,2687,2229,633812.0,117122.0,119417.0,0.0,2480,0,0.0,0.0,119417.0,0.0,514395.0,117122.0,0.0,0.0,0.0,0.0,0.0,0.0,2313.0,771.0,88241.08,185764.86,63052.38,53330.07,0.0,0.0,95071.8,17568.3,34630.93,0.0,199879.51,69101.98,772009.98
NOV,3591,2767,631308.0,104864.0,125005.0,0.0,2592,0,0.0,0.0,125005.0,0.0,506303.0,104864.0,0.0,0.0,0.0,0.0,0.0,0.0,1409.0,233.0,117928.44,230601.78,38409.34,16116.61,0.0,0.0,94696.2,15729.6,36251.45,0.0,197332.51,61869.76,772684.24
DEZ,3426,2506,693430.0,103557.0,115556.0,0.0,2391,0,0.0,0.0,115556.0,0.0,577874.0,103557.0,0.0,0.0,0.0,0.0,0.0,0.0,1574.0,494.0,112509.84,208850.04,42907.24,34169.98,0.0,0.0,104014.5,15533.55,33511.24,0.0,223057.86,61098.63,802141.64
TOTAIS,4456,3189,9184648.0,1346744.0,1141377.0,0.0,,,,,1141377.0,0.0,8043271.0,1346744.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,10249839.16
