MES,DMFP (kW),DMP (kW),CFP (kWh),CP (kWh),UFP (kW),UP (kW),DCFP_c (kW),DCP_c (kW),"DCFP (R$32,84)","DCP  (R$83,34)","DCFP_c (R$27,26)","DCP_c  (R$69,17)","UFP  (R$65,68)","UP   (R$166,68)","CFP (R$0,15) TUSD","CP  (R$0,15) TUSD","CFP (R$0,37) TUE","CP  (R$0,59) TUE",R$TOTAL_MES
JAN,5588,0,1603964,-2,0.0,0.0,0.0,0.0,183509.92,0.0,0.0,0.0,0.0,0.0,240594.6,-0.3,593466.68,-1.18,1017569.72
FEV,5935,0,1657581,-3,385.0,0.0,0.0,0.0,194905.4,0.0,0.0,0.0,25286.8,0.0,248637.15,-0.45,613304.97,-1.77,1082132.1
MAR,6083,0,1786475,-3,533.0,0.0,0.0,0.0,199765.72,0.0,0.0,0.0,35007.44,0.0,267971.25,-0.45,660995.75,-1.77,1163737.94
ABR,5587,0,1363956,-2,0.0,0.0,0.0,0.0,183477.08,0.0,0.0,0.0,0.0,0.0,204593.4,-0.3,504663.72,-1.18,892732.72
MAI,5605,0,1430461,-3,0.0,0.0,0.0,0.0,184068.2,0.0,0.0,0.0,0.0,0.0,214569.15,-0.45,529270.57,-1.77,927905.7
JUN,5603,0,1610304,-3,0.0,0.0,0.0,0.0,184002.52,0.0,0.0,0.0,0.0,0.0,241545.6,-0.45,595812.48,-1.77,1021358.38
JUL,5603,0,1600600,-3,0.0,0.0,0.0,0.0,184002.52,0.0,0.0,0.0,0.0,0.0,240090.0,-0.45,592222.0,-1.77,1016312.3
AGO,5605,0,1499530,-1,0.0,0.0,0.0,0.0,184068.2,0.0,0.0,0.0,0.0,0.0,224929.5,-0.15,554826.1,-0.59,963823.06
SET,5602,0,1405179,-1,0.0,0.0,0.0,0.0,183969.68,0.0,0.0,0.0,0.0,0.0,210776.85,-0.15,519916.23,-0.59,914662.02
OUT,5603,0,1444661,-2,0.0,0.0,0.0,0.0,184002.52,0.0,0.0,0.0,0.0,0.0,216699.15,-0.3,534524.57,-1.18,935224.76
NOV,6016,0,1539744,-3,466.0,0.0,0.0,0.0,197565.44,0.0,0.0,0.0,30606.88,0.0,230961.6,-0.45,569705.28,-1.77,1028836.98
DEZ,5915,0,1561182,-3,365.0,0.0,0.0,0.0,194248.6,0.0,0.0,0.0,23973.2,0.0,234177.3,-0.45,577637.34,-1.77,1030034.22
TOTAIS,6083,0,18503637,-29,,,,,,,,,,,,,,,11994329.900000002
