Descricao,Valor
kWh fornecido (EnergyMeter kWh),18502618.0
kWh da carga (Zone kWh),16541500.0
Zone losses (Zone Losses kWh),1042071.0
Perdas na linha MT (Line Losses kWh),46815.0
Perdas nos trafos (Transformer Losses kWh),995248.0
Perdas em vazio ferro (No Load Losses kWh),939158.0
Perdas em carga cobre (Transformer - NoLoad) kWh,56090.0
