Descricao,Valor
kWh fornecido (EnergyMeter kWh),15971184.0
kWh da carga (Zone kWh),14862823.0
Zone losses (Zone Losses kWh),886740.0
Perdas na linha MT (Line Losses kWh),28737.0
Perdas nos trafos (Transformer Losses kWh),858019.0
Perdas em vazio ferro (No Load Losses kWh),820483.0
Perdas em carga cobre (Transformer - NoLoad) kWh,37536.0
