Segmento,Year,LDCurve,Hour,Meter,kWh,kvarh,Max kW,Max kVA,Zone kWh,Zone kvarh,Zone Max kW,Zone Max kVA,Overload kWh Normal,Overload kWh Emerg,Load EEN,Load UE,Zone Losses kWh,Zone Losses kvarh,Zone Max kW Losses,Zone Max kvar Losses,Load Losses kWh,Load Losses kvarh,No Load Losses kWh,No Load Losses kvarh,Max kW Load Losses,Max kW No Load Losses,Line Losses,Transformer Losses,Line Mode Line Losses,Zero Mode Line Losses,3-phase Line Losses,1- and 2-phase Line Losses,Gen kWh,Gen kvarh,Gen Max kW,Gen Max kVA,13.8 kV Losses,Aux1,Aux6,Aux11,Aux16,Aux21,Aux26,13.8 kV Line Loss,Aux2,Aux7,Aux12,Aux17,Aux22,Aux27,13.8 kV Load Loss,Aux3,Aux8,Aux13,Aux18,Aux23,Aux28,13.8 kV No Load Loss,Aux4,Aux9,Aux14,Aux19,Aux24,Aux29,13.8 kV Load Energy,Aux5,Aux10,Aux15,Aux20,Aux25,Aux30
S00000_FORA_PONTA,0, ,41.0," ""GERAL""       ",39422.0,7145.0,2070.0,2095.0,55388.0,8609.0,2935.0,2966.0,0.0,0.0,2692.0,2334.0,4345.0,10903.0,117.0,313.0,280.0,-542.0,4065.0,11445.0,21.0,99.0,47.0,4298.0,47.0,0.0,47.0,0.0,0.0,0.0,0.0,0.0,4345.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,233.0,0.0,0.0,0.0,0.0,0.0,0.0,4065.0,0.0,0.0,0.0,0.0,0.0,0.0,55388.0,0.0,0.0,0.0,0.0,0.0,0.0
S00001_PONTA,0, ,44.0," ""GERAL""       ",3975.0,349.0,1458.0,1461.0,3998.0,501.0,1370.0,1382.0,0.0,0.0,193.0,168.0,301.0,735.0,101.0,250.0,9.0,-85.0,291.0,820.0,4.0,97.0,4.0,296.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,301.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,291.0,0.0,0.0,0.0,0.0,0.0,0.0,3998.0,0.0,0.0,0.0,0.0,0.0,0.0
S00002_FORA_PONTA,0, ,65.0," ""GERAL""       ",25050.0,4042.0,1812.0,1833.0,33630.0,4705.0,2553.0,2571.0,0.0,0.0,1354.0,1174.0,2200.0,5541.0,115.0,306.0,162.0,-198.0,2038.0,5738.0,18.0,98.0,29.0,2171.0,29.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,2200.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,133.0,0.0,0.0,0.0,0.0,0.0,0.0,2038.0,0.0,0.0,0.0,0.0,0.0,0.0,33630.0,0.0,0.0,0.0,0.0,0.0,0.0
S00003_PONTA,0, ,68.0," ""GERAL""       ",3535.0,305.0,1332.0,1335.0,3612.0,460.0,1264.0,1276.0,0.0,0.0,194.0,168.0,300.0,733.0,101.0,252.0,8.0,-88.0,292.0,821.0,4.0,98.0,3.0,297.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,300.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,292.0,0.0,0.0,0.0,0.0,0.0,0.0,3612.0,0.0,0.0,0.0,0.0,0.0,0.0
S00004_FORA_PONTA,0, ,137.0," ""GERAL""       ",61699.0,10363.0,2190.0,2208.0,86893.0,12886.0,3054.0,3070.0,0.0,0.0,4454.0,3862.0,7159.0,17937.0,116.0,311.0,434.0,-998.0,6726.0,18935.0,20.0,99.0,72.0,7087.0,72.0,0.0,72.0,0.0,0.0,0.0,0.0,0.0,7159.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,362.0,0.0,0.0,0.0,0.0,0.0,0.0,6726.0,0.0,0.0,0.0,0.0,0.0,0.0,86893.0,0.0,0.0,0.0,0.0,0.0,0.0
S00005_PONTA,0, ,140.0," ""GERAL""       ",4028.0,311.0,1439.0,1441.0,4118.0,461.0,1529.0,1539.0,0.0,0.0,193.0,168.0,301.0,736.0,102.0,254.0,10.0,-83.0,291.0,820.0,5.0,97.0,4.0,297.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,301.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,291.0,0.0,0.0,0.0,0.0,0.0,0.0,4118.0,0.0,0.0,0.0,0.0,0.0,0.0
S00006_FORA_PONTA,0, ,161.0," ""GERAL""       ",30116.0,4209.0,2287.0,2308.0,38673.0,4806.0,3106.0,3125.0,0.0,0.0,1353.0,1174.0,2213.0,5591.0,116.0,311.0,181.0,-131.0,2032.0,5722.0,20.0,97.0,36.0,2177.0,36.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,2213.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,145.0,0.0,0.0,0.0,0.0,0.0,0.0,2032.0,0.0,0.0,0.0,0.0,0.0,0.0,38673.0,0.0,0.0,0.0,0.0,0.0,0.0
S00007_PONTA,0, ,164.0," ""GERAL""       ",4170.0,325.0,1454.0,1457.0,4192.0,476.0,1601.0,1611.0,0.0,0.0,193.0,168.0,301.0,735.0,102.0,251.0,10.0,-84.0,291.0,819.0,4.0,97.0,4.0,296.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,301.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,291.0,0.0,0.0,0.0,0.0,0.0,0.0,4192.0,0.0,0.0,0.0,0.0,0.0,0.0
S00008_FORA_PONTA,0, ,185.0," ""GERAL""       ",31073.0,3951.0,2152.0,2171.0,38292.0,4631.0,2900.0,2914.0,0.0,0.0,1353.0,1174.0,2193.0,5506.0,116.0,310.0,161.0,-214.0,2032.0,5720.0,20.0,97.0,37.0,2156.0,37.0,0.0,37.0,0.0,0.0,0.0,0.0,0.0,2193.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,124.0,0.0,0.0,0.0,0.0,0.0,0.0,2032.0,0.0,0.0,0.0,0.0,0.0,0.0,38292.0,0.0,0.0,0.0,0.0,0.0,0.0
S00009_PONTA,0, ,188.0," ""GERAL""       ",4206.0,446.0,1498.0,1503.0,4289.0,594.0,1624.0,1640.0,0.0,0.0,193.0,168.0,301.0,737.0,102.0,254.0,10.0,-81.0,291.0,818.0,5.0,97.0,4.0,297.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,301.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,291.0,0.0,0.0,0.0,0.0,0.0,0.0,4289.0,0.0,0.0,0.0,0.0,0.0,0.0
