MES,DMFP (kW),DMP (kW),CFP (kWh),CP (kWh),UFP (kW),UP (kW),DCFP_c (kW),DCP_c (kW),"DCFP (R$32,84)","DCP  (R$83,34)","DCFP_c (R$27,26)","DCP_c  (R$69,17)","UFP  (R$65,68)","UP   (R$166,68)","CFP (R$0,15) TUSD","CP  (R$0,15) TUSD","CFP (R$0,37) TUE","CP  (R$0,59) TUE",R$TOTAL_MES
JAN,4667.0,0.0,1464896.0,-2,0.0,0.0,0.0,730.0,153264.28,0.0,0.0,50494.1,0.0,0.0,219734.4,-0.3,542011.52,-1.18,965502.82
FEV,4679.0,283.0,1518608.0,359,0.0,0.0,0.0,447.0,153658.36,23585.22,0.0,30918.99,0.0,0.0,227791.2,53.85,561884.96,211.81,998104.39
MAR,4680.0,615.0,1631458.0,2536,0.0,0.0,0.0,115.0,153691.2,51254.1,0.0,7954.55,0.0,0.0,244718.7,380.4,603639.46,1496.24,1063134.65
ABR,3641.0,0.0,1250215.0,-1,0.0,0.0,994.0,730.0,119570.44,0.0,27096.44,50494.1,0.0,0.0,187532.25,-0.15,462579.55,-0.59,847272.04
MAI,3638.0,295.0,1306840.0,508,0.0,0.0,997.0,435.0,119471.92,24585.3,27178.22,30088.95,0.0,0.0,196026.0,76.2,483530.8,299.72,881257.11
JUN,4543.0,439.0,1465015.0,3696,0.0,0.0,92.0,291.0,149192.12,36586.26,2507.92,20128.47,0.0,0.0,219752.25,554.4,542055.55,2180.64,972957.61
JUL,4661.0,979.0,1464878.0,4442,0.0,249.0,0.0,0.0,153067.24,81589.86,0.0,0.0,0.0,41503.32,219731.7,666.3,542004.86,2620.78,1041184.06
AGO,3641.0,158.0,1370445.0,391,0.0,0.0,994.0,572.0,119570.44,13167.72,27096.44,39565.24,0.0,0.0,205566.75,58.65,507064.65,230.69,912320.58
SET,3640.0,0.0,1280724.0,0,0.0,0.0,995.0,730.0,119537.6,0.0,27123.7,50494.1,0.0,0.0,192108.6,0.0,473867.88,0.0,863131.88
OUT,4050.0,82.0,1322182.0,24,0.0,0.0,585.0,648.0,133002.0,6833.88,15947.1,44822.16,0.0,0.0,198327.3,3.6,489207.34,14.16,888157.54
NOV,4680.0,902.0,1405574.0,2856,0.0,172.0,0.0,0.0,153691.2,75172.68,0.0,0.0,0.0,28668.96,210836.1,428.4,520062.38,1685.04,990544.76
DEZ,4674.0,724.0,1426973.0,2142,0.0,0.0,0.0,6.0,153494.16,60338.16,0.0,415.02,0.0,0.0,214045.95,321.3,527980.01,1263.78,957858.38
TOTAIS,4680.0,979.0,16907808.0,16951,0.0,249.0,997.0,730.0,1681210.96,373113.18000000005,126949.82,325375.68000000005,0.0,70172.28,2536171.2,2542.65,6255888.96,10001.090000000002,11381425.82
CTOTAL,,,16924759.0,,,,,,,,,,,,,,,,
R$TOTAL,,,,,,,,,,,,,,,,,,,11381425.82
DCFP,4635.0,,,,,,,,,,,,,,,,,,
DCP,,730.0,,,,,,,,,,,,,,,,,
KW_TARGET_FP,4635.0,,,,,,,,,,,,,,,,,,
KW_TARGET_LOW_FP,3605.0,,,,,,,,,,,,,,,,,,
