Descricao,Valor
kWh fornecido (EnergyMeter kWh),16924184.0
kWh da carga (Zone kWh),15344423.0
Zone losses (Zone Losses kWh),954645.0
Perdas na linha MT (Line Losses kWh),29698.0
Perdas nos trafos (Transformer Losses kWh),924952.0
Perdas em vazio ferro (No Load Losses kWh),868265.0
Perdas em carga cobre (Transformer - NoLoad) kWh,56687.0
