Hora_decimal,P fase A,P fase B,P fase C,Q fase A,Q fase B,Q fase C
1416.0,3.75,2.39,5.2,0.402,0.0822,1.59
1416.25,3.87,2.39,5.2,0.539,0.0716,1.55
1416.5,3.87,2.42,5.18,0.526,0.0889,1.5
1416.75,3.8,2.45,5.2,0.44,0.135,1.51
1417.0,3.78,2.38,5.17,0.415,0.0696,1.54
1417.25,3.85,2.38,5.15,0.543,0.0856,1.57
1417.5,3.78,2.39,5.15,0.492,0.108,1.62
1417.75,3.72,2.45,5.2,0.399,0.175,1.63
1418.0,3.94,2.4,5.28,0.635,0.113,1.69
1418.25,3.88,2.39,5.24,0.593,0.108,1.73
1418.5,3.92,2.4,5.26,0.514,0.115,1.68
1418.75,3.97,2.48,5.3,0.444,0.203,1.71
1419.0,3.92,2.41,5.28,0.61,0.127,1.71
1419.25,4.78,2.4,5.34,0.639,0.12,1.71
1419.5,4.01,2.39,5.28,0.728,0.118,1.7
1419.75,3.88,2.46,5.13,0.615,0.211,1.73
1420.0,3.77,2.38,5.12,0.463,0.134,1.73
1420.25,3.8,2.38,5.14,0.447,0.0986,1.61
1420.5,3.92,2.38,5.17,0.609,0.113,1.68
1420.75,3.89,2.45,5.16,0.576,0.18,1.62
1421.0,3.81,2.38,5.17,0.464,0.103,1.66
1421.25,3.84,2.36,5.11,0.529,0.0921,1.65
1421.5,3.86,2.35,5.03,0.579,0.0931,1.63
1421.75,3.72,2.42,5.01,0.408,0.182,1.64
1422.0,3.75,2.36,5.0,0.473,0.121,1.64
1422.25,3.86,2.35,5.0,0.723,0.103,1.66
1422.5,3.69,2.17,4.93,0.509,0.133,1.7
1422.75,3.53,2.15,4.91,0.506,0.238,1.7
1423.0,3.57,2.08,4.98,0.642,0.163,1.69
1423.25,3.58,2.07,5.0,0.647,0.145,1.68
1423.5,3.49,2.09,5.03,0.523,0.15,1.68
1423.75,3.58,2.15,5.53,0.642,0.219,1.66
1424.0,3.6,2.11,5.72,0.658,0.168,1.7
1424.25,3.57,2.1,5.72,0.618,0.148,1.64
1424.5,3.09,2.1,5.74,0.487,0.153,1.61
1424.75,3.09,2.18,5.83,0.598,0.215,1.6
1425.0,5.82,2.18,5.89,0.776,0.201,1.59
1425.25,5.56,2.14,5.96,0.761,0.142,1.58
1425.5,4.77,2.14,5.98,0.508,0.144,1.57
1425.75,4.71,2.15,6.02,0.59,0.142,1.56
1426.0,3.92,2.22,6.1,0.693,0.216,1.55
1426.25,2.91,2.2,6.11,0.727,0.193,1.55
1426.5,2.78,2.18,6.2,0.64,0.16,1.56
1426.75,1.9,2.18,6.28,0.645,0.162,1.59
1427.0,1.56,2.27,6.33,0.712,0.233,1.59
1427.25,1.53,2.24,6.35,0.704,0.206,1.53
1427.5,1.45,2.21,6.39,0.634,0.163,1.52
1427.75,1.41,2.23,6.43,0.647,0.162,1.54
1428.0,2.47,3.24,8.13,1.48,0.916,2.18
1428.25,1.83,2.77,7.65,0.985,0.469,1.67
1428.5,1.76,2.69,7.67,0.959,0.357,1.62
1428.75,2.05,3.12,8.1,1.09,0.635,1.88
