Segmento,Year,LDCurve,Hour,Meter,kWh,kvarh,Max kW,Max kVA,Zone kWh,Zone kvarh,Zone Max kW,Zone Max kVA,Overload kWh Normal,Overload kWh Emerg,Load EEN,Load UE,Zone Losses kWh,Zone Losses kvarh,Zone Max kW Losses,Zone Max kvar Losses,Load Losses kWh,Load Losses kvarh,No Load Losses kWh,No Load Losses kvarh,Max kW Load Losses,Max kW No Load Losses,Line Losses,Transformer Losses,Line Mode Line Losses,Zero Mode Line Losses,3-phase Line Losses,1- and 2-phase Line Losses,Gen kWh,Gen kvarh,Gen Max kW,Gen Max kVA,13.8 kV Losses,Aux1,Aux6,Aux11,Aux16,Aux21,Aux26,13.8 kV Line Loss,Aux2,Aux7,Aux12,Aux17,Aux22,Aux27,13.8 kV Load Loss,Aux3,Aux8,Aux13,Aux18,Aux23,Aux28,13.8 kV No Load Loss,Aux4,Aux9,Aux14,Aux19,Aux24,Aux29,13.8 kV Load Energy,Aux5,Aux10,Aux15,Aux20,Aux25,Aux30
S00000_FORA_PONTA,0, ,41.0," ""GERAL""       ",65801.0,6728.0,3249.0,3277.0,59163.0,9215.0,3133.0,3166.0,0.0,0.0,2867.0,2488.0,4136.0,9804.0,108.0,258.0,218.0,-944.0,3918.0,10748.0,16.0,95.0,99.0,4037.0,99.0,0.0,99.0,0.0,0.0,0.0,0.0,0.0,4136.0,0.0,0.0,0.0,0.0,0.0,0.0,99.0,0.0,0.0,0.0,0.0,0.0,0.0,119.0,0.0,0.0,0.0,0.0,0.0,0.0,3918.0,0.0,0.0,0.0,0.0,0.0,0.0,59163.0,0.0,0.0,0.0,0.0,0.0,0.0
S00001_PONTA,0, ,44.0," ""GERAL""       ",2594.0,434.0,904.0,919.0,4301.0,553.0,1473.0,1487.0,0.0,0.0,207.0,179.0,312.0,772.0,104.0,258.0,28.0,-8.0,284.0,779.0,10.0,95.0,4.0,308.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,312.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,284.0,0.0,0.0,0.0,0.0,0.0,0.0,4301.0,0.0,0.0,0.0,0.0,0.0,0.0
S00002_FORA_PONTA,0, ,65.0," ""GERAL""       ",40714.0,3907.0,2837.0,2851.0,35940.0,5047.0,2725.0,2745.0,0.0,0.0,1441.0,1251.0,2109.0,5017.0,106.0,259.0,148.0,-364.0,1962.0,5381.0,13.0,94.0,66.0,2044.0,66.0,0.0,66.0,0.0,0.0,0.0,0.0,0.0,2109.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,82.0,0.0,0.0,0.0,0.0,0.0,0.0,1962.0,0.0,0.0,0.0,0.0,0.0,0.0,35940.0,0.0,0.0,0.0,0.0,0.0,0.0
S00003_PONTA,0, ,68.0," ""GERAL""       ",2181.0,386.0,791.0,806.0,3889.0,509.0,1360.0,1374.0,0.0,0.0,207.0,179.0,311.0,769.0,104.0,257.0,27.0,-12.0,284.0,781.0,9.0,95.0,3.0,308.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,311.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,284.0,0.0,0.0,0.0,0.0,0.0,0.0,3889.0,0.0,0.0,0.0,0.0,0.0,0.0
S00004_FORA_PONTA,0, ,137.0," ""GERAL""       ",102635.0,9499.0,3375.0,3389.0,92796.0,13784.0,3260.0,3277.0,0.0,0.0,4745.0,4116.0,6781.0,16058.0,108.0,260.0,296.0,-1734.0,6486.0,17792.0,16.0,95.0,135.0,6646.0,135.0,0.0,135.0,0.0,0.0,0.0,0.0,0.0,6781.0,0.0,0.0,0.0,0.0,0.0,0.0,135.0,0.0,0.0,0.0,0.0,0.0,0.0,160.0,0.0,0.0,0.0,0.0,0.0,0.0,6486.0,0.0,0.0,0.0,0.0,0.0,0.0,92796.0,0.0,0.0,0.0,0.0,0.0,0.0
S00005_PONTA,0, ,140.0," ""GERAL""       ",2721.0,392.0,1074.0,1085.0,4428.0,510.0,1643.0,1654.0,0.0,0.0,207.0,179.0,312.0,772.0,104.0,258.0,28.0,-7.0,284.0,779.0,10.0,95.0,4.0,308.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,312.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,284.0,0.0,0.0,0.0,0.0,0.0,0.0,4428.0,0.0,0.0,0.0,0.0,0.0,0.0
S00006_FORA_PONTA,0, ,161.0," ""GERAL""       ",46120.0,4097.0,3431.0,3447.0,41322.0,5154.0,3315.0,3335.0,0.0,0.0,1440.0,1250.0,2133.0,5081.0,107.0,259.0,178.0,-282.0,1955.0,5364.0,16.0,94.0,83.0,2050.0,83.0,0.0,83.0,0.0,0.0,0.0,0.0,0.0,2133.0,0.0,0.0,0.0,0.0,0.0,0.0,83.0,0.0,0.0,0.0,0.0,0.0,0.0,94.0,0.0,0.0,0.0,0.0,0.0,0.0,1955.0,0.0,0.0,0.0,0.0,0.0,0.0,41322.0,0.0,0.0,0.0,0.0,0.0,0.0
S00007_PONTA,0, ,164.0," ""GERAL""       ",2801.0,409.0,1151.0,1162.0,4508.0,526.0,1720.0,1731.0,0.0,0.0,207.0,179.0,312.0,772.0,105.0,259.0,28.0,-6.0,284.0,779.0,10.0,95.0,4.0,308.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,312.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,284.0,0.0,0.0,0.0,0.0,0.0,0.0,4508.0,0.0,0.0,0.0,0.0,0.0,0.0
S00008_FORA_PONTA,0, ,185.0," ""GERAL""       ",45708.0,3896.0,3210.0,3221.0,40915.0,4968.0,3095.0,3110.0,0.0,0.0,1440.0,1250.0,2128.0,5070.0,106.0,259.0,172.0,-296.0,1956.0,5366.0,14.0,94.0,80.0,2048.0,80.0,0.0,80.0,0.0,0.0,0.0,0.0,0.0,2128.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,92.0,0.0,0.0,0.0,0.0,0.0,0.0,1956.0,0.0,0.0,0.0,0.0,0.0,0.0,40915.0,0.0,0.0,0.0,0.0,0.0,0.0
S00009_PONTA,0, ,188.0," ""GERAL""       ",2904.0,537.0,1176.0,1196.0,4611.0,652.0,1745.0,1762.0,0.0,0.0,207.0,179.0,313.0,773.0,105.0,259.0,29.0,-4.0,283.0,778.0,10.0,95.0,5.0,308.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,313.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,283.0,0.0,0.0,0.0,0.0,0.0,0.0,4611.0,0.0,0.0,0.0,0.0,0.0,0.0
