MES,DMFP (kW),DMP (kW),CFP (kWh),CP (kWh),UFP (kW),UP (kW),DCFP_c (kW),DCP_c (kW),"DCFP (R$32,84)","DCP  (R$83,34)","DCFP_c (R$27,26)","DCP_c  (R$69,17)","UFP  (R$65,68)","UP   (R$166,68)","CFP (R$0,15) TUSD","CP  (R$0,15) TUSD","CFP (R$0,37) TUE","CP  (R$0,59) TUE",R$TOTAL_MES
JAN,5112.0,1768.0,1444732.0,74510,0.0,0.0,438.0,889.0,167878.08,147345.12,11939.88,61492.13,0.0,0.0,216709.8,11176.5,534550.84,43960.9,1195053.25
FEV,5590.0,2110.0,1498930.0,83529,0.0,0.0,0.0,547.0,183575.6,175847.4,0.0,37835.99,0.0,0.0,224839.5,12529.35,554604.1,49282.11,1238514.05
MAR,5598.0,2469.0,1605745.0,99659,0.0,0.0,0.0,188.0,183838.32,205766.46,0.0,13003.96,0.0,0.0,240861.75,14948.85,594125.65,58798.81,1311343.8
ABR,3875.0,1674.0,1213668.0,77473,0.0,0.0,1675.0,983.0,127255.0,139511.16,45660.5,67994.11,0.0,0.0,182050.2,11620.95,449057.16,45709.07,1068858.15
MAI,3835.0,2123.0,1265222.0,86989,0.0,0.0,1715.0,534.0,125941.4,176930.82,46750.9,36936.78,0.0,0.0,189783.3,13048.35,468132.14,51323.51,1108847.2
JUN,4862.0,2279.0,1431335.0,99594,0.0,0.0,688.0,378.0,159668.08,189931.86,18754.88,26146.26,0.0,0.0,214700.25,14939.1,529593.95,58760.46,1212494.84
JUL,5119.0,2861.0,1424495.0,96075,0.0,204.0,431.0,0.0,168107.96,238435.74,11749.06,0.0,0.0,34002.72,213674.25,14411.25,527063.15,56684.25,1264128.38
AGO,3838.0,1975.0,1331803.0,90530,0.0,0.0,1712.0,682.0,126039.92,164596.5,46669.12,47173.94,0.0,0.0,199770.45,13579.5,492767.11,53412.7,1144009.24
SET,3435.0,1652.0,1239886.0,86705,0.0,0.0,2115.0,1005.0,112805.4,137677.68,57654.9,69515.85,0.0,0.0,185982.9,13005.75,458757.82,51155.95,1086556.25
OUT,4329.0,1893.0,1277477.0,89602,0.0,0.0,1221.0,764.0,142164.36,157762.62,33284.46,52845.88,0.0,0.0,191621.55,13440.3,472666.49,52865.18,1116650.84
NOV,5582.0,2779.0,1378050.0,86674,0.0,0.0,0.0,0.0,183312.88,231601.86,0.0,0.0,0.0,0.0,206707.5,13001.1,509878.5,51137.66,1195639.5
DEZ,5595.0,2586.0,1400787.0,83367,0.0,0.0,0.0,71.0,183739.8,215517.24,0.0,4911.07,0.0,0.0,210118.05,12505.05,518291.19,49186.53,1194268.93
TOTAIS,5598.0,2861.0,16512130.0,1054707,0.0,204.0,2115.0,1005.0,1864326.7999999996,2180924.46,272463.7,417855.97000000003,0.0,34002.72,2476819.5,158206.05,6109488.100000001,622277.13,14136364.43
CTOTAL,,,17566837.0,,,,,,,,,,,,,,,,
R$TOTAL,,,,,,,,,,,,,,,,,,,14136364.43
DCFP,5550.0,,,,,,,,,,,,,,,,,,
DCP,,2657.0,,,,,,,,,,,,,,,,,
