Descricao,Valor
kWh fornecido (EnergyMeter kWh),17566842.0
kWh da carga (Zone kWh),16491095.0
Zone losses (Zone Losses kWh),887435.0
Perdas na linha MT (Line Losses kWh),31583.0
Perdas nos trafos (Transformer Losses kWh),855859.0
Perdas em vazio ferro (No Load Losses kWh),818427.0
Perdas em carga cobre (Transformer - NoLoad) kWh,37432.0
