Descricao,Valor
kWh fornecido (EnergyMeter kWh),17811245.0
kWh da carga (Zone kWh),16511844.0
Zone losses (Zone Losses kWh),923950.0
Perdas na linha MT (Line Losses kWh),32128.0
Perdas nos trafos (Transformer Losses kWh),891809.0
Perdas em vazio ferro (No Load Losses kWh),842596.0
Perdas em carga cobre (Transformer - NoLoad) kWh,49213.0
