Mes,Posto,N_pontos_SIM29,Consumo_P_SIM29_kWh,Consumo_Q_SIM29_kVArh,DemandaMax_P_SIM29_kW,DemandaMax_Q_SIM29_kVAr,N_pontos_META
JANEIRO,FORA_PONTA,2712,1497119.36125,173314.934375,4160.900000000001,628.518,2712
JANEIRO,PONTA,264,-1.0628434999999985,17343.4673,0.20153,488.734,264
FEVEREIRO,FORA_PONTA,2448,1549320.5205,179769.6746,4162.400000000001,673.726,2448
FEVEREIRO,PONTA,240,-1.2329051749999986,18381.981200000002,0.245534,537.2570000000001,240
MARCO,FORA_PONTA,2736,1663010.0315,181859.21262500001,4161.08,608.465,2736
MARCO,PONTA,240,-1.779088899999999,18513.901325,0.2437569999999999,457.144,240
ABRIL,FORA_PONTA,2640,1279078.5195,120057.64965,3653.74,360.337,2640
ABRIL,PONTA,240,-1.0837991249999994,12884.073925,0.1930769999999999,380.951,240
MAIO,FORA_PONTA,2724,1334498.5320000001,109155.757125,3640.48,403.741,2724
MAIO,PONTA,252,-2.735869774999999,12849.6832,0.242951,287.2494,252
JUNHO,FORA_PONTA,2640,1495850.27815,96252.8596775,4159.01,290.8306,2640
JUNHO,PONTA,240,-2.776025424999999,12255.1113,0.262777,274.8323,240
JULHO,FORA_PONTA,2700,1498985.698,87334.580775,4160.57,278.9168,2700
JULHO,PONTA,276,-2.9769112999999994,12034.819625,0.2871009999999999,353.95300000000003,276
AGOSTO,FORA_PONTA,2724,1398703.8855,91620.1105,3640.84,266.7611,2724
AGOSTO,PONTA,252,-0.6706415499999999,12596.097225,0.225461,306.12,252
SETEMBRO,FORA_PONTA,2616,1306162.26575,99153.514575,3639.73,329.081,2616
SETEMBRO,PONTA,264,-0.8019761999999995,13433.83345,0.210306,289.8561,264
OUTUBRO,FORA_PONTA,2700,1348259.087675,117895.4622525,4075.67,444.035,2700
OUTUBRO,PONTA,276,-1.4100740999999992,15595.8789,0.220244,386.157,276
NOVEMBRO,FORA_PONTA,2652,1437047.55225,136592.60765,4160.75,566.288,2652
NOVEMBRO,PONTA,228,-1.933502399999999,15881.34055,0.2674609999999999,547.3960000000001,228
DEZEMBRO,FORA_PONTA,2712,1458669.726,152837.989875,4160.93,600.73,2712
DEZEMBRO,PONTA,264,-1.5337884749999988,18706.519325,0.230814,562.355,264
