Descricao,Valor
kWh fornecido (EnergyMeter kWh),17266110.0
kWh da carga (Zone kWh),15353537.0
Zone losses (Zone Losses kWh),996461.0
Perdas na linha MT (Line Losses kWh),34041.0
Perdas nos trafos (Transformer Losses kWh),962415.0
Perdas em vazio ferro (No Load Losses kWh),916829.0
Perdas em carga cobre (Transformer - NoLoad) kWh,45586.0
