MES,DMFP (kW),DMP (kW),CFP (kWh),CP (kWh),UFP (kW),UP (kW),DCFP_c (kW),DCP_c (kW),"DCFP (R$32,84)","DCP  (R$83,34)","DCFP_c (R$27,26)","DCP_c  (R$69,17)","UFP  (R$65,68)","UP   (R$166,68)","CFP (R$0,15) TUSD","CP  (R$0,15) TUSD","CFP (R$0,37) TUE","CP  (R$0,59) TUE",R$TOTAL_MES
JAN,4161.0,0.0,1497119.0,-1,0.0,0.0,0.0,0.0,136647.24,0.0,0.0,0.0,0.0,0.0,224567.85,-0.15,553934.03,-0.59,915148.38
FEV,4162.0,0.0,1549321.0,-1,0.0,0.0,0.0,0.0,136680.08,0.0,0.0,0.0,0.0,0.0,232398.15,-0.15,573248.77,-0.59,942326.26
MAR,4161.0,0.0,1663010.0,-2,0.0,0.0,0.0,0.0,136647.24,0.0,0.0,0.0,0.0,0.0,249451.5,-0.3,615313.7,-1.18,1001410.96
ABR,3654.0,0.0,1279079.0,-1,0.0,0.0,466.0,0.0,119997.36,0.0,12703.16,0.0,0.0,0.0,191861.85,-0.15,473259.23,-0.59,797820.86
MAI,3640.0,0.0,1334499.0,-3,0.0,0.0,480.0,0.0,119537.6,0.0,13084.8,0.0,0.0,0.0,200174.85,-0.45,493764.63,-1.77,826559.66
JUN,4159.0,0.0,1495850.0,-3,0.0,0.0,0.0,0.0,136581.56,0.0,0.0,0.0,0.0,0.0,224377.5,-0.45,553464.5,-1.77,914421.34
JUL,4161.0,0.0,1498986.0,-3,0.0,0.0,0.0,0.0,136647.24,0.0,0.0,0.0,0.0,0.0,224847.9,-0.45,554624.82,-1.77,916117.74
AGO,3641.0,0.0,1398704.0,-1,0.0,0.0,479.0,0.0,119570.44,0.0,13057.54,0.0,0.0,0.0,209805.6,-0.15,517520.48,-0.59,859953.32
SET,3640.0,0.0,1306162.0,-1,0.0,0.0,480.0,0.0,119537.6,0.0,13084.8,0.0,0.0,0.0,195924.3,-0.15,483279.94,-0.59,811825.9
OUT,4076.0,0.0,1348259.0,-1,0.0,0.0,44.0,0.0,133855.84,0.0,1199.44,0.0,0.0,0.0,202238.85,-0.15,498855.83,-0.59,836149.22
NOV,4161.0,0.0,1437048.0,-2,0.0,0.0,0.0,0.0,136647.24,0.0,0.0,0.0,0.0,0.0,215557.2,-0.3,531707.76,-1.18,883910.72
DEZ,4161.0,0.0,1458670.0,-2,0.0,0.0,0.0,0.0,136647.24,0.0,0.0,0.0,0.0,0.0,218800.5,-0.3,539707.9,-1.18,895154.16
TOTAIS,4162.0,0.0,17266707.0,-21,0.0,0.0,480.0,0.0,1568996.68,0.0,53129.740000000005,0.0,0.0,0.0,2590006.0500000003,-3.1499999999999995,6388681.590000001,-12.39,10600798.520000001
CTOTAL,,,17266686.0,,,,,,,,,,,,,,,,
R$TOTAL,,,,,,,,,,,,,,,,,,,10600798.520000001
DCFP,4120.0,,,,,,,,,,,,,,,,,,
DCP,,0.0,,,,,,,,,,,,,,,,,
KW_TARGET_FP,4120.0,,,,,,,,,,,,,,,,,,
KW_TARGET_LOW_FP,3605.0,,,,,,,,,,,,,,,,,,
