Segmento,Year,LDCurve,Hour,Meter,kWh,kvarh,Max kW,Max kVA,Zone kWh,Zone kvarh,Zone Max kW,Zone Max kVA,Overload kWh Normal,Overload kWh Emerg,Load EEN,Load UE,Zone Losses kWh,Zone Losses kvarh,Zone Max kW Losses,Zone Max kvar Losses,Load Losses kWh,Load Losses kvarh,No Load Losses kWh,No Load Losses kvarh,Max kW Load Losses,Max kW No Load Losses,Line Losses,Transformer Losses,Line Mode Line Losses,Zero Mode Line Losses,3-phase Line Losses,1- and 2-phase Line Losses,Gen kWh,Gen kvarh,Gen Max kW,Gen Max kVA,13.8 kV Losses,Aux1,Aux6,Aux11,Aux16,Aux21,Aux26,13.8 kV Line Loss,Aux2,Aux7,Aux12,Aux17,Aux22,Aux27,13.8 kV Load Loss,Aux3,Aux8,Aux13,Aux18,Aux23,Aux28,13.8 kV No Load Loss,Aux4,Aux9,Aux14,Aux19,Aux24,Aux29,13.8 kV Load Energy,Aux5,Aux10,Aux15,Aux20,Aux25,Aux30
S00000_FORA_PONTA,0, ,41.0," ""GERAL""       ",72889.0,9366.0,5152.0,5171.0,57728.0,9054.0,3050.0,3083.0,0.0,0.0,2788.0,2419.0,4719.0,12565.0,172.0,491.0,341.0,-590.0,4377.0,13154.0,72.0,106.0,139.0,4579.0,139.0,0.0,139.0,0.0,0.0,0.0,0.0,0.0,4719.0,0.0,0.0,0.0,0.0,0.0,0.0,139.0,0.0,0.0,0.0,0.0,0.0,0.0,202.0,0.0,0.0,0.0,0.0,0.0,0.0,4377.0,0.0,0.0,0.0,0.0,0.0,0.0,57728.0,0.0,0.0,0.0,0.0,0.0,0.0
S00001_PONTA,0, ,44.0," ""GERAL""       ",0.0,619.0,0.0,225.0,4229.0,562.0,1449.0,1463.0,0.0,0.0,202.0,175.0,348.0,954.0,117.0,320.0,27.0,-11.0,321.0,965.0,10.0,107.0,3.0,345.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,348.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,321.0,0.0,0.0,0.0,0.0,0.0,0.0,4229.0,0.0,0.0,0.0,0.0,0.0,0.0
S00002_FORA_PONTA,0, ,65.0," ""GERAL""       ",45002.0,5281.0,5402.0,5420.0,35055.0,4957.0,2653.0,2672.0,0.0,0.0,1402.0,1216.0,2423.0,6459.0,173.0,489.0,233.0,-123.0,2190.0,6582.0,73.0,106.0,96.0,2327.0,96.0,0.0,96.0,0.0,0.0,0.0,0.0,0.0,2423.0,0.0,0.0,0.0,0.0,0.0,0.0,96.0,0.0,0.0,0.0,0.0,0.0,0.0,137.0,0.0,0.0,0.0,0.0,0.0,0.0,2190.0,0.0,0.0,0.0,0.0,0.0,0.0,35055.0,0.0,0.0,0.0,0.0,0.0,0.0
S00003_PONTA,0, ,68.0," ""GERAL""       ",0.0,555.0,0.0,211.0,3820.0,514.0,1337.0,1351.0,0.0,0.0,202.0,175.0,343.0,937.0,115.0,315.0,22.0,-29.0,321.0,965.0,8.0,107.0,2.0,341.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,343.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,321.0,0.0,0.0,0.0,0.0,0.0,0.0,3820.0,0.0,0.0,0.0,0.0,0.0,0.0
S00004_FORA_PONTA,0, ,137.0," ""GERAL""       ",106912.0,13402.0,5327.0,5341.0,90419.0,13483.0,3173.0,3190.0,0.0,0.0,4615.0,4003.0,7620.0,20224.0,173.0,492.0,364.0,-1582.0,7256.0,21807.0,73.0,106.0,162.0,7458.0,162.0,0.0,162.0,0.0,0.0,0.0,0.0,0.0,7620.0,0.0,0.0,0.0,0.0,0.0,0.0,162.0,0.0,0.0,0.0,0.0,0.0,0.0,202.0,0.0,0.0,0.0,0.0,0.0,0.0,7256.0,0.0,0.0,0.0,0.0,0.0,0.0,90419.0,0.0,0.0,0.0,0.0,0.0,0.0
S00005_PONTA,0, ,140.0," ""GERAL""       ",0.0,583.0,0.0,227.0,4353.0,520.0,1616.0,1628.0,0.0,0.0,202.0,175.0,349.0,959.0,118.0,327.0,28.0,-6.0,321.0,965.0,12.0,107.0,3.0,346.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,349.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,321.0,0.0,0.0,0.0,0.0,0.0,0.0,4353.0,0.0,0.0,0.0,0.0,0.0,0.0
S00006_FORA_PONTA,0, ,161.0," ""GERAL""       ",50301.0,5465.0,5373.0,5388.0,40292.0,5062.0,3227.0,3247.0,0.0,0.0,1400.0,1215.0,2446.0,6520.0,174.0,492.0,262.0,-41.0,2184.0,6562.0,74.0,106.0,113.0,2333.0,113.0,0.0,113.0,0.0,0.0,0.0,0.0,0.0,2446.0,0.0,0.0,0.0,0.0,0.0,0.0,113.0,0.0,0.0,0.0,0.0,0.0,0.0,149.0,0.0,0.0,0.0,0.0,0.0,0.0,2184.0,0.0,0.0,0.0,0.0,0.0,0.0,40292.0,0.0,0.0,0.0,0.0,0.0,0.0
S00007_PONTA,0, ,164.0," ""GERAL""       ",0.0,603.0,0.0,233.0,4432.0,537.0,1692.0,1704.0,0.0,0.0,202.0,175.0,350.0,963.0,119.0,331.0,29.0,-2.0,321.0,965.0,13.0,107.0,3.0,347.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,350.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,321.0,0.0,0.0,0.0,0.0,0.0,0.0,4432.0,0.0,0.0,0.0,0.0,0.0,0.0
S00008_FORA_PONTA,0, ,185.0," ""GERAL""       ",49854.0,5269.0,5413.0,5430.0,39901.0,4883.0,3013.0,3027.0,0.0,0.0,1401.0,1215.0,2441.0,6506.0,173.0,489.0,256.0,-59.0,2185.0,6565.0,73.0,106.0,109.0,2331.0,109.0,0.0,109.0,0.0,0.0,0.0,0.0,0.0,2441.0,0.0,0.0,0.0,0.0,0.0,0.0,109.0,0.0,0.0,0.0,0.0,0.0,0.0,146.0,0.0,0.0,0.0,0.0,0.0,0.0,2185.0,0.0,0.0,0.0,0.0,0.0,0.0,39901.0,0.0,0.0,0.0,0.0,0.0,0.0
S00009_PONTA,0, ,188.0," ""GERAL""       ",0.0,732.0,0.0,288.0,4534.0,660.0,1717.0,1736.0,0.0,0.0,201.0,175.0,351.0,968.0,120.0,333.0,31.0,3.0,321.0,964.0,13.0,107.0,3.0,348.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,351.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,321.0,0.0,0.0,0.0,0.0,0.0,0.0,4534.0,0.0,0.0,0.0,0.0,0.0,0.0
S00010_FORA_PONTA,0, ,209.0," ""GERAL""       ",51471.0,5611.0,5411.0,5427.0,41537.0,5192.0,3243.0,3258.0,0.0,0.0,1400.0,1215.0,2451.0,6532.0,173.0,492.0,269.0,-25.0,2182.0,6557.0,73.0,106.0,117.0,2334.0,117.0,0.0,117.0,0.0,0.0,0.0,0.0,0.0,2451.0,0.0,0.0,0.0,0.0,0.0,0.0,117.0,0.0,0.0,0.0,0.0,0.0,0.0,152.0,0.0,0.0,0.0,0.0,0.0,0.0,2182.0,0.0,0.0,0.0,0.0,0.0,0.0,41537.0,0.0,0.0,0.0,0.0,0.0,0.0
S00011_PONTA,0, ,212.0," ""GERAL""       ",0.0,701.0,0.0,265.0,4669.0,622.0,1783.0,1797.0,0.0,0.0,202.0,175.0,353.0,975.0,121.0,337.0,33.0,10.0,321.0,965.0,14.0,107.0,4.0,350.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,353.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,321.0,0.0,0.0,0.0,0.0,0.0,0.0,4669.0,0.0,0.0,0.0,0.0,0.0,0.0
S00012_FORA_PONTA,0, ,233.0," ""GERAL""       ",53009.0,6591.0,5407.0,5423.0,42873.0,6110.0,3200.0,3233.0,0.0,0.0,1399.0,1215.0,2466.0,6582.0,173.0,488.0,288.0,39.0,2178.0,6544.0,73.0,106.0,126.0,2340.0,126.0,0.0,126.0,0.0,0.0,0.0,0.0,0.0,2466.0,0.0,0.0,0.0,0.0,0.0,0.0,126.0,0.0,0.0,0.0,0.0,0.0,0.0,162.0,0.0,0.0,0.0,0.0,0.0,0.0,2178.0,0.0,0.0,0.0,0.0,0.0,0.0,42873.0,0.0,0.0,0.0,0.0,0.0,0.0
S00013_PONTA,0, ,236.0," ""GERAL""       ",0.0,1075.0,0.0,439.0,5222.0,962.0,2076.0,2111.0,0.0,0.0,201.0,174.0,360.0,1007.0,125.0,356.0,40.0,45.0,320.0,962.0,18.0,107.0,3.0,356.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,360.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,320.0,0.0,0.0,0.0,0.0,0.0,0.0,5222.0,0.0,0.0,0.0,0.0,0.0,0.0
S00014_FORA_PONTA,0, ,305.0," ""GERAL""       ",133653.0,16622.0,5398.0,5416.0,115281.0,16303.0,3128.0,3147.0,0.0,0.0,4607.0,3998.0,7733.0,20526.0,172.0,487.0,516.0,-1162.0,7217.0,21688.0,72.0,106.0,236.0,7497.0,236.0,0.0,236.0,0.0,0.0,0.0,0.0,0.0,7733.0,0.0,0.0,0.0,0.0,0.0,0.0,236.0,0.0,0.0,0.0,0.0,0.0,0.0,280.0,0.0,0.0,0.0,0.0,0.0,0.0,7217.0,0.0,0.0,0.0,0.0,0.0,0.0,115281.0,0.0,0.0,0.0,0.0,0.0,0.0
S00015_PONTA,0, ,308.0," ""GERAL""       ",0.0,724.0,0.0,268.0,4759.0,641.0,1841.0,1854.0,0.0,0.0,201.0,175.0,354.0,978.0,122.0,339.0,33.0,14.0,321.0,964.0,15.0,107.0,4.0,350.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,354.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,321.0,0.0,0.0,0.0,0.0,0.0,0.0,4759.0,0.0,0.0,0.0,0.0,0.0,0.0
S00016_FORA_PONTA,0, ,329.0," ""GERAL""       ",53650.0,5793.0,5422.0,5438.0,43571.0,5340.0,3413.0,3427.0,0.0,0.0,1399.0,1215.0,2462.0,6558.0,172.0,486.0,283.0,11.0,2179.0,6548.0,72.0,106.0,124.0,2338.0,124.0,0.0,124.0,0.0,0.0,0.0,0.0,0.0,2462.0,0.0,0.0,0.0,0.0,0.0,0.0,124.0,0.0,0.0,0.0,0.0,0.0,0.0,159.0,0.0,0.0,0.0,0.0,0.0,0.0,2179.0,0.0,0.0,0.0,0.0,0.0,0.0,43571.0,0.0,0.0,0.0,0.0,0.0,0.0
S00017_PONTA,0, ,332.0," ""GERAL""       ",0.0,808.0,0.0,312.0,4869.0,720.0,1897.0,1916.0,0.0,0.0,201.0,175.0,355.0,983.0,122.0,342.0,35.0,20.0,320.0,964.0,16.0,107.0,4.0,352.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,355.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,320.0,0.0,0.0,0.0,0.0,0.0,0.0,4869.0,0.0,0.0,0.0,0.0,0.0,0.0
S00018_FORA_PONTA,0, ,353.0," ""GERAL""       ",55452.0,5893.0,5431.0,5448.0,44701.0,5400.0,3454.0,3469.0,0.0,0.0,1398.0,1214.0,2475.0,6592.0,171.0,482.0,298.0,52.0,2177.0,6541.0,71.0,105.0,130.0,2345.0,130.0,0.0,130.0,0.0,0.0,0.0,0.0,0.0,2475.0,0.0,0.0,0.0,0.0,0.0,0.0,130.0,0.0,0.0,0.0,0.0,0.0,0.0,168.0,0.0,0.0,0.0,0.0,0.0,0.0,2177.0,0.0,0.0,0.0,0.0,0.0,0.0,44701.0,0.0,0.0,0.0,0.0,0.0,0.0
