Descricao,Valor
kWh fornecido (EnergyMeter kWh),17978185.0
kWh da carga (Zone kWh),16093780.0
Zone losses (Zone Losses kWh),1014882.0
Perdas na linha MT (Line Losses kWh),40740.0
Perdas nos trafos (Transformer Losses kWh),974145.0
Perdas em vazio ferro (No Load Losses kWh),915578.0
Perdas em carga cobre (Transformer - NoLoad) kWh,58567.0
