MES,DMFP (kW),DMP (kW),CFP (kWh),CP (kWh),UFP (kW),UP (kW),DCFP_c (kW),DCP_c (kW),"DCFP (R$32,84)","DCP  (R$83,34)","DCFP_c (R$27,26)","DCP_c  (R$69,17)","UFP  (R$65,68)","UP   (R$166,68)","CFP (R$0,15) TUSD","CP  (R$0,15) TUSD","CFP (R$0,37) TUE","CP  (R$0,59) TUE",R$TOTAL_MES
JAN,5449,0,1558161,-2,0.0,0.0,0.0,0.0,178945.16,0.0,0.0,0.0,0.0,0.0,233724.15,-0.3,576519.57,-1.18,989187.4
FEV,5775,0,1607866,-2,375.0,0.0,0.0,0.0,189651.0,0.0,0.0,0.0,24630.0,0.0,241179.9,-0.3,594910.42,-1.18,1050369.84
MAR,5917,0,1735874,-3,517.0,0.0,0.0,0.0,194314.28,0.0,0.0,0.0,33956.56,0.0,260381.1,-0.45,642273.38,-1.77,1130923.1
ABR,5451,0,1325431,-2,0.0,0.0,0.0,0.0,179010.84,0.0,0.0,0.0,0.0,0.0,198814.65,-0.3,490409.47,-1.18,868233.48
MAI,5454,0,1389004,-3,0.0,0.0,0.0,0.0,179109.36,0.0,0.0,0.0,0.0,0.0,208350.6,-0.45,513931.48,-1.77,901389.22
JUN,5453,0,1565009,-3,0.0,0.0,0.0,0.0,179076.52,0.0,0.0,0.0,0.0,0.0,234751.35,-0.45,579053.33,-1.77,992878.98
JUL,5452,0,1555949,-3,0.0,0.0,0.0,0.0,179043.68,0.0,0.0,0.0,0.0,0.0,233392.35,-0.45,575701.13,-1.77,988134.94
AGO,5453,0,1458146,-1,0.0,0.0,0.0,0.0,179076.52,0.0,0.0,0.0,0.0,0.0,218721.9,-0.15,539514.02,-0.59,937311.7
SET,5453,0,1366410,-1,0.0,0.0,0.0,0.0,179076.52,0.0,0.0,0.0,0.0,0.0,204961.5,-0.15,505571.7,-0.59,889608.98
OUT,5454,0,1404238,-2,0.0,0.0,0.0,0.0,179109.36,0.0,0.0,0.0,0.0,0.0,210635.7,-0.3,519568.06,-1.18,909311.64
NOV,5851,0,1495804,-2,451.0,0.0,0.0,0.0,192146.84,0.0,0.0,0.0,29621.68,0.0,224370.6,-0.3,553447.48,-1.18,999585.12
DEZ,5753,0,1517246,-2,353.0,0.0,0.0,0.0,188928.52,0.0,0.0,0.0,23185.04,0.0,227586.9,-0.3,561381.02,-1.18,1001080.0
TOTAIS,5917,0,17979138,-26,1696.0,0.0,0.0,0.0,2197488.5999999996,0.0,0.0,0.0,111393.28,0.0,2696870.7,-3.8999999999999995,6652281.059999999,-15.34,11658014.4
