Mes,Posto,N_pontos_SIM13,Consumo_P_SIM13_kWh,Consumo_Q_SIM13_kVArh,DemandaMax_P_SIM13_kW,DemandaMax_Q_SIM13_kVAr,N_pontos_META
JANEIRO,FORA_PONTA,2712,1558161.026,186282.180975,5448.54,658.398,2712
JANEIRO,PONTA,264,-1.5355529749999992,18360.431475,0.2186299999999999,517.006,264
FEVEREIRO,FORA_PONTA,2448,1607865.582,191179.3190065,5774.709999999999,676.339,2448
FEVEREIRO,PONTA,240,-2.458019274999999,19472.9002,0.204903,568.377,240
MARCO,FORA_PONTA,2736,1735874.4235,193742.0589,5916.67,603.0459999999999,2736
MARCO,PONTA,240,-2.872275399999999,19655.558475,0.243127,486.148,240
ABRIL,FORA_PONTA,2640,1325431.44225,129853.128375,5450.73,463.007,2640
ABRIL,PONTA,240,-1.5514723749999992,13687.076175,0.2225219999999999,403.419,240
MAIO,FORA_PONTA,2724,1389003.971,119091.165825,5453.7,453.323,2724
MAIO,PONTA,252,-2.802425749999999,13676.1688,0.263043,304.273,252
JUNHO,FORA_PONTA,2640,1565009.091825,106098.9278375,5453.469999999999,418.606,2640
JUNHO,PONTA,240,-3.2687190249999993,13095.378625,0.28266,293.01,240
JULHO,FORA_PONTA,2700,1555949.00325,96076.44505,5451.93,408.798,2700
JULHO,PONTA,276,-2.924345524999999,12852.0098,0.271371,379.029,276
AGOSTO,FORA_PONTA,2724,1458145.62125,100873.61865,5453.35,424.43,2724
AGOSTO,PONTA,252,-0.9983887499999997,13422.388675,0.2401229999999999,325.164,252
SETEMBRO,FORA_PONTA,2616,1366409.9865,108939.130625,5452.95,441.77,2616
SETEMBRO,PONTA,264,-0.9878414749999994,14285.990725,0.201351,307.97200000000004,264
OUTUBRO,FORA_PONTA,2700,1404237.573875,128489.48406,5453.56,482.106,2700
OUTUBRO,PONTA,276,-1.5951629999999992,16561.317325,0.245456,408.581,276
NOVEMBRO,FORA_PONTA,2652,1495804.4495,146577.44505,5851.15,563.227,2652
NOVEMBRO,PONTA,228,-2.4162574499999994,16860.58945,0.23043,582.147,228
DEZEMBRO,FORA_PONTA,2712,1517245.825,163813.9826,5752.77,601.155,2712
DEZEMBRO,PONTA,264,-2.0046487249999996,19816.6554,0.3178,596.847,264
