MES,DMFP (kW),DMP (kW),CFP (kWh),CP (kWh),UFP (kW),UP (kW),DCFP_c (kW),DCP_c (kW),"DCFP (R$32,84)","DCP  (R$83,34)","DCFP_c (R$27,26)","DCP_c  (R$69,17)","UFP  (R$65,68)","UP   (R$166,68)","CFP (R$0,15) TUSD","CP  (R$0,15) TUSD","CFP (R$0,37) TUE","CP  (R$0,59) TUE",R$TOTAL_MES
JAN,4747.0,0.0,1488416.0,-1,0.0,0.0,328.0,0.0,155891.48,0.0,8941.28,0.0,0.0,0.0,223262.4,-0.15,550713.92,-0.59,938808.34
FEV,5112.0,0.0,1530150.0,-1,0.0,0.0,0.0,0.0,167878.08,0.0,0.0,0.0,0.0,0.0,229522.5,-0.15,566155.5,-0.59,963555.34
MAR,5120.0,0.0,1651011.0,-1,0.0,0.0,0.0,0.0,168140.8,0.0,0.0,0.0,0.0,0.0,247651.65,-0.15,610874.07,-0.59,1026665.78
ABR,4099.0,0.0,1266113.0,-1,0.0,0.0,976.0,0.0,134611.16,0.0,26605.76,0.0,0.0,0.0,189916.95,-0.15,468461.81,-0.59,819594.94
MAI,4099.0,0.0,1325430.0,-2,0.0,0.0,976.0,0.0,134611.16,0.0,26605.76,0.0,0.0,0.0,198814.5,-0.3,490409.1,-1.18,850439.04
JUN,4517.0,0.0,1489753.0,-2,0.0,0.0,558.0,0.0,148338.28,0.0,15211.08,0.0,0.0,0.0,223462.95,-0.3,551208.61,-1.18,938219.44
JUL,4752.0,0.0,1489706.0,-2,0.0,0.0,323.0,0.0,156055.68,0.0,8804.98,0.0,0.0,0.0,223455.9,-0.3,551191.22,-1.18,939506.3
AGO,4100.0,0.0,1392383.0,-1,0.0,0.0,975.0,0.0,134644.0,0.0,26578.5,0.0,0.0,0.0,208857.45,-0.15,515181.71,-0.59,885260.92
SET,4100.0,0.0,1300552.0,-2,0.0,0.0,975.0,0.0,134644.0,0.0,26578.5,0.0,0.0,0.0,195082.8,-0.3,481204.24,-1.18,837508.06
OUT,4098.0,0.0,1342247.0,-1,0.0,0.0,977.0,0.0,134578.32,0.0,26633.02,0.0,0.0,0.0,201337.05,-0.15,496631.39,-0.59,859179.04
NOV,5124.0,0.0,1426264.0,-1,0.0,0.0,0.0,0.0,168272.16,0.0,0.0,0.0,0.0,0.0,213939.6,-0.15,527717.68,-0.59,909928.7
DEZ,5085.0,0.0,1447715.0,-1,0.0,0.0,0.0,0.0,166991.4,0.0,0.0,0.0,0.0,0.0,217157.25,-0.15,535654.55,-0.59,919802.46
TOTAIS,5124.0,0.0,17149740.0,-16,0.0,0.0,977.0,0.0,1804656.52,0.0,165958.87999999998,0.0,0.0,0.0,2572461.0,-2.4,6345403.799999999,-9.44,10888468.36
CTOTAL,,,17149724.0,,,,,,,,,,,,,,,,
R$TOTAL,,,,,,,,,,,,,,,,,,,10888468.36
DCFP,5075.0,,,,,,,,,,,,,,,,,,
DCP,,0.0,,,,,,,,,,,,,,,,,
