Descricao,Valor
kWh fornecido (EnergyMeter kWh),17149019.0
kWh da carga (Zone kWh),15129366.0
Zone losses (Zone Losses kWh),1020808.0
Perdas na linha MT (Line Losses kWh),37171.0
Perdas nos trafos (Transformer Losses kWh),983627.0
Perdas em vazio ferro (No Load Losses kWh),941435.0
Perdas em carga cobre (Transformer - NoLoad) kWh,42192.0
