Hora_decimal,P_3f,Q_3f
0.0,15.745470000000003,3.7378536
0.25,16.060746,3.9772189599999996
0.5,15.579278,3.9344000799999996
0.75,16.23427,3.9916874399999998
1.0,15.962985999999999,3.832803
1.25,15.553615999999998,3.8627419999999995
1.5,15.983760000000002,3.7508068
1.75,15.984982,3.9073816599999995
2.0,15.772354,3.9183429999999997
2.25,15.807792,3.8983022000000007
2.5,15.628158,3.64529932
2.75,15.315325999999999,3.7845340000000003
3.0,15.799238000000003,3.7747580000000003
3.25,15.249338,3.7026600000000007
3.5,15.482740000000002,3.863964
3.75,15.499848,4.000217000000001
4.0,15.487628,3.697772
4.25,15.296996000000002,3.78824888
4.5,15.09781,3.5633519999999996
4.75,15.158910000000002,3.74543
5.0,14.776423999999999,3.4912539999999996
5.25,14.824082000000002,3.3394693800000006
5.5,14.648114000000001,3.5363458000000003
5.75,14.233856000000003,3.4081580000000002
6.0,14.204528,3.4607040000000007
6.25,14.178866000000001,3.520582
6.5,14.184975999999999,3.5247368
6.75,14.577238000000001,3.376386
7.0,14.557686,3.7820899999999997
7.25,15.037932000000001,3.764982
7.5,15.140580000000002,3.7588719999999993
7.75,15.167464,3.848078
8.0,15.328768,4.138914000000001
8.25,15.855450000000001,3.942172
8.5,15.279888,3.8395240000000004
8.75,15.918993999999998,4.13198526
9.0,16.143842,4.125472
9.25,15.986203999999999,4.017936000000001
9.5,16.268486,4.225676
9.75,15.312882,3.7091366
10.0,16.566654,4.16166764
10.25,16.583761999999997,4.195126000000001
10.5,16.518996,4.080258000000001
10.75,16.825718,4.013048
11.0,16.501888,4.049708
11.25,16.291704,3.75765
11.5,16.923478000000003,3.9091780000000003
11.75,16.569098,3.834025
12.0,16.976024000000002,4.135981200000001
12.25,17.275414000000005,4.12425
12.5,17.346290000000003,4.129138
12.75,17.453826,4.209790000000001
13.0,17.05912,4.028934
13.25,17.367064000000003,3.8529660000000003
13.5,17.540588,3.872518
13.75,17.874194000000003,4.004493999999999
14.0,17.992728000000003,3.992274
14.25,18.128370000000004,4.019158
14.5,18.155254,4.004494
14.75,18.28723,4.086368000000001
15.0,18.900674000000002,4.567836
15.25,17.821647999999996,3.9653900000000006
15.5,18.249347999999998,4.17313
15.75,18.001282,4.059484
16.0,18.260346,4.2529265999999994
16.25,18.023278,4.446858
16.5,18.750368,4.47770128
16.75,18.193136,4.143802
17.0,17.781322000000003,4.042376
17.25,18.026944,4.1021318
17.5,18.361772,4.097366
17.75,17.726331999999996,4.022823999999999
18.0,17.753216,4.11814
18.25,17.634682000000005,3.89818
18.5,17.703114,3.868852
18.75,17.307186,4.049708
19.0,17.682340000000003,4.135248
19.25,17.664009999999998,3.9262860000000006
19.5,17.173988,3.8177357400000003
19.75,17.511260000000004,3.86143446
20.0,17.43794,3.7625380000000006
20.25,17.391504,3.661112
20.5,17.503928,3.8419679999999996
20.75,17.184986,3.9620661600000004
21.0,17.013906,3.927508
21.25,17.078672,3.8089739999999996
21.5,16.809832,3.784534
21.75,17.017572,4.003648375999999
22.0,16.990688,4.1919488
22.25,17.087225999999998,4.156022
22.5,16.933254,4.1929264
22.75,16.961360000000003,4.00816
23.0,16.891706000000003,4.23423
23.25,16.966248,4.45630406
23.5,16.951584,4.35108986
23.75,16.658304,4.529343000000001
24.0,17.038346,4.416882340000001
24.25,16.464005999999998,4.3627844
24.5,16.947918,4.4629883999999995
24.75,16.774394,4.26823826
25.0,16.617978,4.2437616
25.25,16.13651,4.225676
25.5,16.209829999999997,4.273334
25.75,16.41146,4.003272000000001
26.0,16.362579999999998,4.2674684
26.25,16.577652,4.3640064
26.5,16.499443999999997,4.3723160000000005
26.75,16.401684,4.1794844
27.0,15.864004,4.071154099999999
27.25,16.178058,4.1176512
27.5,15.887222,4.0912560000000004
27.75,16.076632,3.88596
28.0,16.351582,4.178018
28.25,15.647710000000002,4.0278342
28.5,15.766244000000002,3.9620905999999994
28.75,15.838341999999999,4.142580000000001
29.0,16.266042000000002,4.14927656
29.25,15.543840000000001,4.155411
29.5,15.570724,3.937284
29.75,15.184572000000003,3.8028640000000005
30.0,15.339766000000001,3.8800944000000004
30.25,15.233452,3.9348400000000003
30.5,15.322658,3.8554099999999996
30.75,15.817568,4.024046
