Hora_decimal,P_residuo_BT_kW,Q_residuo_BT_kVAr,sumP_est_kW,sumAbsQ_est_kVAr,fatorP_por_sumP,fatorQ_por_sumAbsQ
10.25,-0.4550000000000409,47.763000000000005,359.2172191495935,139.06788078610066,-0.0012666430664910841,0.3434509804133993
10.5,-109.24700000000009,37.944,328.07129019680735,123.04322794690414,-0.33299774550361805,0.3083794259394241
10.75,-113.70099999999992,35.5994,339.48008240556277,125.90097420094702,-0.33492686579522524,0.28275714485879033
11.0,6.843999999999937,64.7151,321.46474467210334,125.36986546015787,0.021290048484106316,0.5161934230564063
11.25,-15.488000000000056,49.0616,352.7511871147628,140.08946162199985,-0.043906301568196415,0.3502162077857204
11.5,21.823999999999955,68.3501,340.0069276834556,126.24142101113695,0.06418692745083703,0.5414237217273575
11.75,70.40300000000002,86.3817,341.692386592449,127.25014260898092,0.2060420505768326,0.6788338168345868
12.0,31.334999999999923,61.91300000000001,340.9385172057774,132.5118930477803,0.09190806675881483,0.46722598686048367
12.25,55.91399999999999,76.20139999999999,339.11116421313443,126.24203785418115,0.16488398466544596,0.6036135133371201
12.5,27.999000000000024,71.632,355.0281218371686,134.48221837752507,0.07886417519579361,0.5326503448873154
12.75,23.344999999999917,73.1692,349.17348351848574,131.407981820223,0.0668578832641053,0.5568094037095975
13.0,-32.40100000000007,51.65380000000002,359.4667253131968,126.10837500535388,-0.09013629835075741,0.4095984901701182
13.25,-49.41499999999997,45.7698,344.6321747994259,132.73374454089233,-0.14338475514875892,0.34482414519617
13.5,-22.07899999999995,37.6698,369.11815584877183,140.27814552321956,-0.059815535080441136,0.268536484136545
13.75,12.851999999999862,33.16499999999999,380.4993206515572,140.4352345168534,0.03377667002924586,0.2361586827842689
14.0,32.440000000000055,36.131,351.5477770774126,125.80823443561016,0.09227764223028098,0.28719105837616843
14.25,45.485000000000014,38.8501,362.36438298470125,134.06391827782352,0.1255228221530822,0.2897878899786452
14.5,25.942999999999984,30.8925,367.4511443286737,135.13303225355898,0.07060258322884626,0.22860805744397397
14.75,57.93700000000001,14.8643,356.39844148562463,138.02211284508522,0.16256243927019784,0.10769506199838831
15.0,-15.528999999999996,-1.689300000000003,401.75157579740164,149.6529784227847,-0.038653239801680526,-0.011288114796001992
15.25,26.317999999999984,5.74199999999999,387.02693986116907,126.40079634444699,0.06800043430940633,0.04542692899143468
15.5,-85.62200000000007,-2.2350000000000136,398.9398622435491,133.44243299602314,-0.21462382705624095,-0.016748795340584214
15.75,-71.481,10.5886,401.5997216248229,151.3165175799007,-0.17799066122555238,0.06997649806742895
16.0,-83.89900000000011,16.69590000000001,413.6505075131632,146.74324179513707,-0.2028258118293987,0.11377627886474358
16.25,-40.10500000000002,41.52659999999999,440.06831422231005,157.83898731184502,-0.09113357791022443,0.2630946935686759
16.5,-36.430000000000064,34.85570000000001,411.71347412257535,140.85805394917332,-0.08848386630444385,0.24745265906184682
16.75,14.97400000000016,35.58079999999998,386.79050076874637,127.02147674263408,0.0387134636715207,0.2801164095430287
17.0,17.72699999999986,20.763900000000007,406.79797992441047,127.29462733088009,0.043576912558154345,0.1631168607456455
17.25,33.06600000000003,12.291300000000009,396.279685667296,125.13124178987695,0.0834410674983759,0.09822726782045224
17.5,38.021000000000186,-8.161299999999997,402.4754086677146,136.36243349500594,0.09446788345618026,-0.05985006127291569
17.75,52.048,-3.5563999999999965,400.43207381333303,128.3752115768323,0.12997959804853917,-0.02770316758443275
18.0,45.03399999999988,-0.1914000000000157,416.65695756682425,128.4767054385428,0.10808411855879603,-0.0014897642288280223
18.25,44.256000000000085,-2.658200000000008,408.08913375078833,118.77041013029232,0.108446896375894,-0.02238099537657516
18.5,-14.875,-31.63649999999999,437.12677624882747,131.53827369175391,-0.034029029581872705,-0.24051174697743713
18.75,14.871999999999844,-26.6599,408.37642567720155,122.41014677864814,0.0364173812808561,-0.21779158592308995
19.0,28.809999999999945,-27.6509,406.03034663358545,126.17596644929165,0.07095528755144746,-0.21914553760214317
19.25,33.396999999999935,-35.9461,401.26649504472795,125.0340165486329,0.0832289772817371,-0.28749056450584787
19.5,51.988000000000056,-27.6223,408.683870167642,119.95471742759086,0.1272083480531654,-0.23027272784560432
19.75,76.32099999999991,-13.386000000000005,411.02337930129835,117.32868511366091,0.18568530123453936,-0.11408974699607739
20.0,103.05099999999992,-21.0951,436.18387668382627,124.9858717286237,0.23625586709776028,-0.16877987654318927
20.25,116.67699999999992,-33.798,435.7399328708413,123.01296102723697,0.26776751726949116,-0.274751536080142
20.5,128.4780000000001,-31.448400000000007,433.984108386396,115.5592948456551,0.29604309816250285,-0.2721408091145204
20.75,116.336,-37.3424,433.04958101565825,127.28365823161133,0.26864360364268197,-0.29337937421668075
21.0,154.42599999999993,13.444899999999995,425.80181362578696,117.66527884694274,0.36267107151336886,0.11426395391871652
21.25,150.68499999999997,-11.559600000000003,431.295786773051,127.21151522939776,0.3493773985770253,-0.09086913224132916
21.5,161.18999999999983,25.468900000000005,429.71965249048964,129.08245064152206,0.3751050226951564,0.19730722397524272
21.75,131.52200000000016,43.2295,432.1678923157695,121.8058372151796,0.30433079906802,0.3549049946073741
22.0,85.71000000000004,25.537800000000004,445.42526695502113,136.22897515506165,0.1924228515053121,0.18746232195413484
22.25,110.65499999999996,32.35979999999999,422.6650455116351,134.10705469771833,0.2618030546293515,0.24129826781253258
22.5,71.15499999999997,22.320399999999992,430.3374125074301,130.06397749424104,0.16534699966104255,0.17161092894447497
22.75,66.11099999999988,31.005199999999995,423.815876110104,124.7762230058498,0.15598990912465197,0.24848644439691367
23.0,90.00699999999983,40.06580000000001,424.43372202643656,121.50272744525947,0.21206373416859087,0.3297522684669842
23.25,88.00400000000013,56.8626,422.2222011521403,121.88741274582554,0.2084305367170625,0.46651740913212103
23.5,141.00800000000004,59.7094,411.6758130652563,126.08471841579856,0.3425219445128012,0.47356571637089323
23.75,130.76800000000014,68.5906,415.93717084386594,126.15879708657553,0.31439363722817576,0.5436846385982121
24.0,84.46199999999999,72.34289999999999,413.91501602181455,120.73136335010538,0.2040563804903096,0.5992055253299419
24.25,101.70100000000002,81.25109999999998,409.74244149116424,126.01055003041645,0.2482071411247573,0.6447960109719986
24.5,64.79600000000005,81.5984,410.94394334015414,129.72571036120794,0.1576760067889987,0.6290071549640979
24.75,51.48199999999997,60.46179999999998,413.8005765515643,126.7262099329326,0.12441258644207018,0.47710572289661485
25.0,42.231,20.50760000000001,428.9457891864935,134.58768087197018,0.09845300050640934,0.15237352978470864
25.25,47.74399999999992,30.830600000000004,425.47317358529125,135.05595477764712,0.11221389023820337,0.22828019727644563
25.5,84.93000000000006,53.2377,409.28025496703356,130.7621221803918,0.20751062131458298,0.40713395524857243
25.75,75.21900000000005,40.177,419.54609579408327,125.29529367558993,0.17928661654598774,0.3206584926008861
26.0,79.25500000000011,32.8159,420.0129297127167,132.99439893633675,0.18869657192270126,0.24674648152444886
26.25,93.11300000000006,53.8924,411.3285612373881,120.25747571344264,0.2263713458649476,0.4481417864484228
26.5,64.83600000000001,29.88460000000001,427.5171139044918,143.02656884715918,0.15165708667860373,0.2089443957222748
26.75,87.02399999999989,27.3151,411.69414595572397,121.76263678578434,0.2113802220771897,0.2243307201703849
27.0,39.83100000000013,13.727599999999995,411.0789999203021,129.32202594923905,0.09689378442518923,0.1061505176650132
27.25,29.42899999999986,5.024000000000001,406.3404156687236,128.17832267830698,0.07242449646946364,0.03919539509507303
27.5,38.89199999999983,10.349399999999996,404.4123028607068,118.67780765635182,0.09616918111760696,0.08720585764415308
27.75,54.93299999999999,20.6373,394.2756073866401,113.91241271347641,0.13932639750176282,0.18116814057752376
28.0,21.94700000000012,16.479799999999997,414.2452993016903,120.93786060398062,0.052980685687917396,0.1362666737917933
28.25,54.771999999999935,24.1743,408.31871054511566,125.11206165786908,0.13414031389077896,0.19322117851520135
28.5,12.635999999999967,17.8365,412.0111124173814,119.26379182257885,0.0306690757097815,0.14955503030235887
28.75,11.937000000000126,9.79010000000001,401.3835609713429,127.45444020506554,0.02973963350943607,0.07681254559863433
29.0,39.2199999999998,27.016400000000004,399.37055873485133,121.13548132679465,0.09820453496683165,0.22302631486736904
29.25,32.20499999999993,26.8599,397.4028749339783,114.55600215779754,0.08103866889576539,0.2344695999691162
29.5,38.97800000000007,25.875100000000003,402.6099733163,124.33613408753857,0.0968132996779442,0.20810603602797156
29.75,24.44500000000005,42.0486,371.3895138070637,116.37153235239683,0.06582038288969891,0.3613306377428135
30.0,27.700000000000045,45.2488,368.32257431122395,121.50370167872029,0.07520581667251867,0.37240676106845483
30.25,28.692999999999984,43.197300000000006,371.76313556295173,125.05724944072004,0.07718086398359773,0.3454201990943076
30.5,39.78699999999992,40.5305,377.35207551567726,127.40633306218177,0.1054373424225328,0.31811997901406314
30.75,13.87900000000002,33.2524,405.50260695026,119.74360751735394,0.03422666035215516,0.27769666113642744
31.0,-44.9340000000002,13.9495,508.102196896978,148.68127393640754,-0.08843496500195401,0.09382149904073556
31.25,-6.670000000000073,36.1082,564.3204902569707,129.38131766388545,-0.011819524747298828,0.2790835698072271
31.5,104.89200000000028,37.658,578.4751971339639,152.37073070799852,0.18132497386177351,0.24714720356737904
31.75,100.53200000000017,67.40469999999999,724.7011781164099,139.47427350856978,0.13872200437329985,0.48327693921172077
32.0,31.894000000000005,54.03699999999999,772.175210466874,147.72645616387246,0.0413040972666245,0.36579094498860065
32.25,6.730000000000018,74.37469999999999,923.5598514108091,154.49050342720997,0.007287020965365074,0.48141923516381385
32.5,20.82799999999997,73.97230000000002,956.724518175995,176.04671549952965,0.021770112090059912,0.4201856296500894
32.75,174.20199999999977,48.53309999999999,894.0186260264014,181.0879849934979,0.1948527636099333,0.26800839382989766
33.0,63.21599999999944,98.22600000000004,1037.2715431832573,172.0835854650238,0.06094450427705497,0.5708040062889357
33.25,342.4540000000002,136.89499999999998,921.4920783984272,145.69438623146766,0.37162989029183247,0.9396038072634596
33.5,443.0609999999997,174.19689999999997,900.2434354366313,137.80420736207608,0.49215687952793413,1.2640898513519494
33.75,71.00499999999965,155.4496,1215.518457519655,142.46967647640028,0.058415402547559836,1.0911065697952211
34.0,366.75700000000006,145.54330000000004,985.4989640058162,140.87322527459952,0.37215361293655863,1.0331509037029378
34.25,257.21500000000015,140.6119,1042.539094967639,157.10194057442484,0.24671976450723343,0.8950360478417329
34.5,253.5340000000001,132.25309999999996,968.9528218020167,166.81160613450336,0.26165773430381106,0.7928291266098222
34.75,76.87199999999984,140.4923,1039.6674586084023,162.97927166059637,0.07393902671811352,0.8620255727524333
35.0,325.81799999999976,185.4549,969.9729563160519,171.21704897502,0.3359042103992811,1.0831567364944905
35.25,321.8699999999999,182.76379999999995,964.4141842144421,165.5526979292855,0.33374664668808995,1.103961471398467
35.5,300.59299999999985,198.8248,1015.2094004870447,167.7960721358096,0.2960896538741573,1.1849192741477084
35.75,260.6289999999999,184.2973,1027.9897468129307,175.7589829241933,0.2535326843560708,1.0485796909708414
36.0,206.4010000000003,156.00959999999998,1016.3297994536924,191.23913603535652,0.20308466809784284,0.8157828111666261
36.25,300.92700000000013,150.53949999999998,947.2548032522078,185.27968940228888,0.31768326638917865,0.8124986634295397
36.5,356.0699999999997,153.2661,847.7219094294618,159.01126229986372,0.42003161182851084,0.9638694629753364
36.75,381.7739999999999,166.37929999999997,818.1728343200331,140.87799148302346,0.4666177902585638,1.181016979646885
37.0,191.76699999999985,126.8798,892.4256258421271,154.62487387651493,0.21488289269936767,0.8205652610674241
37.25,198.79199999999992,111.8211,812.0100341004736,159.78394779047247,0.24481470874952574,0.699826869634195
37.5,246.7860000000001,114.8309,792.6210899906923,146.06891796100166,0.3113543193796396,0.7861419226139419
37.75,117.88599999999995,107.13060000000002,812.8417430582192,158.74694234053885,0.1450294611549698,0.674851423406864
38.0,168.1930000000002,105.9713,732.9174217917673,144.42858263217892,0.2294842433801312,0.7337280340822886
38.25,101.45499999999991,82.28830000000002,775.9416802136969,156.25526299323502,0.1307508058750741,0.5266273815273834
38.5,155.98199999999997,150.0638,784.3550716517246,127.09290524175756,0.1988665664792951,1.1807409683061925
38.75,217.5820000000001,120.8903,752.3965717182158,143.4451014377845,0.2891852623718333,0.842763529658996
39.0,242.71099999999976,76.84459999999999,713.0159164037434,145.02883292242282,0.34040053583118796,0.5298573976741909
39.25,235.33899999999997,51.46369999999999,694.712288242149,154.17831472771462,0.33875750290164747,0.33379337483930244
39.5,112.5559999999998,32.68010000000001,694.5036210974441,151.24887421521075,0.16206682957554708,0.21606838510083567
39.75,129.00700000000006,36.61500000000001,683.4115383600155,137.19596702660098,0.18876912776389249,0.266881022770157
40.0,136.67600000000016,25.4918,682.8848509367795,146.1120325148887,0.2001450168538787,0.17446749293151065
40.25,119.67799999999988,15.1019,691.222140154574,159.01300243022382,0.17313970870961537,0.09497273662653365
40.5,120.33600000000024,9.5706,663.92757515395,142.65928873356083,0.18124868510258368,0.06708711423533477
40.75,120.62000000000056,-8.480199999999996,641.471023591926,158.57025012088835,0.1880365528041893,-0.053479136178034604
41.0,153.56600000000003,17.131200000000007,564.1748257814774,126.39649298850642,0.2721957680179813,0.13553540604609807
41.25,80.79199999999992,11.25799999999998,604.802218381036,156.12970298171274,0.1335841661035369,0.07210671502602303
41.5,67.92700000000013,-17.958799999999997,576.224426011219,147.44579442236721,0.11788288891224061,-0.12179933697231099
41.75,120.30200000000012,12.5535,539.8277214640833,141.7044537058876,0.22285257910380254,0.08858931156853556
42.0,92.85799999999996,13.282699999999991,545.1142893666487,142.02155216582605,0.1703459289388447,0.09352594586834928
42.25,85.22399999999993,4.682199999999995,531.1151765147632,134.74234449993628,0.1604623700630234,0.03474928403076888
42.5,56.221,-6.677999999999997,529.5152979518493,137.91003989614347,0.1061744584480586,-0.04842287048157646
42.75,69.83000000000015,-7.941600000000008,521.4366617429307,141.2669407030948,0.13391847011023264,-0.05621697447735575
43.0,101.46000000000004,7.509199999999993,504.9669277012398,143.9446705752385,0.20092404954494,0.052167266561459855
43.25,103.90999999999984,16.6824,495.8179653912211,142.07330231531893,0.20957288209193975,0.11742107579772386
43.5,127.51700000000004,33.565499999999986,489.7426051228216,134.400295750504,0.2603755496584176,0.24974275400635876
43.75,106.72900000000004,10.8733,504.6439935435441,130.8202736691049,0.2114936497124695,0.08311632207331093
44.0,168.49900000000002,-3.566199999999995,492.1643645121348,123.82046338499184,0.3423632675377202,-0.02880137824158919
44.25,159.06500000000003,-26.722500000000004,493.97909713181735,121.23453652630896,0.32200755239154144,-0.22041986356091678
44.5,166.90300000000002,-32.245,487.3748960149872,126.83302104618755,0.34245300971527187,-0.2542319006046355
44.75,164.16100000000006,-36.00659999999999,479.1211467792659,124.55691636877201,0.3426294186836008,-0.2890774840105732
45.0,183.63699999999997,-14.761000000000005,484.2171481617292,131.23543215332484,0.37924513970055634,-0.11247724610495777
45.25,166.51199999999994,10.960399999999993,498.8396151264884,135.1348676717059,0.333798669854595,0.08110712052959552
45.5,170.31600000000003,54.935400000000016,491.55228303976946,142.46739550396376,0.34648603185557875,0.3855998055251287
45.75,192.47900000000004,116.1885,482.8624555733282,137.63236097065152,0.3986207620376273,0.8441946296683512
46.0,183.635,95.20380000000002,465.8418511012855,142.19491089487818,0.39420030545961665,0.6695302905065447
46.25,168.40200000000004,70.14150000000001,490.0940390514571,138.13654099310972,0.3436116063070883,0.5077693381905276
46.5,117.07900000000018,24.202200000000005,490.10632770671566,136.57452757173795,0.23888489778908012,0.17720874038745926
46.75,151.6940000000002,50.76729999999999,466.11836004009496,124.68423496091505,0.3254409459154358,0.4071669527098922
47.0,146.30399999999986,52.3441,478.5274296516888,131.0546186051519,0.30573795969541767,0.3994067554208448
47.25,123.70399999999997,40.096900000000005,484.8678696704224,146.60585158709497,0.25512929962565856,0.2735013614117538
47.5,187.7829999999999,97.1784,467.02339053683164,121.8841583983327,0.4020847859122175,0.7973013168980403
47.75,140.87199999999984,74.74229999999999,480.2333055835747,131.97119562564075,0.293340754092042,0.5663531321790819
48.0,117.16000000000008,34.989000000000004,467.7985189953199,126.55702070058001,0.25044970268743455,0.27646826550049824
48.25,128.39900000000011,30.521899999999988,466.27534116921913,137.35673996898652,0.27537162844174934,0.22220897210352736
48.5,80.154,39.3219,471.64625621992207,127.23797821457356,0.16994516322976028,0.30904216297501774
48.75,117.42499999999995,42.511499999999984,447.5241892873517,131.57997979227054,0.2623880514413989,0.3230848649400481
49.0,125.06099999999992,73.1613,445.8643353890951,126.33712610284555,0.28049114960240584,0.5790958070428369
49.25,94.46899999999982,64.80309999999999,477.23752810944524,135.0997063758419,0.19794964652975736,0.47966869609413065
49.5,116.46299999999997,74.46230000000001,470.38325229805,133.13099656688,0.24759172319809813,0.5593160264716637
49.75,148.7639999999999,87.8452,441.944204287418,133.84826241848222,0.33661262792180746,0.6563043734206149
50.0,152.84100000000012,95.1484,444.34313830571494,121.57799083168395,0.3439706542623443,0.7826120447386415
50.25,137.53499999999983,81.5541,449.44727294549006,137.750099819494,0.3060091990294051,0.5920438541015032
50.5,117.5139999999999,95.0805,463.06446655336856,139.59998432537725,0.2537746004884966,0.6810924833514881
50.75,145.71800000000007,76.9896,435.4798370266998,134.82431029029206,0.33461480328207693,0.5710364832145823
51.0,88.00199999999995,-3.8515000000000086,443.6864447360357,126.17283123273548,0.19834277347002424,-0.030525589085780448
51.25,98.10400000000004,-4.182099999999991,430.53470890990457,126.1483246604133,0.22786548440750612,-0.03315224368819842
51.5,108.25199999999997,11.251099999999994,431.6136692531485,129.55252685293033,0.2508076266150607,0.08684585529367857
51.75,105.20399999999997,24.595900000000007,433.9010276188572,118.17532539147766,0.24246082240766703,0.20813058833154496
52.0,83.7159999999999,13.261799999999994,429.55709351320314,123.44043255163236,0.19488911081717883,0.10743481471885544
52.25,78.24099999999999,14.894800000000004,431.4761854174187,134.82375588569394,0.1813332986716476,0.110476079694947
52.5,50.23400000000015,15.663200000000003,438.90973564893994,141.03878247010596,0.11445177885090159,0.11105597854490779
52.75,69.46199999999999,28.749700000000004,429.55118907932854,124.53802235480647,0.1617083173460193,0.23085078320974659
53.0,65.41800000000012,40.8513,440.57029190405154,123.05900977312267,0.14848481888616996,0.3319651285616174
53.25,65.22799999999984,30.186800000000005,423.45138275206574,123.05159580044338,0.15403893494472626,0.2453182325969578
53.5,87.96900000000005,48.12220000000001,410.2366597002592,126.14754031648185,0.2144347608140991,0.38147553158206593
53.75,63.260000000000105,64.5587,391.0287065166306,124.26910402805278,0.1617784038505358,0.519507246028155
54.0,78.49999999999989,79.00039999999998,393.731654690888,129.49674176004982,0.19937436846836432,0.6100570479710083
54.25,69.0100000000001,71.35029999999999,401.6408004028861,124.30011659879153,0.17182019339363963,0.5740163561575747
54.5,62.54399999999987,61.89149999999999,401.82742134230307,118.36344589853105,0.15564890965149134,0.5228936985584001
54.75,8.598999999999933,53.0937,442.14747585822664,138.45455656731963,0.01944826210600641,0.3834738365882865
55.0,-11.49499999999989,55.59939999999999,521.1178353034728,138.49834187428903,-0.022058350763039573,0.40144451729585306
55.25,-100.058,31.818200000000004,647.6414082202909,148.3686464814528,-0.1544959891847526,0.21445366493909157
55.5,193.16299999999976,78.4331,566.7872821236009,126.32026359210877,0.34080334208676927,0.6209067157527663
55.75,182.15199999999984,87.98640000000002,660.6882461668908,144.4533807686732,0.2757003791981914,0.6090989323462143
56.0,57.46599999999989,85.2447,744.9229677282742,136.18793541472257,0.07714354703715053,0.6259342998365525
56.25,125.9680000000003,131.68780000000004,801.3922089157844,126.40435869558976,0.15718645452072003,1.0417979360754006
56.5,-12.0,104.09340000000005,986.3620020551507,165.37757165349376,-0.012165918775254119,0.6294287608606386
56.75,205.3130000000001,136.5283,885.6668966532179,133.72019152904323,0.23181740310701737,1.0209998837037775
57.0,303.22000000000025,148.03319999999997,888.6273762117529,148.7077077747949,0.34122288837491915,0.9954642043449663
57.25,309.72599999999966,133.83519999999996,907.6263625615001,139.86604309300006,0.34124835149773747,0.9568812918444396
57.5,355.5119999999997,174.02599999999998,933.8705536589938,154.6929257038902,0.3806865936687583,1.1249771067948946
57.75,362.86299999999983,188.9019,931.4479848783001,139.90092630044995,0.3895687208421094,1.3502548195736461
58.0,378.02999999999975,182.6689,907.2967326556229,137.96170011250672,0.4166553084496627,1.3240551533580327
58.25,456.8960000000002,165.54059999999996,915.2371640272044,160.91747627650892,0.49921049751692503,1.028729780198311
58.5,332.9760000000001,139.11370000000002,875.6855200460536,175.5544234857869,0.38024609563315426,0.7924249200776352
58.75,209.779,150.599,975.0863659970469,165.41517910119111,0.21513889160525432,0.9104303536005757
59.0,259.24299999999994,153.8866,978.152448222717,165.07275486122768,0.26503332938647667,0.9322350022532089
59.25,269.2640000000001,205.5203,986.7841791105099,125.78760629151677,0.2728702037386893,1.6338676445094296
59.5,440.47,195.4275,854.5925891633286,156.2041914680106,0.5154151879917812,1.2511027915663968
59.75,500.7640000000001,169.3777,802.4642471251058,161.2350968165877,0.6240327862506378,1.0505014314139984
60.0,412.6009999999999,164.6684,815.3627755888447,163.44972739655876,0.5060336482764064,1.0074559476045164
60.25,428.71500000000015,193.1427,794.1761260559597,147.40577493036366,0.5398235806068437,1.3102790585459967
60.5,313.1899999999994,186.68150000000003,859.1632678531815,150.79754812509475,0.36452908512089577,1.2379611095873893
60.75,421.1499999999997,170.4271,722.3636499419002,150.45932325205004,0.5830166011729312,1.1327121265493123
61.0,284.5329999999999,167.58409999999998,699.2391502201231,127.98717151708622,0.4069180049635777,1.3093820108183856
61.25,292.443,115.76579999999998,659.8799154517749,161.48309976029356,0.44317608878849446,0.7168911184628199
61.5,215.6170000000002,101.7856,698.5789723690618,164.84070663375405,0.3086508591416475,0.6174785468867773
61.75,229.55999999999997,125.786,679.4145189157219,141.14003176397316,0.33787914978083616,0.8912141964821892
62.0,65.43100000000027,104.8755,738.4174539717313,119.15581268165484,0.08860976897020252,0.8801542924321524
62.25,249.1490000000001,82.15569999999998,595.0315760226187,130.1854484922528,0.41871559433096256,0.6310666894917137
62.5,218.42599999999996,65.5586,594.0255373610762,130.25778848805112,0.3677047302887763,0.5032988872370873
62.75,193.81400000000008,72.21489999999999,611.2898715310109,133.36733289742074,0.3170574371117612,0.5414736759828882
63.0,174.05999999999997,59.71679999999999,622.0728903140189,136.03196045448652,0.279806438618689,0.43899095330600635
63.25,168.91499999999996,49.9622,630.1836543423894,139.0429339339091,0.268040909719035,0.3593292991339524
63.5,-13.030999999999947,66.11120000000001,683.5113264889959,122.26006565765907,-0.01906479014318095,0.5407423891388891
63.75,-7.798000000000002,49.91129999999998,669.0218293737555,139.3889306039959,-0.011655822960663925,0.35807219256024025
64.0,104.538,67.3558,610.6186703994845,138.50817336614864,0.17120013695553757,0.48629476776033886
64.25,135.125,58.1298,597.5815545985816,141.587520936124,0.22611976383837454,0.4105573684436834
64.5,109.5909999999999,52.6228,573.24155670118,135.5838670451809,0.191177695892567,0.3881199227225492
64.75,102.57900000000018,61.6775,563.6465414232142,136.40392157985883,0.18199171370942327,0.4521680849468128
65.0,100.64100000000008,47.71809999999999,551.872578160205,127.86901178493063,0.18236274818276016,0.3731795478349319
65.25,128.96800000000007,28.92,495.11712867605524,130.76578097970645,0.260479778481631,0.22115877550938268
