Descricao,Valor
kWh fornecido (EnergyMeter kWh),18250391.0
kWh da carga (Zone kWh),16540070.0
Zone losses (Zone Losses kWh),984077.0
Perdas na linha MT (Line Losses kWh),36202.0
Perdas nos trafos (Transformer Losses kWh),947881.0
Perdas em vazio ferro (No Load Losses kWh),890821.0
Perdas em carga cobre (Transformer - NoLoad) kWh,57060.0
