Descricao,Valor
kWh fornecido (EnergyMeter kWh),17017696.0
kWh da carga (Zone kWh),15126767.0
Zone losses (Zone Losses kWh),1005569.0
Perdas na linha MT (Line Losses kWh),36321.0
Perdas nos trafos (Transformer Losses kWh),969263.0
Perdas em vazio ferro (No Load Losses kWh),917073.0
Perdas em carga cobre (Transformer - NoLoad) kWh,52190.0
