Descricao,Valor
kWh fornecido (EnergyMeter kWh),10634731.0
kWh da carga (Zone kWh),14838577.0
Zone losses (Zone Losses kWh),984204.0
Perdas na linha MT (Line Losses kWh),26870.0
Perdas nos trafos (Transformer Losses kWh),957329.0
Perdas em vazio ferro (No Load Losses kWh),900412.0
Perdas em carga cobre (Transformer - NoLoad) kWh,56917.0
