Mes,Posto,N_pontos_SIM11,Consumo_P_SIM11_kWh,Consumo_Q_SIM11_kVArh,DemandaMax_P_SIM11_kW,DemandaMax_Q_SIM11_kVAr,N_pontos_META
JANEIRO,FORA_PONTA,2712,1501654.71725,161577.227375,4911.1,615.819,2712
JANEIRO,PONTA,264,36.086452900000005,17560.373375,67.7556,513.819,264
FEVEREIRO,FORA_PONTA,2448,1555769.809,168980.526075,5645.75,633.639,2448
FEVEREIRO,PONTA,240,916.3293979,19047.0561,393.773,553.234,240
MARCO,FORA_PONTA,2736,1672050.0475,169022.944775,5784.68,561.6030000000001,2736
MARCO,PONTA,240,4946.441342175,19296.731425,736.017,432.048,240
ABRIL,FORA_PONTA,2640,1280822.16025,107292.1375,4212.01,343.162,2640
ABRIL,PONTA,240,-0.9560324999999995,13276.963725,0.211701,405.199,240
MAIO,FORA_PONTA,2724,1338974.7455,95987.083875,4373.51,388.023,2724
MAIO,PONTA,252,830.3549429,13354.235925,406.332,300.784,252
JUNHO,FORA_PONTA,2640,1503567.7484,83875.5229475,4744.42,318.218,2640
JUNHO,PONTA,240,6589.2025069,12760.049925,554.4929999999999,282.59439999999995,240
JULHO,FORA_PONTA,2700,1498071.80275,73474.06704,5251.400000000001,316.317,2700
JULHO,PONTA,276,5877.113424825,12091.502225,1110.086,312.20500000000004,276
AGOSTO,FORA_PONTA,2724,1406080.89675,78281.3810275,4697.66,327.773,2724
AGOSTO,PONTA,252,990.461138,13213.2917775,265.4289,328.678,252
SETEMBRO,FORA_PONTA,2616,1314636.88825,86681.934275,4417.46,327.863,2616
SETEMBRO,PONTA,264,-0.539160999999999,13890.304975000001,0.176884,310.491,264
OUTUBRO,FORA_PONTA,2700,1356515.54505,105456.766275,4331.599999999999,429.882,2700
OUTUBRO,PONTA,276,171.492588275,16081.175375,186.9652,407.018,276
NOVEMBRO,FORA_PONTA,2652,1441080.019,123411.3057,5720.13,522.351,2652
NOVEMBRO,PONTA,228,4227.8913345500005,16366.852,1031.506,502.2610000000001,228
DEZEMBRO,FORA_PONTA,2712,1462262.7735,139770.13845,5623.77,559.882,2712
DEZEMBRO,PONTA,264,3471.990424875,18958.99725,847.674,532.87,264
