MES,DMFP (kW),DMP (kW),CFP (kWh),CP (kWh),UFP (kW),UP (kW),DCFP_c (kW),DCP_c (kW),"DCFP (R$32,84)","DCP  (R$83,34)","DCFP_c (R$27,26)","DCP_c  (R$69,17)","UFP  (R$65,68)","UP   (R$166,68)","CFP (R$0,15) TUSD","CP  (R$0,15) TUSD","CFP (R$0,37) TUE","CP  (R$0,59) TUE",R$TOTAL_MES
JAN,4911,68,1501655,36,0.0,0.0,389.0,792.0,161277.24,5667.12,10604.14,54782.64,0.0,0.0,225248.25,5.4,555612.35,21.24,1013218.38
FEV,5646,394,1555770,916,346.0,0.0,0.0,466.0,185414.64,32835.96,0.0,32233.22,22725.28,0.0,233365.5,137.4,575634.9,540.44,1082887.34
MAR,5785,736,1672050,4946,485.0,0.0,0.0,124.0,189979.4,61338.24,0.0,8577.08,31854.8,0.0,250807.5,741.9,618658.5,2918.14,1164875.56
ABR,4212,0,1280822,-1,0.0,0.0,1088.0,860.0,138322.08,0.0,29658.88,59486.2,0.0,0.0,192123.3,-0.15,473904.14,-0.59,893493.86
MAI,4374,406,1338975,830,0.0,0.0,926.0,454.0,143642.16,33836.04,25242.76,31403.18,0.0,0.0,200846.25,124.5,495420.75,489.7,931005.34
JUN,4744,554,1503568,6589,0.0,0.0,556.0,306.0,155792.96,46170.36,15156.56,21166.02,0.0,0.0,225535.2,988.35,556320.16,3887.51,1025017.12
JUL,5251,1110,1498072,5877,0.0,250.0,49.0,0.0,172442.84,92507.4,1335.74,0.0,0.0,41670.0,224710.8,881.55,554286.64,3467.43,1091302.4
AGO,4698,265,1406081,990,0.0,0.0,602.0,595.0,154282.32,22085.1,16410.52,41156.15,0.0,0.0,210912.15,148.5,520249.97,584.1,965828.81
SET,4417,0,1314637,-1,0.0,0.0,883.0,860.0,145054.28,0.0,24070.58,59486.2,0.0,0.0,197195.55,-0.15,486415.69,-0.59,912221.56
OUT,4332,187,1356516,171,0.0,0.0,968.0,673.0,142262.88,15584.58,26387.68,46551.41,0.0,0.0,203477.4,25.65,501910.92,100.89,936301.41
NOV,5720,1032,1441080,4228,420.0,172.0,0.0,0.0,187844.8,86006.88,0.0,0.0,27585.6,28668.96,216162.0,634.2,533199.6,2494.52,1082596.56
DEZ,5624,848,1462263,3472,324.0,0.0,0.0,12.0,184692.16,70672.32,0.0,830.04,21280.32,0.0,219339.45,520.8,541037.31,2048.48,1040420.88
TOTAIS,5785,1110,17331489,28053,,,,,,,,,,,,,,,12139169.220000003
