MES,DMFP (kW),DMP (kW),CFP (kWh),CP (kWh),UFP (kW),UP (kW),DCFP_c (kW),DCP_c (kW),"DCFP (R$32,84)","DCP  (R$83,34)","DCFP_c (R$27,26)","DCP_c  (R$69,17)","UFP  (R$65,68)","UP   (R$166,68)","CFP (R$0,15) TUSD","CP  (R$0,15) TUSD","CFP (R$0,37) TUE","CP  (R$0,59) TUE",R$TOTAL_MES
JAN,4476.0,0.0,1605176.0,-2,0.0,0.0,0.0,0.0,146991.84,0.0,0.0,0.0,0.0,0.0,240776.4,-0.3,593915.12,-1.18,981681.88
FEV,4483.0,0.0,1664727.0,-3,0.0,0.0,0.0,0.0,147221.72,0.0,0.0,0.0,0.0,0.0,249709.05,-0.45,615948.99,-1.77,1012877.54
MAR,4487.0,0.0,1789117.0,-3,0.0,0.0,0.0,0.0,147353.08,0.0,0.0,0.0,0.0,0.0,268367.55,-0.45,661973.29,-1.77,1077691.7
ABR,3931.0,0.0,1372048.0,-2,0.0,0.0,509.0,0.0,129094.04,0.0,13875.34,0.0,0.0,0.0,205807.2,-0.3,507657.76,-1.18,856432.86
MAI,3923.0,0.0,1429227.0,-3,0.0,0.0,517.0,0.0,128831.32,0.0,14093.42,0.0,0.0,0.0,214384.05,-0.45,528813.99,-1.77,886120.56
JUN,4482.0,0.0,1605642.0,-3,0.0,0.0,0.0,0.0,147188.88,0.0,0.0,0.0,0.0,0.0,240846.3,-0.45,594087.54,-1.77,982120.5
JUL,4477.0,0.0,1609028.0,-3,0.0,0.0,0.0,0.0,147024.68,0.0,0.0,0.0,0.0,0.0,241354.2,-0.45,595340.36,-1.77,983717.02
AGO,3924.0,0.0,1500320.0,-1,0.0,0.0,516.0,0.0,128864.16,0.0,14066.16,0.0,0.0,0.0,225048.0,-0.15,555118.4,-0.59,923095.98
SET,3923.0,0.0,1402047.0,-1,0.0,0.0,517.0,0.0,128831.32,0.0,14093.42,0.0,0.0,0.0,210307.05,-0.15,518757.39,-0.59,871988.44
OUT,4386.0,0.0,1446501.0,-2,0.0,0.0,54.0,0.0,144036.24,0.0,1472.04,0.0,0.0,0.0,216975.15,-0.3,535205.37,-1.18,897687.32
NOV,4484.0,0.0,1544722.0,-3,0.0,0.0,0.0,0.0,147254.56,0.0,0.0,0.0,0.0,0.0,231708.3,-0.45,571547.14,-1.77,950507.78
DEZ,4486.0,0.0,1565139.0,-3,0.0,0.0,0.0,0.0,147320.24,0.0,0.0,0.0,0.0,0.0,234770.85,-0.45,579101.43,-1.77,961190.3
TOTAIS,4487.0,0.0,18533694.0,-29,0.0,0.0,517.0,0.0,1690012.08,0.0,57600.38,0.0,0.0,0.0,2780054.1,-4.35,6857466.779999999,-17.11,11385111.88
CTOTAL,,,18533665.0,,,,,,,,,,,,,,,,
R$TOTAL,,,,,,,,,,,,,,,,,,,11385111.88
DCFP,4440.0,,,,,,,,,,,,,,,,,,
DCP,,0.0,,,,,,,,,,,,,,,,,
