Hora_decimal,P fase A,P fase B,P fase C,Q fase A,Q fase B,Q fase C
8016.0,0.426,0.502,1.18,0.0247,0.0867,-0.07
8016.25,0.397,0.46,1.27,0.0163,0.09,0.0313
8016.5,0.353,0.486,1.13,-0.035,0.0902,-0.11
8016.75,0.339,0.481,1.48,-0.053,0.0911,0.212
8017.0,0.335,0.46,1.23,-0.051,0.074,-0.071
8017.25,0.346,0.497,1.18,-0.065,0.0704,-0.12
8017.5,0.319,0.462,1.37,-0.072,0.0712,0.089
8017.75,0.325,0.485,1.22,-0.067,0.077,-0.067
8018.0,0.348,0.489,1.22,-0.043,0.0733,-0.073
8018.25,0.438,0.46,1.25,0.0151,0.0751,-0.017
8018.5,0.407,0.487,1.28,0.00569,0.0703,-0.049
8018.75,0.403,0.477,1.37,0.00655,0.07,0.119
8019.0,0.41,0.47,1.14,0.0153,0.07,-0.15
8019.25,0.414,0.499,1.13,0.0211,0.0702,-0.17
8019.5,0.397,0.46,1.51,0.00259,0.0788,0.24
8019.75,0.405,0.486,1.12,0.0141,0.0809,-0.11
8020.0,0.397,0.483,1.4,0.00807,0.0725,0.155
8020.25,0.404,0.46,1.13,0.018,0.0775,-0.2
8020.5,0.41,0.489,1.4,0.0261,0.0744,0.0797
8020.75,0.398,0.471,1.27,0.00982,0.0775,-0.0035
8021.0,0.371,0.46,1.15,-0.017,0.0787,-0.084
8021.25,0.311,0.499,1.35,-0.069,0.0746,0.0564
8021.5,0.261,0.46,1.16,-0.037,0.0896,-0.19
8021.75,0.274,0.472,1.31,-0.025,0.086,0.0502
8022.0,0.251,0.487,1.36,-0.048,0.0769,0.0791
8022.25,0.242,0.46,1.06,-0.058,0.08,-0.23
8022.5,0.541,0.486,1.25,-0.13,0.072,-0.02
8022.75,0.914,0.472,1.25,-0.11,0.0681,-0.038
8023.0,1.05,0.573,1.3,-0.12,0.0525,-0.03
8023.25,1.06,0.721,2.58,-0.12,0.0153,-0.02
8023.5,1.03,1.95,2.76,-0.13,-0.04,-0.2
8023.75,1.46,1.72,3.47,-0.2,-0.037,-0.44
8024.0,3.78,6.29,4.81,-0.45,-0.64,-0.17
8024.25,4.39,5.65,5.16,-0.45,-0.64,-0.6
8024.5,3.52,5.9,5.52,-0.33,-0.47,-0.42
8024.75,3.57,6.58,6.52,-0.32,-0.58,-0.42
8025.0,5.1,7.46,8.3,-0.45,-0.58,-0.82
8025.25,4.7,6.28,9.19,-0.37,-0.35,-0.53
8025.5,5.75,8.21,9.1,-0.31,-0.61,-0.45
8025.75,5.58,6.94,8.6,-0.36,-0.57,-0.66
8026.0,5.16,7.13,8.47,-0.41,-0.55,-0.36
8026.25,5.32,6.24,8.3,-0.48,-0.5,-0.47
8026.5,4.51,6.24,7.86,-0.46,-0.43,-0.47
8026.75,5.31,6.9,8.42,-0.41,-0.52,-0.14
8027.0,5.0,7.93,6.31,-0.36,-0.68,-0.47
8027.25,4.67,5.37,6.44,-0.35,-0.26,-0.34
8027.5,4.14,4.36,6.01,-0.21,0.023,-0.39
8027.75,4.37,4.41,6.91,-0.078,0.165,-0.33
8028.0,3.95,3.37,6.84,-0.11,0.113,-0.34
8028.25,4.58,4.23,5.45,-0.033,0.273,-0.55
8028.5,4.95,5.16,5.94,-0.056,0.575,-0.11
8028.75,4.2,5.1,7.69,-0.11,0.596,-0.52
8029.0,5.49,6.11,7.59,-0.18,0.527,-0.27
8029.25,6.73,7.14,7.07,-0.24,0.0656,-0.25
8029.5,7.59,8.78,8.88,-0.28,0.295,-0.12
8029.75,7.38,10.2,13.3,-0.33,0.275,0.0765
8030.0,10.3,11.3,17.5,-0.77,-0.0026,0.0105
8030.25,9.71,13.8,17.8,-0.84,0.0275,0.282
8030.5,10.6,13.4,16.3,-0.82,0.0296,0.463
8030.75,11.9,12.8,15.7,-0.68,-0.14,0.374
8031.0,12.1,15.4,16.2,-0.61,-0.12,0.396
8031.25,9.76,13.2,16.2,-0.59,0.116,0.497
8031.5,8.18,12.5,16.6,-0.44,0.141,0.189
8031.75,6.28,11.6,14.9,-0.38,0.277,-0.023
8032.0,5.02,11.4,13.0,-0.22,0.257,0.139
8032.25,4.89,10.3,11.1,-0.27,0.237,-0.16
8032.5,4.68,8.64,8.73,-0.24,0.286,-0.34
8032.75,4.68,8.37,9.0,-0.22,0.329,-0.6
8033.0,4.33,7.01,6.81,-0.12,0.293,-0.079
8033.25,3.93,4.64,4.69,-0.076,0.0684,-0.32
8033.5,3.16,3.48,3.79,-0.035,0.0117,0.0581
8033.75,2.44,2.13,2.99,-0.055,0.0426,-0.063
8034.0,2.18,0.891,1.58,-0.095,0.0657,0.0143
8034.25,1.72,0.723,1.33,0.00408,0.0904,0.241
8034.5,1.58,0.716,1.03,-0.014,0.0898,-0.0041
8034.75,1.02,0.679,1.02,0.0111,0.097,0.017
8035.0,1.49,0.705,1.05,-0.015,0.101,0.0662
8035.25,1.26,0.663,1.1,0.136,0.101,0.0292
8035.5,1.53,0.67,1.33,-0.021,0.0981,0.296
8035.75,1.13,0.685,0.772,0.00386,0.0884,-0.23
8036.0,1.34,0.652,1.17,0.132,0.0926,0.156
8036.25,1.64,0.689,1.03,0.069,0.0919,0.0481
8036.5,1.27,0.661,1.1,0.0623,0.0921,0.127
8036.75,1.41,0.659,1.09,0.0803,0.0974,0.0381
8037.0,1.44,0.692,1.06,0.0619,0.0919,0.0132
8037.25,1.27,0.65,1.19,0.105,0.0898,0.141
8037.5,1.69,0.672,0.892,0.134,0.0848,-0.094
8037.75,1.11,0.67,1.23,0.0339,0.0873,0.236
8038.0,1.06,0.651,0.938,0.0304,0.0905,-0.1
8038.25,1.3,0.71,1.05,-0.042,0.0951,0.0547
8038.5,1.3,0.66,1.13,0.0427,0.0996,0.112
8038.75,1.1,0.677,0.967,-0.02,0.0984,-0.095
8039.0,1.12,0.686,1.14,0.0373,0.0975,0.118
8039.25,1.15,0.671,1.01,0.0745,0.123,-0.044
8039.5,1.69,0.711,1.34,0.174,0.125,0.369
8039.75,1.37,0.675,0.931,0.186,0.117,-0.091
8040.0,1.15,0.685,0.918,0.0748,0.12,-0.14
8040.25,1.18,0.697,1.3,0.131,0.114,0.301
8040.5,1.25,0.673,0.941,0.128,0.12,-0.061
8040.75,1.16,0.697,1.0,0.0678,0.112,-0.033
8041.0,1.53,0.672,1.04,0.142,0.0974,0.000377
8041.25,0.966,0.666,1.06,0.0642,0.1,0.0504
8041.5,0.986,0.7,1.12,0.00558,0.1,0.14
8041.75,0.814,0.67,0.97,-0.019,0.103,-0.096
8042.0,1.03,0.696,1.03,0.0492,0.0996,-0.041
8042.25,0.966,0.679,1.14,0.0668,0.1,0.16
8042.5,0.853,0.666,1.02,0.00889,0.104,-0.0019
8042.75,0.751,0.711,0.956,0.0127,0.109,-0.0059
8043.0,0.957,0.674,1.27,-0.0075,0.119,0.29
8043.25,1.23,0.687,0.982,0.117,0.118,-0.036
8043.5,1.1,0.7,0.928,0.122,0.117,-0.1
8043.75,0.682,0.687,1.22,0.123,0.115,0.193
8044.0,1.13,0.711,0.967,0.125,0.116,-0.097
8044.25,1.1,0.678,1.16,0.162,0.117,0.174
8044.5,0.727,0.665,0.954,0.124,0.1,-0.09
8044.75,1.2,0.698,0.954,0.105,0.0987,-0.093
8045.0,0.916,0.662,1.22,0.0906,0.1,0.21
8045.25,0.722,0.688,0.968,0.0854,0.1,-0.054
8045.5,0.86,0.679,1.04,0.0549,0.1,0.00105
8045.75,0.673,0.668,1.1,0.066,0.1,0.066
8046.0,0.672,0.703,0.894,0.0698,0.0944,-0.12
8046.25,0.8,0.663,1.1,0.0352,0.0916,0.0572
8046.5,1.29,0.67,1.25,-0.095,0.0896,0.246
8046.75,1.39,0.781,0.866,-0.13,0.0821,-0.16
8047.0,1.56,1.63,1.28,-0.16,0.0891,0.246
8047.25,2.22,1.42,3.3,0.0173,0.0712,-0.0041
8047.5,1.91,1.64,3.76,-0.0065,0.0561,-0.39
8047.75,1.89,5.06,4.82,-0.12,-0.1,-0.28
8048.0,3.76,6.74,5.24,-0.22,-0.29,-0.21
8048.25,3.87,6.54,4.78,-0.31,-0.22,-0.48
8048.5,2.75,9.05,6.75,-0.16,-0.19,-0.56
8048.75,2.49,9.8,6.19,-0.12,-0.16,-0.61
8049.0,2.62,9.88,6.19,-0.13,-0.13,-0.43
8049.25,2.81,9.47,6.09,-0.17,-0.015,-0.49
8049.5,2.52,7.89,5.99,-0.2,0.0337,-0.64
8049.75,2.95,8.76,7.26,-0.26,-0.034,-0.073
8050.0,5.43,8.36,6.13,-0.46,-0.13,-0.46
8050.25,5.1,8.51,5.33,-0.48,-0.19,-0.21
8050.5,5.22,7.69,5.58,-0.42,-0.19,-0.31
8050.75,5.92,5.44,6.69,-0.4,-0.1,-0.53
8051.0,6.0,5.6,6.75,-0.42,-0.22,-0.32
8051.25,5.68,6.26,5.1,-0.43,-0.38,-0.47
8051.5,7.33,5.14,4.73,-0.38,-0.39,-0.037
8051.75,6.65,5.45,4.6,-0.13,-0.43,-0.38
8052.0,5.86,6.44,6.22,-0.22,-0.42,0.0778
8052.25,3.92,5.58,7.5,-0.11,-0.43,-0.46
8052.5,3.45,8.04,8.65,-0.13,-0.49,-0.18
8052.75,4.62,10.7,8.42,-0.18,-0.47,-0.34
8053.0,6.95,13.3,9.02,-0.24,-0.43,-0.0028
8053.25,7.1,12.3,11.9,-0.38,-0.37,-0.48
8053.5,6.5,11.4,15.8,-0.34,-0.3,-0.91
8053.75,10.2,9.67,17.0,-0.63,-0.18,-0.79
8054.0,10.5,12.1,18.5,-0.57,0.192,-1.0
8054.25,8.93,11.4,20.1,-0.43,0.2,-0.85
8054.5,9.09,10.2,19.7,-0.49,0.255,-1.0
8054.75,11.1,10.7,20.0,-0.55,0.188,-0.68
8055.0,9.65,11.5,19.4,-0.54,0.397,-0.63
8055.25,9.94,13.6,18.9,-0.47,0.779,-0.57
8055.5,10.9,15.1,17.4,-0.5,0.71,-0.49
8055.75,10.3,12.8,17.4,-0.43,0.598,-0.53
8056.0,9.72,12.2,14.8,-0.42,0.2,-0.71
8056.25,6.72,7.91,14.1,-0.33,-0.018,-0.4
8056.5,5.27,8.6,11.3,-0.33,-0.0084,-0.33
8056.75,5.05,8.32,7.52,-0.22,-0.061,-0.28
8057.0,4.91,6.68,7.73,-0.18,-0.031,0.117
8057.25,5.0,6.34,6.97,-0.16,-0.012,0.0245
8057.5,3.74,4.11,5.34,-0.14,-0.069,-0.29
8057.75,3.57,2.73,5.16,-0.12,-0.058,0.000476
8058.0,3.39,2.89,4.68,-0.069,-0.076,0.184
8058.25,2.55,2.62,3.65,-0.049,0.000426,-0.12
8058.5,1.12,2.26,1.84,0.0734,0.0402,0.182
8058.75,0.474,2.08,1.28,0.108,0.0967,0.245
8059.0,0.472,2.15,1.18,0.107,0.0976,0.0845
8059.25,0.482,2.05,1.16,0.118,0.098,0.0782
8059.5,0.587,2.1,1.12,0.125,0.0861,0.0561
8059.75,0.557,1.97,1.05,0.0772,0.069,0.0231
8060.0,0.544,1.81,1.35,0.0637,0.0908,0.213
8060.25,0.543,1.93,1.02,0.0664,0.0679,-0.061
8060.5,0.549,1.98,1.35,0.0761,0.0818,0.277
8060.75,0.56,1.89,0.963,0.09,0.0824,-0.089
8061.0,0.549,1.74,1.28,0.0773,0.0963,0.258
8061.25,0.552,1.7,1.17,0.0785,0.0883,0.0711
8061.5,0.546,1.73,1.13,0.0725,0.0884,0.0579
8061.75,0.551,1.49,1.16,0.0786,0.104,0.09
8062.0,0.568,1.57,0.981,0.0979,0.131,-0.03
8062.25,0.582,1.47,1.32,0.0962,0.143,0.289
8062.5,0.556,1.42,0.885,0.0925,0.147,-0.17
8062.75,0.561,1.65,1.16,0.1,0.158,0.114
8063.0,0.57,1.49,1.28,0.118,0.172,0.216
8063.25,0.569,1.63,1.04,0.117,0.17,-0.095
8063.5,0.49,1.42,1.21,0.0171,0.16,0.138
8063.75,0.489,1.42,0.935,0.0134,0.166,-0.077
8064.0,0.492,1.55,1.39,0.0152,0.173,0.39
8064.25,0.498,1.36,1.1,0.0111,0.134,0.0512
8064.5,0.494,1.39,1.02,0.01,0.1,-0.1
