segmento_idx,posto,hora_ini,n_steps,soc_inicial_m1_pct,soc_final_m1_pct,soc_inicial_m2_pct,soc_final_m2_pct,soc_inicial_m3_pct,soc_final_m3_pct,soc_inicial_m4_pct,soc_final_m4_pct,soc_inicial_m5_pct,soc_final_m5_pct,soc_inicial_m6_pct,soc_final_m6_pct,monitor_bessm1_csv,monitor_bessm2_csv,monitor_bessm3_csv,monitor_bessm4_csv,monitor_bessm5_csv,monitor_bessm6_csv
10,FORA_PONTA,188.75,84,82.1999,100.0,82.1999,100.0,82.1999,100.0,82.1999,100.0,82.1999,100.0,82.1999,100.0,C:\Users\afole\OneDrive\Dissertacao2025\Simulacao 030 segmentos_pass1_sem_hvac_int_ano_2028\UFSM_Mon_BESSM1_IN_s00010_FORA_PONTA.csv,C:\Users\afole\OneDrive\Dissertacao2025\Simulacao 030 segmentos_pass1_sem_hvac_int_ano_2028\UFSM_Mon_BESSM2_IN_s00010_FORA_PONTA.csv,C:\Users\afole\OneDrive\Dissertacao2025\Simulacao 030 segmentos_pass1_sem_hvac_int_ano_2028\UFSM_Mon_BESSM3_IN_s00010_FORA_PONTA.csv,C:\Users\afole\OneDrive\Dissertacao2025\Simulacao 030 segmentos_pass1_sem_hvac_int_ano_2028\UFSM_Mon_BESSM4_IN_s00010_FORA_PONTA.csv,C:\Users\afole\OneDrive\Dissertacao2025\Simulacao 030 segmentos_pass1_sem_hvac_int_ano_2028\UFSM_Mon_BESSM5_IN_s00010_FORA_PONTA.csv,C:\Users\afole\OneDrive\Dissertacao2025\Simulacao 030 segmentos_pass1_sem_hvac_int_ano_2028\UFSM_Mon_BESSM6_IN_s00010_FORA_PONTA.csv
11,PONTA,209.75,12,100.0,81.7438,100.0,81.7437,100.0,81.7438,100.0,81.7438,100.0,81.7438,100.0,81.7438,C:\Users\afole\OneDrive\Dissertacao2025\Simulacao 030 segmentos_pass1_sem_hvac_int_ano_2028\UFSM_Mon_BESSM1_IN_s00011_PONTA.csv,C:\Users\afole\OneDrive\Dissertacao2025\Simulacao 030 segmentos_pass1_sem_hvac_int_ano_2028\UFSM_Mon_BESSM2_IN_s00011_PONTA.csv,C:\Users\afole\OneDrive\Dissertacao2025\Simulacao 030 segmentos_pass1_sem_hvac_int_ano_2028\UFSM_Mon_BESSM3_IN_s00011_PONTA.csv,C:\Users\afole\OneDrive\Dissertacao2025\Simulacao 030 segmentos_pass1_sem_hvac_int_ano_2028\UFSM_Mon_BESSM4_IN_s00011_PONTA.csv,C:\Users\afole\OneDrive\Dissertacao2025\Simulacao 030 segmentos_pass1_sem_hvac_int_ano_2028\UFSM_Mon_BESSM5_IN_s00011_PONTA.csv,C:\Users\afole\OneDrive\Dissertacao2025\Simulacao 030 segmentos_pass1_sem_hvac_int_ano_2028\UFSM_Mon_BESSM6_IN_s00011_PONTA.csv
12,FORA_PONTA,212.75,84,81.7438,100.0,81.7437,100.0,81.7438,100.0,81.7438,100.0,81.7438,100.0,81.7438,100.0,C:\Users\afole\OneDrive\Dissertacao2025\Simulacao 030 segmentos_pass1_sem_hvac_int_ano_2028\UFSM_Mon_BESSM1_IN_s00012_FORA_PONTA.csv,C:\Users\afole\OneDrive\Dissertacao2025\Simulacao 030 segmentos_pass1_sem_hvac_int_ano_2028\UFSM_Mon_BESSM2_IN_s00012_FORA_PONTA.csv,C:\Users\afole\OneDrive\Dissertacao2025\Simulacao 030 segmentos_pass1_sem_hvac_int_ano_2028\UFSM_Mon_BESSM3_IN_s00012_FORA_PONTA.csv,C:\Users\afole\OneDrive\Dissertacao2025\Simulacao 030 segmentos_pass1_sem_hvac_int_ano_2028\UFSM_Mon_BESSM4_IN_s00012_FORA_PONTA.csv,C:\Users\afole\OneDrive\Dissertacao2025\Simulacao 030 segmentos_pass1_sem_hvac_int_ano_2028\UFSM_Mon_BESSM5_IN_s00012_FORA_PONTA.csv,C:\Users\afole\OneDrive\Dissertacao2025\Simulacao 030 segmentos_pass1_sem_hvac_int_ano_2028\UFSM_Mon_BESSM6_IN_s00012_FORA_PONTA.csv
13,PONTA,233.75,12,100.0,79.8874,100.0,79.8874,100.0,79.8874,100.0,79.8874,100.0,79.8874,100.0,79.8874,C:\Users\afole\OneDrive\Dissertacao2025\Simulacao 030 segmentos_pass1_sem_hvac_int_ano_2028\UFSM_Mon_BESSM1_IN_s00013_PONTA.csv,C:\Users\afole\OneDrive\Dissertacao2025\Simulacao 030 segmentos_pass1_sem_hvac_int_ano_2028\UFSM_Mon_BESSM2_IN_s00013_PONTA.csv,C:\Users\afole\OneDrive\Dissertacao2025\Simulacao 030 segmentos_pass1_sem_hvac_int_ano_2028\UFSM_Mon_BESSM3_IN_s00013_PONTA.csv,C:\Users\afole\OneDrive\Dissertacao2025\Simulacao 030 segmentos_pass1_sem_hvac_int_ano_2028\UFSM_Mon_BESSM4_IN_s00013_PONTA.csv,C:\Users\afole\OneDrive\Dissertacao2025\Simulacao 030 segmentos_pass1_sem_hvac_int_ano_2028\UFSM_Mon_BESSM5_IN_s00013_PONTA.csv,C:\Users\afole\OneDrive\Dissertacao2025\Simulacao 030 segmentos_pass1_sem_hvac_int_ano_2028\UFSM_Mon_BESSM6_IN_s00013_PONTA.csv
14,FORA_PONTA,236.75,276,79.8874,100.0,79.8874,100.0,79.8874,100.0,79.8874,100.0,79.8874,100.0,79.8874,100.0,C:\Users\afole\OneDrive\Dissertacao2025\Simulacao 030 segmentos_pass1_sem_hvac_int_ano_2028\UFSM_Mon_BESSM1_IN_s00014_FORA_PONTA.csv,C:\Users\afole\OneDrive\Dissertacao2025\Simulacao 030 segmentos_pass1_sem_hvac_int_ano_2028\UFSM_Mon_BESSM2_IN_s00014_FORA_PONTA.csv,C:\Users\afole\OneDrive\Dissertacao2025\Simulacao 030 segmentos_pass1_sem_hvac_int_ano_2028\UFSM_Mon_BESSM3_IN_s00014_FORA_PONTA.csv,C:\Users\afole\OneDrive\Dissertacao2025\Simulacao 030 segmentos_pass1_sem_hvac_int_ano_2028\UFSM_Mon_BESSM4_IN_s00014_FORA_PONTA.csv,C:\Users\afole\OneDrive\Dissertacao2025\Simulacao 030 segmentos_pass1_sem_hvac_int_ano_2028\UFSM_Mon_BESSM5_IN_s00014_FORA_PONTA.csv,C:\Users\afole\OneDrive\Dissertacao2025\Simulacao 030 segmentos_pass1_sem_hvac_int_ano_2028\UFSM_Mon_BESSM6_IN_s00014_FORA_PONTA.csv
15,PONTA,305.75,12,100.0,81.4449,100.0,81.4449,100.0,81.4449,100.0,81.4449,100.0,81.4449,100.0,81.4449,C:\Users\afole\OneDrive\Dissertacao2025\Simulacao 030 segmentos_pass1_sem_hvac_int_ano_2028\UFSM_Mon_BESSM1_IN_s00015_PONTA.csv,C:\Users\afole\OneDrive\Dissertacao2025\Simulacao 030 segmentos_pass1_sem_hvac_int_ano_2028\UFSM_Mon_BESSM2_IN_s00015_PONTA.csv,C:\Users\afole\OneDrive\Dissertacao2025\Simulacao 030 segmentos_pass1_sem_hvac_int_ano_2028\UFSM_Mon_BESSM3_IN_s00015_PONTA.csv,C:\Users\afole\OneDrive\Dissertacao2025\Simulacao 030 segmentos_pass1_sem_hvac_int_ano_2028\UFSM_Mon_BESSM4_IN_s00015_PONTA.csv,C:\Users\afole\OneDrive\Dissertacao2025\Simulacao 030 segmentos_pass1_sem_hvac_int_ano_2028\UFSM_Mon_BESSM5_IN_s00015_PONTA.csv,C:\Users\afole\OneDrive\Dissertacao2025\Simulacao 030 segmentos_pass1_sem_hvac_int_ano_2028\UFSM_Mon_BESSM6_IN_s00015_PONTA.csv
16,FORA_PONTA,308.75,84,81.4449,100.0,81.4449,100.0,81.4449,100.0,81.4449,100.0,81.4449,100.0,81.4449,100.0,C:\Users\afole\OneDrive\Dissertacao2025\Simulacao 030 segmentos_pass1_sem_hvac_int_ano_2028\UFSM_Mon_BESSM1_IN_s00016_FORA_PONTA.csv,C:\Users\afole\OneDrive\Dissertacao2025\Simulacao 030 segmentos_pass1_sem_hvac_int_ano_2028\UFSM_Mon_BESSM2_IN_s00016_FORA_PONTA.csv,C:\Users\afole\OneDrive\Dissertacao2025\Simulacao 030 segmentos_pass1_sem_hvac_int_ano_2028\UFSM_Mon_BESSM3_IN_s00016_FORA_PONTA.csv,C:\Users\afole\OneDrive\Dissertacao2025\Simulacao 030 segmentos_pass1_sem_hvac_int_ano_2028\UFSM_Mon_BESSM4_IN_s00016_FORA_PONTA.csv,C:\Users\afole\OneDrive\Dissertacao2025\Simulacao 030 segmentos_pass1_sem_hvac_int_ano_2028\UFSM_Mon_BESSM5_IN_s00016_FORA_PONTA.csv,C:\Users\afole\OneDrive\Dissertacao2025\Simulacao 030 segmentos_pass1_sem_hvac_int_ano_2028\UFSM_Mon_BESSM6_IN_s00016_FORA_PONTA.csv
17,PONTA,329.75,12,100.0,81.0726,100.0,81.0726,100.0,81.0726,100.0,81.0726,100.0,81.0726,100.0,81.0726,C:\Users\afole\OneDrive\Dissertacao2025\Simulacao 030 segmentos_pass1_sem_hvac_int_ano_2028\UFSM_Mon_BESSM1_IN_s00017_PONTA.csv,C:\Users\afole\OneDrive\Dissertacao2025\Simulacao 030 segmentos_pass1_sem_hvac_int_ano_2028\UFSM_Mon_BESSM2_IN_s00017_PONTA.csv,C:\Users\afole\OneDrive\Dissertacao2025\Simulacao 030 segmentos_pass1_sem_hvac_int_ano_2028\UFSM_Mon_BESSM3_IN_s00017_PONTA.csv,C:\Users\afole\OneDrive\Dissertacao2025\Simulacao 030 segmentos_pass1_sem_hvac_int_ano_2028\UFSM_Mon_BESSM4_IN_s00017_PONTA.csv,C:\Users\afole\OneDrive\Dissertacao2025\Simulacao 030 segmentos_pass1_sem_hvac_int_ano_2028\UFSM_Mon_BESSM5_IN_s00017_PONTA.csv,C:\Users\afole\OneDrive\Dissertacao2025\Simulacao 030 segmentos_pass1_sem_hvac_int_ano_2028\UFSM_Mon_BESSM6_IN_s00017_PONTA.csv
18,FORA_PONTA,332.75,84,81.0726,100.0,81.0726,100.0,81.0726,100.0,81.0726,100.0,81.0726,100.0,81.0726,100.0,C:\Users\afole\OneDrive\Dissertacao2025\Simulacao 030 segmentos_pass1_sem_hvac_int_ano_2028\UFSM_Mon_BESSM1_IN_s00018_FORA_PONTA.csv,C:\Users\afole\OneDrive\Dissertacao2025\Simulacao 030 segmentos_pass1_sem_hvac_int_ano_2028\UFSM_Mon_BESSM2_IN_s00018_FORA_PONTA.csv,C:\Users\afole\OneDrive\Dissertacao2025\Simulacao 030 segmentos_pass1_sem_hvac_int_ano_2028\UFSM_Mon_BESSM3_IN_s00018_FORA_PONTA.csv,C:\Users\afole\OneDrive\Dissertacao2025\Simulacao 030 segmentos_pass1_sem_hvac_int_ano_2028\UFSM_Mon_BESSM4_IN_s00018_FORA_PONTA.csv,C:\Users\afole\OneDrive\Dissertacao2025\Simulacao 030 segmentos_pass1_sem_hvac_int_ano_2028\UFSM_Mon_BESSM5_IN_s00018_FORA_PONTA.csv,C:\Users\afole\OneDrive\Dissertacao2025\Simulacao 030 segmentos_pass1_sem_hvac_int_ano_2028\UFSM_Mon_BESSM6_IN_s00018_FORA_PONTA.csv
19,PONTA,353.75,12,100.0,80.5737,100.0,80.5737,100.0,80.5737,100.0,80.5737,100.0,80.5737,100.0,80.5737,C:\Users\afole\OneDrive\Dissertacao2025\Simulacao 030 segmentos_pass1_sem_hvac_int_ano_2028\UFSM_Mon_BESSM1_IN_s00019_PONTA.csv,C:\Users\afole\OneDrive\Dissertacao2025\Simulacao 030 segmentos_pass1_sem_hvac_int_ano_2028\UFSM_Mon_BESSM2_IN_s00019_PONTA.csv,C:\Users\afole\OneDrive\Dissertacao2025\Simulacao 030 segmentos_pass1_sem_hvac_int_ano_2028\UFSM_Mon_BESSM3_IN_s00019_PONTA.csv,C:\Users\afole\OneDrive\Dissertacao2025\Simulacao 030 segmentos_pass1_sem_hvac_int_ano_2028\UFSM_Mon_BESSM4_IN_s00019_PONTA.csv,C:\Users\afole\OneDrive\Dissertacao2025\Simulacao 030 segmentos_pass1_sem_hvac_int_ano_2028\UFSM_Mon_BESSM5_IN_s00019_PONTA.csv,C:\Users\afole\OneDrive\Dissertacao2025\Simulacao 030 segmentos_pass1_sem_hvac_int_ano_2028\UFSM_Mon_BESSM6_IN_s00019_PONTA.csv
20,FORA_PONTA,356.75,84,80.5737,100.0,80.5737,100.0,80.5737,100.0,80.5737,100.0,80.5737,100.0,80.5737,100.0,C:\Users\afole\OneDrive\Dissertacao2025\Simulacao 030 segmentos_pass1_sem_hvac_int_ano_2028\UFSM_Mon_BESSM1_IN_s00020_FORA_PONTA.csv,C:\Users\afole\OneDrive\Dissertacao2025\Simulacao 030 segmentos_pass1_sem_hvac_int_ano_2028\UFSM_Mon_BESSM2_IN_s00020_FORA_PONTA.csv,C:\Users\afole\OneDrive\Dissertacao2025\Simulacao 030 segmentos_pass1_sem_hvac_int_ano_2028\UFSM_Mon_BESSM3_IN_s00020_FORA_PONTA.csv,C:\Users\afole\OneDrive\Dissertacao2025\Simulacao 030 segmentos_pass1_sem_hvac_int_ano_2028\UFSM_Mon_BESSM4_IN_s00020_FORA_PONTA.csv,C:\Users\afole\OneDrive\Dissertacao2025\Simulacao 030 segmentos_pass1_sem_hvac_int_ano_2028\UFSM_Mon_BESSM5_IN_s00020_FORA_PONTA.csv,C:\Users\afole\OneDrive\Dissertacao2025\Simulacao 030 segmentos_pass1_sem_hvac_int_ano_2028\UFSM_Mon_BESSM6_IN_s00020_FORA_PONTA.csv
21,PONTA,377.75,12,100.0,80.8941,100.0,80.8941,100.0,80.8941,100.0,80.8941,100.0,80.8941,100.0,80.8941,C:\Users\afole\OneDrive\Dissertacao2025\Simulacao 030 segmentos_pass1_sem_hvac_int_ano_2028\UFSM_Mon_BESSM1_IN_s00021_PONTA.csv,C:\Users\afole\OneDrive\Dissertacao2025\Simulacao 030 segmentos_pass1_sem_hvac_int_ano_2028\UFSM_Mon_BESSM2_IN_s00021_PONTA.csv,C:\Users\afole\OneDrive\Dissertacao2025\Simulacao 030 segmentos_pass1_sem_hvac_int_ano_2028\UFSM_Mon_BESSM3_IN_s00021_PONTA.csv,C:\Users\afole\OneDrive\Dissertacao2025\Simulacao 030 segmentos_pass1_sem_hvac_int_ano_2028\UFSM_Mon_BESSM4_IN_s00021_PONTA.csv,C:\Users\afole\OneDrive\Dissertacao2025\Simulacao 030 segmentos_pass1_sem_hvac_int_ano_2028\UFSM_Mon_BESSM5_IN_s00021_PONTA.csv,C:\Users\afole\OneDrive\Dissertacao2025\Simulacao 030 segmentos_pass1_sem_hvac_int_ano_2028\UFSM_Mon_BESSM6_IN_s00021_PONTA.csv
