MES,DMFP (kW),DMP (kW),CFP (kWh),CP (kWh),UFP (kW),UP (kW),DCFP_c (kW),DCP_c (kW),"DCFP (R$32,84)","DCP  (R$83,34)","DCFP_c (R$27,26)","DCP_c  (R$69,17)","UFP  (R$65,68)","UP   (R$166,68)","CFP (R$0,15) TUSD","CP  (R$0,15) TUSD","CFP (R$0,37) TUE","CP  (R$0,59) TUE",R$TOTAL_MES
JAN,4500,0,1440763,-2,0.0,0.0,0.0,0.0,147780.0,0.0,0.0,0.0,0.0,0.0,216114.45,-0.3,533082.31,-1.18,896975.28
FEV,4544,0,1491783,-3,0.0,0.0,0.0,0.0,149224.96,0.0,0.0,0.0,0.0,0.0,223767.45,-0.45,551959.71,-1.77,924949.9
MAR,4543,0,1604372,-3,0.0,0.0,0.0,0.0,149192.12,0.0,0.0,0.0,0.0,0.0,240655.8,-0.45,593617.64,-1.77,983463.34
ABR,3539,0,1228792,-1,0.0,0.0,961.0,0.0,116220.76,0.0,26196.86,0.0,0.0,0.0,184318.8,-0.15,454653.04,-0.59,781388.72
MAI,3534,0,1285083,-3,0.0,0.0,966.0,0.0,116056.56,0.0,26333.16,0.0,0.0,0.0,192762.45,-0.45,475480.71,-1.77,810630.66
JUN,4427,0,1443061,-2,0.0,0.0,73.0,0.0,145382.68,0.0,1989.98,0.0,0.0,0.0,216459.15,-0.3,533932.57,-1.18,897762.9
JUL,4542,71,1444942,18,0.0,71.0,0.0,0.0,149159.28,5917.14,0.0,0.0,0.0,11834.28,216741.3,2.7,534628.54,10.62,918293.86
AGO,3535,0,1348660,-1,0.0,0.0,965.0,0.0,116089.4,0.0,26305.9,0.0,0.0,0.0,202299.0,-0.15,499004.2,-0.59,843697.76
SET,3534,0,1262219,-1,0.0,0.0,966.0,0.0,116056.56,0.0,26333.16,0.0,0.0,0.0,189332.85,-0.15,467021.03,-0.59,798742.86
OUT,3949,0,1301678,-2,0.0,0.0,551.0,0.0,129685.16,0.0,15020.26,0.0,0.0,0.0,195251.7,-0.3,481620.86,-1.18,821576.5
NOV,4545,0,1385907,-3,0.0,0.0,0.0,0.0,149257.8,0.0,0.0,0.0,0.0,0.0,207886.05,-0.45,512785.59,-1.77,869927.22
DEZ,4536,0,1404694,-3,0.0,0.0,0.0,0.0,148962.24,0.0,0.0,0.0,0.0,0.0,210704.1,-0.45,519736.78,-1.77,879400.9
TOTAIS,4545,71,16641954,-6,,,,,,,,,,,,,,,10426809.900000002
