Descricao,Valor
kWh fornecido (EnergyMeter kWh),16671299.0
kWh da carga (Zone kWh),14904110.0
Zone losses (Zone Losses kWh),970470.0
Perdas na linha MT (Line Losses kWh),29902.0
Perdas nos trafos (Transformer Losses kWh),940568.0
Perdas em vazio ferro (No Load Losses kWh),893197.0
Perdas em carga cobre (Transformer - NoLoad) kWh,47371.0
