MES,DMFP (kW),DMP (kW),CFP (kWh),CP (kWh),UFP (kW),UP (kW),DCFP_c (kW),DCP_c (kW),"DCFP (R$32,84)","DCP  (R$83,34)","DCFP_c (R$27,26)","DCP_c  (R$69,17)","UFP  (R$65,68)","UP   (R$166,68)","CFP (R$0,15) TUSD","CP  (R$0,15) TUSD","CFP (R$0,37) TUE","CP  (R$0,59) TUE",R$TOTAL_MES
JAN,5030.0,0.0,1529692.0,-3,0.0,0.0,320.0,129.0,165185.2,0.0,8723.2,8922.93,0.0,0.0,229453.8,-0.45,565986.04,-1.77,978268.95
FEV,5711.0,0.0,1582741.0,-3,361.0,0.0,0.0,129.0,187549.24,0.0,0.0,8922.93,23710.48,0.0,237411.15,-0.45,585614.17,-1.77,1043205.75
MAR,5851.0,26.0,1707675.0,4,501.0,0.0,0.0,103.0,192146.84,2166.84,0.0,7124.51,32905.68,0.0,256151.25,0.6,631839.75,2.36,1122337.83
ABR,5020.0,0.0,1302292.0,-2,0.0,0.0,330.0,129.0,164856.8,0.0,8995.8,8922.93,0.0,0.0,195343.8,-0.3,481848.04,-1.18,859965.89
MAI,5184.0,0.0,1364032.0,-3,0.0,0.0,166.0,129.0,170242.56,0.0,4525.16,8922.93,0.0,0.0,204604.8,-0.45,504691.84,-1.77,892985.07
JUN,5393.0,0.0,1537776.0,-2,0.0,0.0,0.0,129.0,177106.12,0.0,0.0,8922.93,0.0,0.0,230666.4,-0.3,568977.12,-1.18,985671.09
JUL,5396.0,402.0,1531207.0,603,0.0,273.0,0.0,0.0,177204.64,33502.68,0.0,0.0,0.0,45503.64,229681.05,90.45,566546.59,355.77,1052884.82
AGO,5391.0,0.0,1433098.0,-1,0.0,0.0,0.0,129.0,177040.44,0.0,0.0,8922.93,0.0,0.0,214964.7,-0.15,530246.26,-0.59,931173.59
SET,5229.0,0.0,1341298.0,-1,0.0,0.0,121.0,129.0,171720.36,0.0,3298.46,8922.93,0.0,0.0,201194.7,-0.15,496280.26,-0.59,881415.97
OUT,5141.0,0.0,1380346.0,-2,0.0,0.0,209.0,129.0,168830.44,0.0,5697.34,8922.93,0.0,0.0,207051.9,-0.3,510728.02,-1.18,901229.15
NOV,5786.0,324.0,1469594.0,140,436.0,195.0,0.0,0.0,190012.24,27002.16,0.0,0.0,28636.48,32502.6,220439.1,21.0,543749.78,82.6,1042445.96
DEZ,5688.0,139.0,1492441.0,37,338.0,10.0,0.0,0.0,186793.92,11584.26,0.0,0.0,22199.84,1666.8,223866.15,5.55,552203.17,21.83,998341.52
TOTAIS,5851.0,402.0,17672192.0,767,501.0,273.0,330.0,129.0,2128688.8000000003,74255.94,31239.96,78507.95000000001,107452.48,79673.04,2650828.8,115.05,6538711.04,452.53000000000003,11689925.59
CTOTAL,,,17672959.0,,,,,,,,,,,,,,,,
R$TOTAL,,,,,,,,,,,,,,,,,,,11689925.59
DCFP,5350.0,,,,,,,,,,,,,,,,,,
DCP,,129.0,,,,,,,,,,,,,,,,,
