Mes,Posto,N_pontos_SIM12,Consumo_P_SIM12_kWh,Consumo_Q_SIM12_kVArh,DemandaMax_P_SIM12_kW,DemandaMax_Q_SIM12_kVAr,N_pontos_META
JANEIRO,FORA_PONTA,2712,1529692.28125,174025.265225,5030.24,637.118,2712
JANEIRO,PONTA,264,-2.8704192499999985,17761.202825,0.2125379999999999,512.995,264
FEVEREIRO,FORA_PONTA,2448,1582740.9295,180438.298855,5710.55,655.0,2448
FEVEREIRO,PONTA,240,-3.1331223749999992,19064.280825,0.2390479999999999,566.072,240
MARCO,FORA_PONTA,2736,1707675.236,182005.775775,5850.77,582.364,2736
MARCO,PONTA,240,4.007809825000001,19423.761975,26.49366,489.636,240
ABRIL,FORA_PONTA,2640,1302291.77375,118672.481175,5020.28,409.152,2640
ABRIL,PONTA,240,-2.0336065249999993,13265.670075,0.2026539999999999,399.138,240
MAIO,FORA_PONTA,2724,1364031.62,107781.519275,5184.27,433.759,2724
MAIO,PONTA,252,-2.7203478499999987,13306.592725,0.262972,297.0142,252
JUNHO,FORA_PONTA,2640,1537776.498375,95748.00338,5393.01,390.069,2640
JUNHO,PONTA,240,-1.951767074999999,12951.523525,0.235478,293.4436,240
JULHO,FORA_PONTA,2700,1531207.14125,85369.9312175,5395.65,354.928,2700
JULHO,PONTA,276,603.133081325,12447.744200000001,401.565,366.449,276
AGOSTO,FORA_PONTA,2724,1433098.41025,90007.8736725,5391.12,386.137,2724
AGOSTO,PONTA,252,-1.1175934249999995,13099.73827,0.2304429999999999,321.742,252
SETEMBRO,FORA_PONTA,2616,1341298.17675,98105.9232,5229.24,398.885,2616
SETEMBRO,PONTA,264,-1.40298,13844.91525,0.200003,304.185,264
OUTUBRO,FORA_PONTA,2700,1380346.010275,117177.856495,5141.05,459.425,2700
OUTUBRO,PONTA,276,-2.09445735,16077.864575,0.223428,403.079,276
NOVEMBRO,FORA_PONTA,2652,1469593.75475,135341.012675,5785.74,542.799,2652
NOVEMBRO,PONTA,228,140.215339825,16565.439075000002,323.922,559.76,228
DEZEMBRO,FORA_PONTA,2712,1492440.7405,152184.1313,5688.36,580.528,2712
DEZEMBRO,PONTA,264,37.4290663,19324.1433,138.5824,590.7429999999999,264
