MES,DMFP (kW),DMP (kW),CFP (kWh),CP (kWh),UFP (kW),UP (kW),DCFP_c (kW),DCP_c (kW),"DCFP (R$32,84)","DCP  (R$83,34)","DCFP_c (R$27,26)","DCP_c  (R$69,17)","UFP  (R$65,68)","UP   (R$166,68)","CFP (R$0,15) TUSD","CP  (R$0,15) TUSD","CFP (R$0,37) TUE","CP  (R$0,59) TUE",R$TOTAL_MES
JAN,4568.0,671.0,1420149.0,8536,0.0,0.0,0.0,774.0,150013.12,55921.14,0.0,53537.58,0.0,0.0,213022.35,1280.4,525455.13,5036.24,1004265.96
FEV,4613.0,984.0,1461375.0,19870,0.0,0.0,0.0,461.0,151490.92,82006.56,0.0,31887.37,0.0,0.0,219206.25,2980.5,540708.75,11723.3,1040003.65
MAR,4611.0,1312.0,1559865.0,34401,0.0,0.0,0.0,133.0,151425.24,109342.08,0.0,9199.61,0.0,0.0,233979.75,5160.15,577150.05,20296.59,1106553.47
ABR,3565.0,586.0,1200598.0,14593,0.0,0.0,1003.0,859.0,117074.6,48837.24,27341.78,59417.03,0.0,0.0,180089.7,2188.95,444221.26,8609.87,887780.43
MAI,3548.0,995.0,1251508.0,20572,0.0,0.0,1020.0,450.0,116516.32,82923.3,27805.2,31126.5,0.0,0.0,187726.2,3085.8,463057.96,12137.48,924378.76
JUN,4466.0,1137.0,1396990.0,34675,0.0,0.0,102.0,308.0,146663.44,94757.58,2780.52,21304.36,0.0,0.0,209548.5,5201.25,516886.3,20458.25,1017600.2
JUL,4583.0,1669.0,1404691.0,23411,0.0,224.0,0.0,0.0,150505.72,139094.46,0.0,0.0,0.0,37336.32,210703.65,3511.65,519735.67,13812.49,1074699.96
AGO,3588.0,860.0,1311911.0,24053,0.0,0.0,980.0,585.0,117829.92,71672.4,26714.8,40464.45,0.0,0.0,196786.65,3607.95,485407.07,14191.27,956674.51
SET,3584.0,565.0,1230788.0,16901,0.0,0.0,984.0,880.0,117698.56,47087.1,26823.84,60869.6,0.0,0.0,184618.2,2535.15,455391.56,9971.59,904995.6
OUT,3980.0,786.0,1268534.0,17864,0.0,0.0,588.0,659.0,130703.2,65505.24,16028.88,45583.03,0.0,0.0,190280.1,2679.6,469357.58,10539.76,930677.39
NOV,4610.0,1594.0,1347459.0,25900,0.0,149.0,0.0,0.0,151392.4,132843.96,0.0,0.0,0.0,24835.32,202118.85,3885.0,498559.83,15281.0,1028916.36
DEZ,4611.0,1418.0,1372911.0,20060,0.0,0.0,0.0,27.0,151425.24,118176.12,0.0,1867.59,0.0,0.0,205936.65,3009.0,507977.07,11835.4,1000227.07
TOTAIS,4613.0,1669.0,16226779.0,260836,0.0,224.0,1020.0,880.0,1652738.68,1048167.1799999999,127495.02,355257.12000000005,0.0,62171.64,2434016.85,39125.4,6003908.23,153893.24,11876773.36
CTOTAL,,,16487615.0,,,,,,,,,,,,,,,,
R$TOTAL,,,,,,,,,,,,,,,,,,,11876773.36
DCFP,4568.0,,,,,,,,,,,,,,,,,,
DCP,,1445.0,,,,,,,,,,,,,,,,,
