MES,DMFP (kW),DMP (kW),CFP (kWh),CP (kWh),UFP (kW),UP (kW),DCFP_c (kW),DCP_c (kW),"DCFP (R$32,84)","DCP  (R$83,34)","DCFP_c (R$27,26)","DCP_c  (R$69,17)","UFP  (R$65,68)","UP   (R$166,68)","CFP (R$0,15) TUSD","CP  (R$0,15) TUSD","CFP (R$0,37) TUE","CP  (R$0,59) TUE",R$TOTAL_MES
JAN,5146.0,0.0,1575942.0,-2,0.0,0.0,404.0,638.0,168994.64,0.0,11013.04,44130.46,0.0,0.0,236391.3,-0.3,583098.54,-1.18,1043626.5
FEV,5590.0,152.0,1632358.0,62,0.0,0.0,0.0,486.0,183575.6,12667.68,0.0,33616.62,0.0,0.0,244853.7,9.3,603972.46,36.58,1078731.94
MAR,5605.0,510.0,1758532.0,1073,0.0,0.0,0.0,128.0,184068.2,42503.4,0.0,8853.76,0.0,0.0,263779.8,160.95,650656.84,633.07,1150656.02
ABR,4477.0,0.0,1341919.0,-1,0.0,0.0,1073.0,638.0,147024.68,0.0,29249.98,44130.46,0.0,0.0,201287.85,-0.15,496510.03,-0.59,918202.26
MAI,4480.0,164.0,1404303.0,197,0.0,0.0,1070.0,474.0,147123.2,13667.76,29168.2,32786.58,0.0,0.0,210645.45,29.55,519592.11,116.23,953129.08
JUN,4895.0,319.0,1581304.0,1409,0.0,0.0,655.0,319.0,160751.8,26585.46,17855.3,22065.23,0.0,0.0,237195.6,211.35,585082.48,831.31,1050578.53
JUL,5152.0,900.0,1574948.0,3248,0.0,262.0,398.0,0.0,169191.68,75006.0,10849.48,0.0,0.0,43670.16,236242.2,487.2,582730.76,1916.32,1120093.8
AGO,4481.0,16.0,1476028.0,7,0.0,0.0,1069.0,622.0,147156.04,1333.44,29140.94,43023.74,0.0,0.0,221404.2,1.05,546130.36,4.13,988193.9
SET,4484.0,0.0,1381373.0,-1,0.0,0.0,1066.0,638.0,147254.56,0.0,29059.16,44130.46,0.0,0.0,207205.95,-0.15,511108.01,-0.59,938757.4
OUT,4480.0,0.0,1420841.0,-1,0.0,0.0,1070.0,638.0,147123.2,0.0,29168.2,44130.46,0.0,0.0,213126.15,-0.15,525711.17,-0.59,959258.44
NOV,5580.0,819.0,1515242.0,1741,0.0,181.0,0.0,0.0,183247.2,68255.46,0.0,0.0,0.0,30169.08,227286.3,261.15,560639.54,1027.19,1070885.92
DEZ,5577.0,627.0,1535957.0,1121,0.0,0.0,0.0,11.0,183148.68,52254.18,0.0,760.87,0.0,0.0,230393.55,168.15,568304.09,661.39,1035690.91
TOTAIS,5605.0,900.0,18198747.0,8853,0.0,262.0,1073.0,638.0,1968659.4799999997,292273.38,185504.30000000002,317628.64,0.0,73839.24,2729812.05,1327.95,6733536.39,5223.2699999999995,12307804.7
CTOTAL,,,18207600.0,,,,,,,,,,,,,,,,
R$TOTAL,,,,,,,,,,,,,,,,,,,12307804.7
DCFP,5550.0,,,,,,,,,,,,,,,,,,
DCP,,638.0,,,,,,,,,,,,,,,,,
