Descricao,Valor
kWh fornecido (EnergyMeter kWh),18206949.0
kWh da carga (Zone kWh),16536278.0
Zone losses (Zone Losses kWh),987232.0
Perdas na linha MT (Line Losses kWh),36981.0
Perdas nos trafos (Transformer Losses kWh),950267.0
Perdas em vazio ferro (No Load Losses kWh),890836.0
Perdas em carga cobre (Transformer - NoLoad) kWh,59431.0
