MES,DMFP (kW),DMP (kW),CFP (kWh),CP (kWh),UFP (kW),UP (kW),DCFP_c (kW),DCP_c (kW),"DCFP (R$32,84)","DCP  (R$83,34)","DCFP_c (R$27,26)","DCP_c  (R$69,17)","UFP  (R$65,68)","UP   (R$166,68)","CFP (R$0,15) TUSD","CP  (R$0,15) TUSD","CFP (R$0,37) TUE","CP  (R$0,59) TUE",R$TOTAL_MES
JAN,4995.0,1115.0,1511768.0,31444,0.0,0.0,0.0,1424.0,164035.8,92924.1,0.0,98498.08,0.0,0.0,226765.2,4716.6,559354.16,18551.96,1164845.9
FEV,5044.0,1457.0,1559490.0,44375,0.0,0.0,0.0,1082.0,165644.96,121426.38,0.0,74841.94,0.0,0.0,233923.5,6656.25,577011.3,26181.25,1205685.58
MAR,5042.0,1816.0,1665733.0,60496,0.0,0.0,0.0,723.0,165579.28,151345.44,0.0,50009.91,0.0,0.0,249859.95,9074.4,616321.21,35692.64,1277882.83
ABR,3886.0,1022.0,1273319.0,38318,0.0,0.0,1109.0,1517.0,127616.24,85173.48,30231.34,104930.89,0.0,0.0,190997.85,5747.7,471128.03,22607.62,1038433.15
MAI,3846.0,1470.0,1327154.0,45876,0.0,0.0,1149.0,1069.0,126302.64,122509.8,31321.74,73942.73,0.0,0.0,199073.1,6881.4,491046.98,27066.84,1078145.23
JUN,4873.0,1626.0,1489438.0,60436,0.0,0.0,122.0,913.0,160029.32,135510.84,3325.72,63152.21,0.0,0.0,223415.7,9065.4,551092.06,35657.24,1181248.49
JUL,5006.0,2208.0,1490987.0,51047,0.0,0.0,0.0,331.0,164397.04,184014.72,0.0,22895.27,0.0,0.0,223648.05,7657.05,551665.19,30117.73,1184395.05
AGO,3849.0,1323.0,1393564.0,49717,0.0,0.0,1146.0,1216.0,126401.16,110258.82,31239.96,84110.72,0.0,0.0,209034.6,7457.55,515618.68,29333.03,1113454.52
SET,3499.0,999.0,1303056.0,43635,0.0,0.0,1496.0,1540.0,114907.16,83256.66,40780.96,106521.8,0.0,0.0,195458.4,6545.25,482130.72,25744.65,1055345.6
OUT,4340.0,1240.0,1343964.0,44573,0.0,0.0,655.0,1299.0,142525.6,103341.6,17855.3,89851.83,0.0,0.0,201594.6,6685.95,497266.68,26298.07,1085419.63
NOV,5041.0,2126.0,1435450.0,49473,0.0,0.0,0.0,413.0,165546.44,177180.84,0.0,28567.21,0.0,0.0,215317.5,7420.95,531116.5,29189.07,1154338.51
DEZ,5042.0,1933.0,1464523.0,40702,0.0,0.0,0.0,606.0,165579.28,161096.22,0.0,41917.02,0.0,0.0,219678.45,6105.3,541873.51,24014.18,1160263.96
TOTAIS,5044.0,2208.0,17258446.0,560092,0.0,0.0,1496.0,1540.0,1788564.92,1528038.9000000001,154755.02,839239.61,0.0,0.0,2588766.9000000004,84013.8,6385625.02,330454.27999999997,13699458.45
CTOTAL,,,17818538.0,,,,,,,,,,,,,,,,
R$TOTAL,,,,,,,,,,,,,,,,,,,13699458.45
DCFP,4995.0,,,,,,,,,,,,,,,,,,
DCP,,2539.0,,,,,,,,,,,,,,,,,
