Descricao,Valor
kWh fornecido (EnergyMeter kWh),17818543.0
kWh da carga (Zone kWh),16512621.0
Zone losses (Zone Losses kWh),924272.0
Perdas na linha MT (Line Losses kWh),32104.0
Perdas nos trafos (Transformer Losses kWh),892154.0
Perdas em vazio ferro (No Load Losses kWh),842581.0
Perdas em carga cobre (Transformer - NoLoad) kWh,49573.0
