MES,DMFP (kW),DMP (kW),CFP (kWh),CP (kWh),UFP (kW),UP (kW),DCFP_c (kW),DCP_c (kW),"DCFP (R$32,84)","DCP  (R$83,34)","DCFP_c (R$27,26)","DCP_c  (R$69,17)","UFP  (R$65,68)","UP   (R$166,68)","CFP (R$0,15) TUSD","CP  (R$0,15) TUSD","CFP (R$0,37) TUE","CP  (R$0,59) TUE",R$TOTAL_MES
JAN,5040,0,1441044,-2,0.0,0.0,0.0,0.0,165513.6,0.0,0.0,0.0,0.0,0.0,216156.6,-0.3,533186.28,-1.18,914855.0
FEV,5346,0,1487315,-3,346.0,0.0,0.0,0.0,175562.64,0.0,0.0,0.0,22725.28,0.0,223097.25,-0.45,550306.55,-1.77,971689.5
MAR,5477,0,1604127,-3,477.0,0.0,0.0,0.0,179864.68,0.0,0.0,0.0,31329.36,0.0,240619.05,-0.45,593526.99,-1.77,1045337.86
ABR,5031,0,1226128,-1,0.0,0.0,0.0,0.0,165218.04,0.0,0.0,0.0,0.0,0.0,183919.2,-0.15,453667.36,-0.59,802803.86
MAI,5049,0,1285117,-3,0.0,0.0,0.0,0.0,165809.16,0.0,0.0,0.0,0.0,0.0,192767.55,-0.45,475493.29,-1.77,834067.78
JUN,5047,0,1445928,-2,0.0,0.0,0.0,0.0,165743.48,0.0,0.0,0.0,0.0,0.0,216889.2,-0.3,534993.36,-1.18,917624.56
JUL,5047,71,1438705,18,0.0,71.0,0.0,0.0,165743.48,5917.14,0.0,0.0,0.0,11834.28,215805.75,2.7,532320.85,10.62,931634.82
AGO,5049,0,1348701,-1,0.0,0.0,0.0,0.0,165809.16,0.0,0.0,0.0,0.0,0.0,202305.15,-0.15,499019.37,-0.59,867132.94
SET,5048,0,1261382,-1,0.0,0.0,0.0,0.0,165776.32,0.0,0.0,0.0,0.0,0.0,189207.3,-0.15,466711.34,-0.59,821694.22
OUT,5049,0,1300905,-2,0.0,0.0,0.0,0.0,165809.16,0.0,0.0,0.0,0.0,0.0,195135.75,-0.3,481334.85,-1.18,842278.28
NOV,5416,0,1385148,-3,416.0,0.0,0.0,0.0,177861.44,0.0,0.0,0.0,27322.88,0.0,207772.2,-0.45,512504.76,-1.77,925459.06
DEZ,5324,0,1401991,-3,324.0,0.0,0.0,0.0,174840.16,0.0,0.0,0.0,21280.32,0.0,210298.65,-0.45,518736.67,-1.77,925153.58
TOTAIS,5477,71,16626491,-6,,,,,,,,,,,,,,,10799731.459999999
