Descricao,Valor
kWh fornecido (EnergyMeter kWh),16625712.0
kWh da carga (Zone kWh),14900669.0
Zone losses (Zone Losses kWh),980901.0
Perdas na linha MT (Line Losses kWh),31806.0
Perdas nos trafos (Transformer Losses kWh),949094.0
Perdas em vazio ferro (No Load Losses kWh),893129.0
Perdas em carga cobre (Transformer - NoLoad) kWh,55965.0
