Descricao,Valor
kWh fornecido (EnergyMeter kWh),16257560.0
kWh da carga (Zone kWh),14886874.0
Zone losses (Zone Losses kWh),925682.0
Perdas na linha MT (Line Losses kWh),27342.0
Perdas nos trafos (Transformer Losses kWh),898355.0
Perdas em vazio ferro (No Load Losses kWh),844658.0
Perdas em carga cobre (Transformer - NoLoad) kWh,53697.0
