Descricao,Valor
kWh fornecido (EnergyMeter kWh),14414496.0
kWh da carga (Zone kWh),14838363.0
Zone losses (Zone Losses kWh),873147.0
Perdas na linha MT (Line Losses kWh),20742.0
Perdas nos trafos (Transformer Losses kWh),852398.0
Perdas em vazio ferro (No Load Losses kWh),822359.0
Perdas em carga cobre (Transformer - NoLoad) kWh,30039.0
